,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-113320332.211943,1530000.0,-40984000.0,4256000.0
Tax Rate For Calcs,0.216674,0.17,0.218,0.133
Normalized EBITDA,13426000000.0,11487000000.0,8085000000.0,7771000000.0
Total Unusual Items,-523000000.0,9000000.0,-188000000.0,32000000.0
Total Unusual Items Excluding Goodwill,-523000000.0,9000000.0,-188000000.0,32000000.0
Net Income From Continuing Operation Net Minority Interest,6938000000.0,6617000000.0,4556000000.0,4440000000.0
Reconciled Depreciation,2585000000.0,2272000000.0,1836000000.0,1730000000.0
Reconciled Cost Of Revenue,48831000000.0,39916000000.0,29841000000.0,25889000000.0
EBIT,10318000000.0,9224000000.0,6061000000.0,6073000000.0
Net Interest Income,-806000000.0,-540000000.0,-34000000.0,-62000000.0
Interest Expense,806000000.0,609000000.0,99000000.0,119000000.0
Interest Income,157000000.0,110000000.0,109000000.0,93000000.0
Normalized Income,7347679667.788057,6609530000.0,4703016000.0,4412256000.0
Net Income From Continuing And Discontinued Operation,6938000000.0,6617000000.0,4556000000.0,4440000000.0
Total Expenses,69924000000.0,55403000000.0,40547000000.0,36323000000.0
Rent Expense Supplemental,233000000.0,261000000.0,226000000.0,181000000.0
Diluted Average Shares,62206695.0,62119154.0,62165960.0,62563029.0
Basic Average Shares,60981411.0,60694760.0,61007773.0,62192226.0
Diluted EPS,111.53,106.52,73.29,70.97
Basic EPS,113.77,109.02,74.68,71.39
Diluted NI Availto Com Stockholders,6938000000.0,6617000000.0,4556000000.0,4440000000.0
Net Income Common Stockholders,6938000000.0,6617000000.0,4556000000.0,4440000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,6938000000.0,6617000000.0,4556000000.0,4440000000.0
Minority Interests,-513000000.0,-530000000.0,-104000000.0,-236000000.0
Net Income Including Noncontrolling Interests,7451000000.0,7147000000.0,4660000000.0,4676000000.0
Net Income Continuous Operations,7451000000.0,7147000000.0,4660000000.0,4676000000.0
Tax Provision,2061000000.0,1468000000.0,1302000000.0,1278000000.0
Pretax Income,9512000000.0,8615000000.0,5962000000.0,5954000000.0
Other Non Operating Income Expenses,619000000.0,66000000.0,209000000.0,94000000.0
Special Income Charges,-523000000.0,6000000.0,-196000000.0,-84000000.0
Other Special Charges,536000000.0,-6000000.0,196000000.0,84000000.0
Net Non Operating Interest Income Expense,-806000000.0,-540000000.0,-34000000.0,-62000000.0
Total Other Finance Cost,38000000.0,41000000.0,44000000.0,36000000.0
Interest Expense Non Operating,806000000.0,609000000.0,99000000.0,119000000.0
Interest Income Non Operating,157000000.0,110000000.0,109000000.0,93000000.0
Operating Income,10222000000.0,8917000000.0,6081000000.0,5516000000.0
Operating Expense,21093000000.0,15487000000.0,10706000000.0,10434000000.0
Other Operating Expenses,18508000000.0,1809000000.0,1415000000.0,2367000000.0
Depreciation And Amortization In Income Statement,2585000000.0,2272000000.0,1836000000.0,1730000000.0
Amortization,1271000000.0,1049000000.0,907000000.0,824000000.0
Depreciation Income Statement,2585000000.0,1223000000.0,929000000.0,906000000.0
Selling General And Administration,10823000000.0,8181000000.0,5090000000.0,4526000000.0
Selling And Marketing Expense,257000000.0,191000000.0,122000000.0,318000000.0
General And Administrative Expense,10566000000.0,7990000000.0,4968000000.0,4208000000.0
Rent And Landing Fees,233000000.0,261000000.0,226000000.0,181000000.0
Gross Profit,31315000000.0,24404000000.0,16787000000.0,15950000000.0
Cost Of Revenue,48831000000.0,39916000000.0,29841000000.0,25889000000.0
Total Revenue,80146000000.0,64320000000.0,46628000000.0,41839000000.0
Operating Revenue,80146000000.0,64320000000.0,46628000000.0,41839000000.0
Ordinary Shares Number,61095827.0,60913152.0,60592349.0,62494559.0
Share Issued,61095827.0,60913152.0,60592349.0,62494559.0
Total Debt,5622000000.0,4896000000.0,826000000.0,1325000000.0
Tangible Book Value,14526000000.0,12510000000.0,18971000000.0,17977000000.0
Invested Capital,34207000000.0,30876000000.0,24671000000.0,24312000000.0
Working Capital,8671000000.0,10417000000.0,12870000000.0,13568000000.0
Net Tangible Assets,14526000000.0,12510000000.0,18971000000.0,17977000000.0
Capital Lease Obligations,2240000000.0,1351000000.0,816000000.0,978000000.0
Common Stock Equity,30825000000.0,27331000000.0,24661000000.0,23965000000.0
Total Capitalization,34207000000.0,30696000000.0,24664000000.0,24010000000.0
Total Equity Gross Minority Interest,31699000000.0,28314000000.0,24661000000.0,23965000000.0
Minority Interest,874000000.0,983000000.0,0.0,0.0
Stockholders Equity,30825000000.0,27331000000.0,24661000000.0,23965000000.0
Other Equity Interest,30214000000.0,575000000.0,523000000.0,83000000.0
Retained Earnings,25080000000.0,22401000000.0,20375000000.0,19415000000.0
Additional Paid In Capital,671000000.0,420000000.0,75000000.0,1070000000.0
Capital Stock,611000000.0,609000000.0,606000000.0,625000000.0
Common Stock,611000000.0,609000000.0,606000000.0,625000000.0
Total Liabilities Net Minority Interest,25135000000.0,21230000000.0,10473000000.0,10433000000.0
Total Non Current Liabilities Net Minority Interest,7742000000.0,9438000000.0,2048000000.0,2491000000.0
Other Non Current Liabilities,59000000.0,51000000.0,1000000.0,
Derivative Product Liabilities,0.0,0.0,,
Non Current Pension And Other Postretirement Benefit Plans,1276000000.0,1047000000.0,696000000.0,
Non Current Accrued Expenses,0.0,0.0,,
Tradeand Other Payables Non Current,332000000.0,364000000.0,470000000.0,206000000.0
Non Current Deferred Revenue,59000000.0,51000000.0,36000000.0,0.0
Non Current Deferred Taxes Liabilities,583000000.0,766000000.0,295000000.0,397000000.0
