,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,-6171567.372898,0.0,0.0,Income Statement
1,Tax Rate For Calcs,0.280832,0.289857,0.285792,Income Statement
2,Normalized EBITDA,59582000.0,45401438.02,46446293.1,Income Statement
3,Total Unusual Items,-21976000.0,,-6422218.73,Income Statement
4,Total Unusual Items Excluding Goodwill,-21976000.0,,-6422218.73,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,18770000.0,25982062.18,24353256.57,Income Statement
6,Reconciled Depreciation,6251000.0,5954679.0,7011278.13,Income Statement
7,Reconciled Cost Of Revenue,394522000.0,303835448.91,208187252.08,Income Statement
8,EBIT,31355000.0,39446759.02,39435014.97,Income Statement
9,Net Interest Income,-5362000.0,-2798316.99,-5681420.89,Income Statement
10,Interest Expense,5254000.0,2859696.84,5336758.4,Income Statement
11,Interest Income,64000.0,77137.0,25020.0,Income Statement
12,Normalized Income,34574432.627102,25982062.18,24353256.57,Income Statement
13,Net Income From Continuing And Discontinued Operation,18770000.0,25982062.18,24353256.57,Income Statement
14,Total Expenses,455650000.0,370435397.7,279753842.81,Income Statement
15,Rent Expense Supplemental,1508000.0,794200.0,406740.0,Income Statement
16,Diluted Average Shares,16800000.0,17352000.0,16800000.0,Income Statement
17,Basic Average Shares,16800000.0,17352000.0,16800000.0,Income Statement
18,Diluted EPS,1.12,1.496667,1.45,Income Statement
19,Basic EPS,1.12,1.496667,1.45,Income Statement
20,Diluted NI Availto Com Stockholders,18770000.0,25982062.18,24353256.57,Income Statement
21,Net Income Common Stockholders,18770000.0,25982062.18,24353256.57,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,18770000.0,25982062.18,24353256.57,Income Statement
24,Net Income Including Noncontrolling Interests,18770000.0,25982062.18,24353256.57,Income Statement
25,Net Income Discontinuous Operations,0.0,,,Income Statement
26,Net Income Continuous Operations,18770000.0,25982062.18,24353256.57,Income Statement
27,Tax Provision,7330000.0,10605000.0,9745000.0,Income Statement
28,Pretax Income,26101000.0,36587062.18,34098256.57,Income Statement
29,Other Non Operating Income Expenses,189000.0,17053224.72,3762663.27,Income Statement
30,Special Income Charges,-21976000.0,,-6422218.73,Income Statement
31,Write Off,21976000.0,,6422218.73,Income Statement
32,Net Non Operating Interest Income Expense,-5362000.0,-2798316.99,-5681420.89,Income Statement
33,Total Other Finance Cost,172000.0,15757.15,369682.49,Income Statement
34,Interest Expense Non Operating,5254000.0,2859696.84,5336758.4,Income Statement
35,Interest Income Non Operating,64000.0,77137.0,25020.0,Income Statement
36,Operating Income,52331000.0,20486058.97,34629161.19,Income Statement
37,Operating Expense,61128000.0,66599948.79,71566590.73,Income Statement
38,Other Operating Expenses,17441000.0,33992293.09,25910132.87,Income Statement
39,Depreciation And Amortization In Income Statement,6251000.0,5954679.0,7011278.13,Income Statement
40,Amortization,30000.0,,,Income Statement
41,Depreciation Income Statement,6221000.0,5954679.0,7011278.13,Income Statement
42,Research And Development,985000.0,409890.0,6082375.03,Income Statement
43,Selling General And Administration,8116000.0,4806612.03,6034463.7,Income Statement
44,Selling And Marketing Expense,5468000.0,2735810.75,3124826.22,Income Statement
45,General And Administrative Expense,2648000.0,2070801.28,2909637.48,Income Statement
46,Rent And Landing Fees,1127000.0,554200.0,166740.0,Income Statement
47,Gross Profit,113459000.0,87086007.76,106195751.92,Income Statement
48,Cost Of Revenue,394522000.0,303835448.91,208187252.08,Income Statement
49,Total Revenue,507981000.0,390921456.67,314383004.0,Income Statement
50,Operating Revenue,507981000.0,390921456.67,314383004.0,Income Statement
0,Ordinary Shares Number,16800000.0,16800000.0,16800000.0,Balance Sheet
1,Share Issued,16800000.0,16800000.0,16800000.0,Balance Sheet
2,Net Debt,14337000.0,66443167.45,62018492.51,Balance Sheet
3,Total Debt,16366000.0,67803183.17,66310578.97,Balance Sheet
4,Tangible Book Value,211502000.0,192714242.81,166906503.19,Balance Sheet
5,Invested Capital,228063000.0,260729512.98,233704846.05,Balance Sheet
6,Working Capital,183753000.0,160775666.31,135199418.75,Balance Sheet
7,Net Tangible Assets,211502000.0,192714242.81,166906503.19,Balance Sheet
8,Common Stock Equity,211697000.0,192926329.81,167394267.08,Balance Sheet
9,Total Capitalization,217574000.0,194240031.31,170260539.08,Balance Sheet
10,Total Equity Gross Minority Interest,211697000.0,192926329.81,167394267.08,Balance Sheet
11,Stockholders Equity,211697000.0,192926329.81,167394267.08,Balance Sheet
12,Retained Earnings,99697000.0,80926329.81,80855111.08,Balance Sheet
13,Additional Paid In Capital,0.0,0.0,30539156.0,Balance Sheet
14,Capital Stock,112000000.0,112000000.0,56000000.0,Balance Sheet
15,Common Stock,112000000.0,112000000.0,56000000.0,Balance Sheet
16,Total Liabilities Net Minority Interest,155261000.0,253579383.73,221805481.23,Balance Sheet
17,Total Non Current Liabilities Net Minority Interest,5947000.0,1848701.5,3746272.0,Balance Sheet
18,Other Non Current Liabilities,,1000.0,,Balance Sheet
19,Non Current Deferred Taxes Liabilities,70000.0,535000.0,880000.0,Balance Sheet
20,Long Term Debt And Capital Lease Obligation,5877000.0,1313701.5,2866272.0,Balance Sheet
21,Long Term Debt,5877000.0,1313701.5,2866272.0,Balance Sheet
22,Current Liabilities,149314000.0,251730682.23,218059209.23,Balance Sheet
23,Other Current Liabilities,28321000.0,26336531.63,26079163.63,Balance Sheet
24,Current Deferred Taxes Liabilities,0.0,25868700.0,,Balance Sheet
25,Current Debt And Capital Lease Obligation,10489000.0,66489481.67,63444306.97,Balance Sheet
26,Current Debt,10489000.0,66489481.67,63444306.97,Balance Sheet
27,Pensionand Other Post Retirement Benefit Plans Current,,0.0,,Balance Sheet
28,Current Provisions,212000.0,232306.0,15942339.0,Balance Sheet
29,Payables,88813000.0,107953153.82,99866009.6,Balance Sheet
30,Other Payable,361000.0,744452.0,,Balance Sheet
31,Total Tax Payable,31117000.0,12400537.79,10022108.02,Balance Sheet
32,Accounts Payable,57335000.0,94808164.03,89843901.58,Balance Sheet
33,Total Assets,366958000.0,446505713.54,389199748.31,Balance Sheet
34,Total Non Current Assets,33891000.0,33999365.0,35941120.33,Balance Sheet
35,Other Non Current Assets,1000.0,,,Balance Sheet
36,Non Current Prepaid Assets,1101000.0,1009660.0,1009660.0,Balance Sheet
37,Non Current Deferred Taxes Assets,0.0,0.0,0.0,Balance Sheet
38,Investmentin Financial Assets,0.0,,,Balance Sheet
39,Long Term Equity Investment,0.0,,,Balance Sheet
40,Investment Properties,0.0,,,Balance Sheet
41,Goodwill And Other Intangible Assets,195000.0,212087.0,487763.89,Balance Sheet
42,Other Intangible Assets,195000.0,212087.0,487763.89,Balance Sheet
43,Goodwill,0.0,,,Balance Sheet
44,Net PPE,32594000.0,32777618.0,34443696.44,Balance Sheet
45,Accumulated Depreciation,-80584000.0,-73464538.0,-67803534.92,Balance Sheet
46,Gross PPE,113178000.0,106242156.0,102247231.36,Balance Sheet
47,Construction In Progress,0.0,,,Balance Sheet
48,Other Properties,1091000.0,1091101.0,1091101.0,Balance Sheet
49,Machinery Furniture Equipment,91287000.0,84351748.0,80356823.36,Balance Sheet
50,Buildings And Improvements,13681000.0,13680657.0,13680657.0,Balance Sheet
51,Land And Improvements,7119000.0,7118650.0,7118650.0,Balance Sheet
52,Properties,0.0,0.0,0.0,Balance Sheet
53,Current Assets,333067000.0,412506348.54,353258627.98,Balance Sheet
54,Other Current Assets,60889000.0,382000.0,,Balance Sheet
55,Prepaid Assets,61340000.0,89758509.31,58778360.06,Balance Sheet
56,Inventory,73008000.0,106658123.0,97554964.0,Balance Sheet
57,Other Inventories,9769000.0,6320071.0,4022697.0,Balance Sheet
58,Finished Goods,33931000.0,32597954.0,33632847.0,Balance Sheet
59,Work In Process,0.0,0.0,0.0,Balance Sheet
60,Raw Materials,29308000.0,67740098.0,59899420.0,Balance Sheet
61,Other Receivables,451000.0,89376000.0,,Balance Sheet
62,Accounts Receivable,196690000.0,214729700.51,192633217.46,Balance Sheet
63,Cash Cash Equivalents And Short Term Investments,2029000.0,1360015.72,4292086.46,Balance Sheet
64,Other Short Term Investments,229000.0,472000.0,,Balance Sheet
65,Cash And Cash Equivalents,2029000.0,1360015.72,4292086.46,Balance Sheet
66,Cash Equivalents,229000.0,472426.0,456798.0,Balance Sheet
67,Cash Financial,1800000.0,887589.72,3835288.46,Balance Sheet
0,Free Cash Flow,57589000.0,-1599802.45,2857903.12,Cash Flow
1,Repayment Of Debt,,-1552570.5,-1429321.28,Cash Flow
2,Issuance Of Debt,4563000.0,,,Cash Flow
3,Issuance Of Capital Stock,0.0,,0.0,Cash Flow
4,Capital Expenditure,-6051000.0,-4012925.0,-3948453.63,Cash Flow
5,End Cash Position,2029000.0,1360015.72,4292086.46,Cash Flow
6,Beginning Cash Position,1360000.0,4292086.46,32550485.17,Cash Flow
7,Changes In Cash,669000.0,-2932070.74,-28258398.71,Cash Flow
8,Financing Cash Flow,-56863000.0,-1409405.29,-31141321.83,Cash Flow
9,Interest Paid Cff,-5426000.0,-2875453.99,-5706440.89,Cash Flow
10,Common Stock Dividend Paid,,,0.0,Cash Flow
11,Net Common Stock Issuance,0.0,,0.0,Cash Flow
12,Common Stock Issuance,0.0,,0.0,Cash Flow
13,Net Issuance Payments Of Debt,-51437000.0,1466048.7,-25434880.94,Cash Flow
14,Net Short Term Debt Issuance,-56000000.0,3018619.2,-24005559.66,Cash Flow
15,Net Long Term Debt Issuance,4563000.0,-1552570.5,-1429321.28,Cash Flow
16,Long Term Debt Payments,,-1552570.5,-1429321.28,Cash Flow
17,Long Term Debt Issuance,4563000.0,,,Cash Flow
18,Investing Cash Flow,-6108000.0,-3935788.0,-3923433.63,Cash Flow
19,Interest Received Cfi,35000.0,77137.0,25020.0,Cash Flow
20,Net PPE Purchase And Sale,-6051000.0,-4012925.0,-3948453.63,Cash Flow
21,Purchase Of PPE,-6051000.0,-4012925.0,-3948453.63,Cash Flow
22,Capital Expenditure Reported,,,-3948453.63,Cash Flow
23,Operating Cash Flow,63640000.0,2413122.55,6806356.75,Cash Flow
24,Taxes Refund Paid,-7795000.0,-10950000.0,-10080000.0,Cash Flow
25,Change In Working Capital,33692000.0,-31526935.62,-29887999.75,Cash Flow
26,Change In Other Current Liabilities,3323000.0,14837000.0,8549803.47,Cash Flow
27,Change In Other Current Assets,3323000.0,14837266.35,,Cash Flow
28,Change In Payable,-37473000.0,4964264.33,39845172.61,Cash Flow
29,Change In Inventory,33650000.0,-9103159.0,-17255252.0,Cash Flow
30,Change In Receivables,34429000.0,-53109174.3,-68004097.83,Cash Flow
31,Other Non Cash Items,5391000.0,2348316.99,5681420.89,Cash Flow
32,Depreciation And Amortization,6251000.0,5954679.0,7011278.13,Cash Flow
33,Amortization Cash Flow,30000.0,,,Cash Flow
34,Depreciation,6221000.0,5954679.0,7011278.13,Cash Flow
35,Net Income From Continuing Operations,26101000.0,36587062.18,34098256.57,Cash Flow
