,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,8789000.0,1510990.0,-3069168.4,Income Statement
1,Tax Rate For Calcs,0.272183,0.2585,0.2561,0.2452,Income Statement
2,Normalized EBITDA,2331500000.0,4860100000.0,3908900000.0,1889713000.0,Income Statement
3,Total Unusual Items,,34000000.0,5900000.0,-12517000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,34000000.0,5900000.0,-12517000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,1420400000.0,3396700000.0,2715600000.0,1228866000.0,Income Statement
6,Reconciled Depreciation,197800000.0,183400000.0,178600000.0,127151000.0,Income Statement
7,Reconciled Cost Of Revenue,16807600000.0,8858600000.0,8428500000.0,5349993000.0,Income Statement
8,EBIT,2133700000.0,4710700000.0,3736200000.0,1750045000.0,Income Statement
9,Net Interest Income,-244900000.0,-79800000.0,-62700000.0,-134937000.0,Income Statement
10,Interest Expense,244900000.0,151500000.0,115100000.0,115573000.0,Income Statement
11,Interest Income,,80300000.0,64500000.0,3248000.0,Income Statement
12,Normalized Income,1420400000.0,3371489000.0,2711210990.0,1238313831.6,Income Statement
13,Net Income From Continuing And Discontinued Operation,1420400000.0,3396700000.0,2715600000.0,1228866000.0,Income Statement
14,Total Expenses,21668900000.0,18280100000.0,15798400000.0,10228849000.0,Income Statement
15,Rent Expense Supplemental,,41200000.0,29200000.0,20167000.0,Income Statement
16,Diluted Average Shares,30074105.0,30121293.0,30071681.0,30071681.0,Income Statement
17,Basic Average Shares,30074105.0,30121293.0,30071681.0,30071681.0,Income Statement
18,Diluted EPS,47.23,112.95,90.25,59.08,Income Statement
19,Basic EPS,47.23,112.95,90.25,59.08,Income Statement
20,Diluted NI Availto Com Stockholders,1420400000.0,3396700000.0,2715600000.0,1228866000.0,Income Statement
21,Net Income Common Stockholders,1420400000.0,3396700000.0,2715600000.0,1228866000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,1420400000.0,3396700000.0,2715600000.0,1228866000.0,Income Statement
24,Minority Interests,45600000.0,16100000.0,20100000.0,4038000.0,Income Statement
25,Net Income Including Noncontrolling Interests,1374700000.0,3380600000.0,2693800000.0,1224828000.0,Income Statement
26,Net Income Continuous Operations,1374700000.0,3380600000.0,2693800000.0,1224827000.0,Income Statement
27,Tax Provision,514100000.0,1178600000.0,927300000.0,409645000.0,Income Statement
28,Pretax Income,1888800000.0,4559200000.0,3621100000.0,1634472000.0,Income Statement
29,Other Non Operating Income Expenses,189700000.0,10800000.0,11900000.0,8485000.0,Income Statement
30,Special Income Charges,,29800000.0,-5500000.0,-12673000.0,Income Statement
31,Other Special Charges,,-36700000.0,-5800000.0,1548000.0,Income Statement
32,Write Off,,6900000.0,11300000.0,11125000.0,Income Statement
33,Net Non Operating Interest Income Expense,-244900000.0,-79800000.0,-62700000.0,-134937000.0,Income Statement
34,Total Other Finance Cost,,8600000.0,12100000.0,22612000.0,Income Statement
35,Interest Expense Non Operating,244900000.0,151500000.0,115100000.0,115573000.0,Income Statement
36,Interest Income Non Operating,,80300000.0,64500000.0,3248000.0,Income Statement
37,Operating Income,1944000000.0,4554400000.0,3630500000.0,1747663000.0,Income Statement
38,Operating Expense,4861300000.0,9421500000.0,7369900000.0,4878856000.0,Income Statement
39,Other Operating Expenses,3629300000.0,6681000000.0,5325800000.0,3311645000.0,Income Statement
40,Depreciation And Amortization In Income Statement,197800000.0,183400000.0,178600000.0,127151000.0,Income Statement
41,Amortization,,900000.0,1300000.0,4460000.0,Income Statement
42,Depreciation Income Statement,197800000.0,182500000.0,177300000.0,122691000.0,Income Statement
43,Selling General And Administration,,1748800000.0,1204500000.0,1011578000.0,Income Statement
44,Selling And Marketing Expense,,1724300000.0,1189300000.0,1001545000.0,Income Statement
45,General And Administrative Expense,,24500000.0,15200000.0,10033000.0,Income Statement
46,Rent And Landing Fees,,41200000.0,29200000.0,20167000.0,Income Statement
47,Gross Profit,6805300000.0,13975900000.0,11000400000.0,6626519000.0,Income Statement
48,Cost Of Revenue,16807600000.0,8858600000.0,8428500000.0,5349993000.0,Income Statement
49,Total Revenue,23612900000.0,22834500000.0,19428900000.0,11976512000.0,Income Statement
50,Operating Revenue,23612900000.0,22834500000.0,19428900000.0,11976512000.0,Income Statement
0,Ordinary Shares Number,30071681.0,30071681.0,25253000.0,25253000.0,Balance Sheet
1,Share Issued,30071681.0,30071681.0,25253000.0,25253000.0,Balance Sheet
2,Net Debt,2130600000.0,2757700000.0,369100000.0,1438665000.0,Balance Sheet
3,Total Debt,2677900000.0,3475200000.0,1348400000.0,1584783000.0,Balance Sheet
4,Tangible Book Value,14517100000.0,13096800000.0,10054600000.0,4952964000.0,Balance Sheet
5,Invested Capital,16919700000.0,16379200000.0,11271600000.0,6406849000.0,Balance Sheet
6,Working Capital,11505000000.0,10577000000.0,8215400000.0,3684258000.0,Balance Sheet
7,Net Tangible Assets,14517100000.0,13096800000.0,10054600000.0,4952964000.0,Balance Sheet
8,Capital Lease Obligations,275800000.0,193000000.0,132400000.0,133021000.0,Balance Sheet
9,Common Stock Equity,14517600000.0,13097000000.0,10055600000.0,4955087000.0,Balance Sheet
10,Total Capitalization,14780700000.0,13249000000.0,10190400000.0,5024126000.0,Balance Sheet
11,Total Equity Gross Minority Interest,14408700000.0,13033500000.0,10007900000.0,4927456000.0,Balance Sheet
12,Minority Interest,-108900000.0,-63500000.0,-47700000.0,-27631000.0,Balance Sheet
13,Stockholders Equity,14517600000.0,13097000000.0,10055600000.0,4955087000.0,Balance Sheet
14,Other Equity Interest,14455000000.0,13034400000.0,,,Balance Sheet
15,Retained Earnings,,11905700000.0,8865300000.0,4131518000.0,Balance Sheet
