,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-73105301.45597
Tax Rate For Calcs,0.27847,0.27494,0.268175,0.286867
Normalized EBITDA,21660782000.0,15043398000.0,8861896811.0,8284458656.0
Total Unusual Items,0.0,,0.0,-254840391.0
Total Unusual Items Excluding Goodwill,0.0,,0.0,-254840391.0
Net Income From Continuing Operation Net Minority Interest,13709936000.0,9122005000.0,4830080979.0,4401047305.0
Reconciled Depreciation,2655487000.0,2462370000.0,2260923789.0,1795299751.0
Reconciled Cost Of Revenue,43447973000.0,29141122000.0,16068389355.0,15112609171.0
EBIT,19005295000.0,12581028000.0,6600973022.0,6234318514.0
Net Interest Income,-4098000.0,-3126000.0,-782187.0,58778598.0
Interest Expense,4098000.0,0.0,922683.0,62892738.0
Interest Income,,17000.0,278570.0,121758639.0
Normalized Income,13709936000.0,9122005000.0,4830080979.0,4582782394.54403
Net Income From Continuing And Discontinued Operation,13709936000.0,9122005000.0,4830080979.0,4401047305.0
Total Expenses,54897759000.0,37589463000.0,22165056962.0,20575405216.0
Rent Expense Supplemental,,379028000.0,321510127.0,319854245.0
Diluted Average Shares,,2018142699.0,1057607311.0,992190821.0
Basic Average Shares,,2018142699.0,1057607311.0,992190821.0
Diluted EPS,,4.52,4.5648,4.435199
Basic EPS,,4.52,4.5648,4.435199
Diluted NI Availto Com Stockholders,13709936000.0,9122005000.0,4830080979.0,4401047305.0
Net Income Common Stockholders,13709936000.0,9122005000.0,4830080979.0,4401047305.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,13709936000.0,9122005000.0,4830080979.0,4401047305.0
Net Income Including Noncontrolling Interests,13709936000.0,9122005000.0,4830080979.0,4401047305.0
Net Income Continuous Operations,13709936000.0,9122005000.0,4830080979.0,4401047305.0
Tax Provision,5291261000.0,3459023000.0,1769969360.0,1770378471.0
Pretax Income,19001197000.0,12581028000.0,6600050339.0,6171425776.0
Other Non Operating Income Expenses,,-22242000.0,193079760.0,15321543.0
Special Income Charges,0.0,,0.0,-254840391.0
Write Off,,,0.0,254840391.0
Net Non Operating Interest Income Expense,-4098000.0,-3126000.0,-782187.0,58778598.0
Total Other Finance Cost,,3143000.0,138074.0,87303.0
Interest Expense Non Operating,4098000.0,0.0,922683.0,62892738.0
Interest Income Non Operating,,17000.0,278570.0,121758639.0
Operating Income,19069914000.0,12606414000.0,6392925152.0,6347778543.0
Operating Expense,11449786000.0,8448341000.0,6096667607.0,5462796045.0
Other Operating Expenses,4793010000.0,820472000.0,514123447.0,629303322.0
Depreciation And Amortization In Income Statement,2655487000.0,2462370000.0,2260923789.0,1795299751.0
Depreciation Income Statement,2655487000.0,2462370000.0,2260923789.0,1795299751.0
Selling General And Administration,,2061356000.0,1342748603.0,1109696433.0
Selling And Marketing Expense,,1469413000.0,1075927007.0,872870309.0
General And Administrative Expense,,591943000.0,266821596.0,236826124.0
Rent And Landing Fees,,379028000.0,321510127.0,319854245.0
Gross Profit,30519700000.0,21054755000.0,12489592759.0,11810574588.0
Cost Of Revenue,43447973000.0,29141122000.0,16068389355.0,15112609171.0
Total Revenue,73967673000.0,50195877000.0,28557982114.0,26923183759.0
Operating Revenue,73967673000.0,50195877000.0,28557982114.0,26923183759.0
Ordinary Shares Number,,2017921873.0,1057607501.0,992190821.0
Share Issued,,2017921873.0,1057607501.0,992190821.0
Total Debt,,0.0,0.0,360205069.0
Tangible Book Value,60632993000.0,43839899000.0,24133716074.0,20218477850.0
Invested Capital,70009141000.0,52944914000.0,32596087687.0,28624818681.0
Working Capital,51716763000.0,35934487000.0,17269632406.0,14733877421.0
Net Tangible Assets,60632993000.0,43839899000.0,24133716074.0,20218477850.0
Common Stock Equity,70009141000.0,52944914000.0,32596087687.0,28264613612.0
Total Capitalization,70009141000.0,52944914000.0,32596087687.0,28264613612.0
Total Equity Gross Minority Interest,70009141000.0,52944914000.0,32596087687.0,28264613612.0
Stockholders Equity,70009141000.0,52944914000.0,32596087687.0,28264613612.0
Other Equity Interest,65972097000.0,48909059000.0,,
Retained Earnings,,35813082000.0,25950107127.0,21932633097.0
Additional Paid In Capital,,7283123000.0,,
Capital Stock,4037044000.0,4035844000.0,1015302998.0,952502998.0
Common Stock,4037044000.0,4035844000.0,1015302998.0,952502998.0
Total Liabilities Net Minority Interest,8953450000.0,6459708000.0,4311702131.0,4435415800.0
Total Non Current Liabilities Net Minority Interest,140890000.0,138974000.0,124556407.0,128897330.0
Other Non Current Liabilities,,-1000.0,-50.0,1.0
Non Current Deferred Taxes Liabilities,109394000.0,33561000.0,27120395.0,29095268.0
Long Term Debt And Capital Lease Obligation,,0.0,0.0,0.0
Long Term Debt,,0.0,0.0,0.0
Long Term Provisions,31496000.0,105414000.0,97436062.0,99802061.0
Current Liabilities,8812560000.0,6320734000.0,4187145724.0,4306518470.0
Other Current Liabilities,3621319000.0,1031251000.0,541691104.0,966649598.0
Current Debt And Capital Lease Obligation,,0.0,0.0,360205069.0
Current Debt,,0.0,0.0,360205069.0
Current Provisions,2522471000.0,1702311000.0,726510159.0,564282892.0
Payables,2657833000.0,3576099000.0,2901840428.0,2397656414.0
Other Payable,,1664853000.0,1614123273.0,1277584569.0
Dividends Payable,,130108000.0,122078096.0,104667390.0
Accounts Payable,2657833000.0,1781138000.0,1165639059.0,1015404455.0
Total Assets,78962591000.0,59404622000.0,36907789818.0,32700029412.0
Total Non Current Assets,18433269000.0,17149401000.0,15451011688.0,13659633521.0
Other Non Current Assets,324921000.0,309133000.0,316949650.0,307419850.0
Non Current Prepaid Assets,,166838000.0,1120633919.0,1166731081.0
Non Current Deferred Taxes Assets,48275000.0,12757000.0,41936958.0,38315105.0
