,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,25322482.197355,-26789983.844911
Tax Rate For Calcs,0.261273,0.251744,0.258393,0.260097
Normalized EBITDA,121407000.0,-1576000.0,1037000000.0,955000000.0
Total Unusual Items,0.0,0.0,98000000.0,-103000000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,98000000.0,-103000000.0
Net Income From Continuing Operation Net Minority Interest,64120000.0,-1180000.0,728000000.0,458000000.0
Reconciled Depreciation,8633000.0,1000.0,148000000.0,220000000.0
Reconciled Cost Of Revenue,1049940000.0,0.0,13664000000.0,19121000000.0
EBIT,112774000.0,-1577000.0,986000000.0,632000000.0
Net Interest Income,-25935000.0,0.0,-20000000.0,-27000000.0
Interest Expense,25976000.0,0.0,3000000.0,13000000.0
Interest Income,41000.0,0.0,9000000.0,5000000.0
Normalized Income,64120000.0,-1180000.0,655322482.197355,534210016.155089
Net Income From Continuing And Discontinued Operation,64120000.0,-1180000.0,728000000.0,458000000.0
Total Expenses,1102159000.0,1577000.0,16125000000.0,23349000000.0
Rent Expense Supplemental,1693000.0,0.0,48000000.0,69000000.0
Diluted Average Shares,,6922000.0,50076977.0,50076977.0
Basic Average Shares,,6922000.0,50076977.0,50076977.0
Diluted EPS,,-0.170471,14.297389,9.165489
Basic EPS,,-0.170471,14.297389,9.165489
Diluted NI Availto Com Stockholders,64120000.0,-1180000.0,728000000.0,458000000.0
Net Income Common Stockholders,64120000.0,-1180000.0,728000000.0,458000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,64120000.0,-1180000.0,728000000.0,458000000.0
Minority Interests,,,0.0,0.0
Net Income Including Noncontrolling Interests,64120000.0,-1180000.0,728000000.0,458000000.0
Net Income Continuous Operations,64120000.0,-1180000.0,729000000.0,458000000.0
Tax Provision,22678000.0,-397000.0,254000000.0,161000000.0
Pretax Income,86798000.0,-1577000.0,983000000.0,619000000.0
Other Non Operating Income Expenses,,,22000000.0,38000000.0
Special Income Charges,0.0,0.0,1000000.0,0.0
Other Special Charges,,,-1000000.0,
Net Non Operating Interest Income Expense,-25935000.0,0.0,-20000000.0,-27000000.0
Total Other Finance Cost,,,26000000.0,19000000.0
Interest Expense Non Operating,25976000.0,0.0,3000000.0,13000000.0
Interest Income Non Operating,41000.0,0.0,9000000.0,5000000.0
Operating Income,112731000.0,-1577000.0,950000000.0,379000000.0
Operating Expense,52219000.0,1577000.0,2461000000.0,4228000000.0
Other Operating Expenses,12302000.0,1230000.0,1581000000.0,2822000000.0
Depreciation And Amortization In Income Statement,8633000.0,1000.0,149000000.0,220000000.0
Amortization,3000.0,0.0,65000000.0,120000000.0
Depreciation Income Statement,8630000.0,1000.0,84000000.0,100000000.0
Selling General And Administration,4309000.0,53000.0,99000000.0,359000000.0
Selling And Marketing Expense,179000.0,0.0,76000000.0,325000000.0
General And Administrative Expense,4130000.0,53000.0,23000000.0,34000000.0
Rent And Landing Fees,1693000.0,0.0,48000000.0,69000000.0
Gross Profit,164950000.0,0.0,3411000000.0,4607000000.0
Cost Of Revenue,1049940000.0,0.0,13664000000.0,19121000000.0
Total Revenue,1214890000.0,0.0,17075000000.0,23728000000.0
Operating Revenue,1214890000.0,0.0,17075000000.0,23728000000.0
Net Debt,312125000.0,62646000.0,1192000000.0,1218000000.0
Total Debt,315133000.0,67172000.0,1709000000.0,1729000000.0
Tangible Book Value,113864000.0,38390000.0,2599000000.0,1871000000.0
Invested Capital,429073000.0,105562000.0,4314000000.0,3480000000.0
Working Capital,16658000.0,1501000.0,613000000.0,387000000.0
Net Tangible Assets,162864000.0,87390000.0,2599000000.0,1871000000.0
Capital Lease Obligations,,,,126000000.0
Common Stock Equity,113940000.0,38390000.0,2605000000.0,1877000000.0
Preferred Stock Equity,49000000.0,49000000.0,,
Total Capitalization,429507000.0,154562000.0,2655000000.0,1877000000.0
Total Equity Gross Minority Interest,162940000.0,87390000.0,2610000000.0,1882000000.0
Minority Interest,,,5000000.0,5000000.0
Stockholders Equity,162940000.0,87390000.0,2605000000.0,1877000000.0
Other Equity Interest,,,2568000000.0,1840000000.0
