,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,13413064.92381,803752.09997,-9867016.848977,Income Statement
1,Tax Rate For Calcs,0.309914,0.245046,0.192828,Income Statement
2,Normalized EBITDA,1381970000.0,1153270000.0,1487340000.0,Income Statement
3,Total Unusual Items,43280000.0,3280000.0,-51170000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,43280000.0,3280000.0,-51170000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,722380000.0,630090000.0,883780000.0,Income Statement
6,Reconciled Depreciation,249380000.0,227520000.0,190800000.0,Income Statement
7,Reconciled Cost Of Revenue,9024340000.0,6049600000.0,5601930000.0,Income Statement
8,EBIT,1175870000.0,929030000.0,1245370000.0,Income Statement
9,Net Interest Income,-90880000.0,-76990000.0,-142420000.0,Income Statement
10,Interest Expense,68110000.0,59970000.0,111770000.0,Income Statement
11,Interest Income,16720000.0,19740000.0,11470000.0,Income Statement
12,Normalized Income,692513064.92381,627613752.09997,925082983.151023,Income Statement
13,Net Income From Continuing And Discontinued Operation,722380000.0,630090000.0,883780000.0,Income Statement
14,Total Expenses,11550680000.0,7922060000.0,7110220000.0,Income Statement
15,Rent Expense Supplemental,7640000.0,5300000.0,3510000.0,Income Statement
16,Diluted Average Shares,176229137.0,176229137.0,176229137.0,Income Statement
17,Basic Average Shares,176229137.0,176229137.0,176229137.0,Income Statement
18,Diluted EPS,4.099095,3.575402,5.014948,Income Statement
19,Basic EPS,4.099095,3.575402,5.014948,Income Statement
20,Diluted NI Availto Com Stockholders,722380000.0,630090000.0,883780000.0,Income Statement
21,Net Income Common Stockholders,722380000.0,630090000.0,883780000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,722380000.0,630090000.0,883780000.0,Income Statement
24,Minority Interests,-42230000.0,-25340000.0,-31250000.0,Income Statement
25,Net Income Including Noncontrolling Interests,764610000.0,655430000.0,915030000.0,Income Statement
26,Net Income Continuous Operations,764610000.0,655430000.0,915030000.0,Income Statement
27,Tax Provision,343310000.0,212960000.0,218590000.0,Income Statement
