,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,2789632.0,-781919.800337,10719864.0,Income Statement
1,Tax Rate For Calcs,0.254527,0.256,0.255446,0.3408,Income Statement
2,Normalized EBITDA,3396358000.0,4071694000.0,2977189000.0,695435000.0,Income Statement
3,Total Unusual Items,,10897000.0,-3061000.0,31455000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,10897000.0,-3061000.0,31455000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,2000177000.0,2645032000.0,1881084000.0,208780000.0,Income Statement
6,Reconciled Depreciation,474121000.0,443487000.0,341037000.0,299001000.0,Income Statement
7,Reconciled Cost Of Revenue,17817338000.0,12547963000.0,6614133000.0,8260794000.0,Income Statement
8,EBIT,2922237000.0,3639104000.0,2633091000.0,427889000.0,Income Statement
9,Net Interest Income,-239139000.0,-79333000.0,-117931000.0,-135437000.0,Income Statement
10,Interest Expense,239139000.0,76105000.0,106634000.0,108785000.0,Income Statement
11,Interest Income,,49477000.0,27642000.0,24260000.0,Income Statement
12,Normalized Income,2000177000.0,2636924632.0,1883363080.199663,188044864.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,2000177000.0,2645032000.0,1881084000.0,208780000.0,Income Statement
14,Total Expenses,20820515000.0,15243360000.0,8613017000.0,10129488000.0,Income Statement
15,Rent Expense Supplemental,,1899000.0,568000.0,598000.0,Income Statement
16,Diluted Average Shares,30800385.0,30799162.0,30794850.0,30794850.0,Income Statement
17,Basic Average Shares,30800385.0,30799162.0,30794850.0,30794850.0,Income Statement
18,Diluted EPS,64.94,85.88,61.08,6.78,Income Statement
19,Basic EPS,64.94,85.88,61.08,6.78,Income Statement
20,Diluted NI Availto Com Stockholders,2000177000.0,2645032000.0,1881084000.0,208780000.0,Income Statement
21,Net Income Common Stockholders,2000177000.0,2645032000.0,1881084000.0,208780000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,2000177000.0,2645032000.0,1881084000.0,208780000.0,Income Statement
24,Net Income Including Noncontrolling Interests,2000177000.0,2645032000.0,1881084000.0,208780000.0,Income Statement
25,Net Income Continuous Operations,2000177000.0,2645032000.0,1881084000.0,208780000.0,Income Statement
26,Tax Provision,682921000.0,917967000.0,645373000.0,110324000.0,Income Statement
27,Pretax Income,2683098000.0,3562999000.0,2526457000.0,319104000.0,Income Statement
28,Other Non Operating Income Expenses,219411000.0,4211000.0,2356000.0,3768000.0,Income Statement
29,Special Income Charges,,-4992000.0,-6298000.0,279000.0,Income Statement
30,Other Special Charges,,4992000.0,134000.0,-3094000.0,Income Statement
31,Write Off,,0.0,6164000.0,2815000.0,Income Statement
