,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,703557.4,-1675758.4,-3761842.808328
Tax Rate For Calcs,0.265987,0.2639,0.2792,0.331674
Normalized EBITDA,2731676000.0,2309313000.0,1431827000.0,1317280000.0
Total Unusual Items,201000.0,2666000.0,-6002000.0,-11342000.0
Total Unusual Items Excluding Goodwill,201000.0,2666000.0,-6002000.0,-11342000.0
Net Income From Continuing Operation Net Minority Interest,1683678000.0,1408042000.0,729629000.0,478796000.0
Reconciled Depreciation,410139000.0,367349000.0,355809000.0,413702000.0
Reconciled Cost Of Revenue,15500056000.0,11782129000.0,6982467000.0,7493453000.0
EBIT,2321537000.0,1944630000.0,1070016000.0,892236000.0
Net Interest Income,-24924000.0,-37765000.0,-71363000.0,-178986000.0
Interest Expense,27737000.0,31896000.0,61198000.0,175824000.0
Interest Income,2813000.0,3953000.0,1897000.0,3249000.0
Normalized Income,1683678000.0,1406079557.4,733955241.6,486376157.191672
Net Income From Continuing And Discontinued Operation,1683678000.0,1408042000.0,729629000.0,478796000.0
Total Expenses,20934453000.0,14883305000.0,9487921000.0,10180674000.0
Rent Expense Supplemental,25262000.0,18197000.0,21038000.0,40973000.0
Diluted Average Shares,399923515.0,399525191.0,398325235.0,398325235.0
Basic Average Shares,398032624.0,398337885.0,398325235.0,398325235.0
Diluted EPS,4.21,3.52,1.83,1.2
Basic EPS,4.23,3.53,1.83,1.2
Diluted NI Availto Com Stockholders,1683678000.0,1408042000.0,729629000.0,478796000.0
Net Income Common Stockholders,1683678000.0,1408042000.0,729629000.0,478796000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1683678000.0,1408042000.0,729629000.0,478796000.0
Minority Interests,-1000.0,-1000.0,-1000.0,-1000.0
Net Income Including Noncontrolling Interests,1683679000.0,1408043000.0,729629000.0,478797000.0
Net Income Continuous Operations,1683679000.0,1408043000.0,729629000.0,478797000.0
Tax Provision,610121000.0,504691000.0,279189000.0,237615000.0
Pretax Income,2293800000.0,1912734000.0,1008818000.0,716412000.0
Other Non Operating Income Expenses,,,99296000.0,
Special Income Charges,201000.0,2666000.0,-6002000.0,-11342000.0
Other Special Charges,-251000.0,-2666000.0,6002000.0,10903000.0
Write Off,50000.0,,,439000.0
Net Non Operating Interest Income Expense,-24924000.0,-37765000.0,-71363000.0,-178986000.0
Total Other Finance Cost,6781000.0,9822000.0,12062000.0,6411000.0
Interest Expense Non Operating,27737000.0,31896000.0,61198000.0,175824000.0
Interest Income Non Operating,2813000.0,3953000.0,1897000.0,3249000.0
Operating Income,2318724000.0,1940191000.0,1093628000.0,922478000.0
Operating Expense,5434397000.0,3101176000.0,2505454000.0,2687221000.0
Other Operating Expenses,3688200000.0,1373470000.0,861859000.0,908801000.0
Depreciation And Amortization In Income Statement,410139000.0,367349000.0,355809000.0,413702000.0
Amortization,8783000.0,9126000.0,8361000.0,6738000.0
Depreciation Income Statement,410139000.0,358223000.0,347448000.0,406964000.0
Selling General And Administration,183724000.0,484217000.0,400970000.0,430522000.0
Selling And Marketing Expense,70175000.0,406899000.0,330049000.0,349126000.0
General And Administrative Expense,113549000.0,77318000.0,70921000.0,81396000.0
Rent And Landing Fees,25262000.0,18197000.0,21038000.0,40973000.0
Gross Profit,7753121000.0,5041367000.0,3599082000.0,3609699000.0
Cost Of Revenue,15500056000.0,11782129000.0,6982467000.0,7493453000.0
Total Revenue,23253177000.0,16823496000.0,10581549000.0,11103152000.0
Operating Revenue,23253177000.0,16823496000.0,10581549000.0,11103152000.0
Ordinary Shares Number,398831885.0,398622885.0,398463885.0,398463885.0
Share Issued,398831885.0,398622885.0,398463885.0,398463885.0
Net Debt,,1553451000.0,,1417543000.0
Total Debt,301993000.0,1912231000.0,107871000.0,1522682000.0
Tangible Book Value,7831694000.0,6828525000.0,5783253000.0,5144423000.0
Invested Capital,8034886000.0,8625600000.0,5800066000.0,6591728000.0
Working Capital,2602799000.0,2038133000.0,1042056000.0,606270000.0
Net Tangible Assets,7831694000.0,6828525000.0,5783253000.0,5144423000.0
Capital Lease Obligations,109841000.0,133438000.0,107871000.0,98006000.0
Common Stock Equity,7842734000.0,6846807000.0,5800066000.0,5167052000.0
Total Capitalization,7842734000.0,6846807000.0,5800066000.0,5674759000.0
Total Equity Gross Minority Interest,7842750000.0,6846823000.0,5800080000.0,5167065000.0
Minority Interest,16000.0,16000.0,14000.0,13000.0
Stockholders Equity,7842734000.0,6846807000.0,5800066000.0,5167052000.0
Other Equity Interest,7444041000.0,24836000.0,6618000.0,
Retained Earnings,5240751000.0,4271511000.0,3255884000.0,2652589000.0
Additional Paid In Capital,1569793000.0,1559552000.0,1551760000.0,1551760000.0
Capital Stock,398693000.0,398484000.0,398325000.0,398325000.0
Common Stock,398693000.0,398484000.0,398325000.0,398325000.0
Total Liabilities Net Minority Interest,2760502000.0,5085141000.0,3028329000.0,2733980000.0
Total Non Current Liabilities Net Minority Interest,406517000.0,437035000.0,432859000.0,902995000.0
Other Non Current Liabilities,,,141178000.0,146349000.0
Non Current Deferred Revenue,99226000.0,126489000.0,141178000.0,146349000.0
Non Current Deferred Taxes Liabilities,,,,0.0
Long Term Debt And Capital Lease Obligation,92103000.0,108944000.0,90736000.0,605138000.0
Long Term Capital Lease Obligation,92103000.0,108944000.0,90736000.0,97431000.0
Long Term Debt,,0.0,0.0,507707000.0
Long Term Provisions,196785000.0,185317000.0,186133000.0,138611000.0
Current Liabilities,2353985000.0,4648106000.0,2595470000.0,1830985000.0
Other Current Liabilities,147219000.0,123747000.0,27000.0,29579000.0
Current Deferred Taxes Liabilities,12702000.0,,,
Current Debt And Capital Lease Obligation,209890000.0,1803287000.0,17135000.0,917544000.0
Current Capital Lease Obligation,17738000.0,24494000.0,17135000.0,575000.0
Current Debt,192152000.0,1778793000.0,0.0,916969000.0
Current Provisions,248361000.0,359086000.0,242984000.0,261638000.0
Payables,1427578000.0,2224767000.0,2137529000.0,544170000.0
Other Payable,183934000.0,161232000.0,264913000.0,126963000.0
Dividends Payable,49892000.0,34970000.0,25341000.0,23739000.0
Total Tax Payable,12702000.0,3231000.0,0.0,14857000.0
Accounts Payable,1427578000.0,2025334000.0,1847275000.0,378611000.0
Total Assets,10603252000.0,11931964000.0,8828409000.0,7901045000.0
Total Non Current Assets,5646468000.0,5245725000.0,5190883000.0,5463790000.0
Other Non Current Assets,595990000.0,-470000.0,-471000.0,1000.0
Non Current Prepaid Assets,650574000.0,219053000.0,207322000.0,271155000.0
Non Current Deferred Assets,,11156000.0,11220000.0,11348000.0
Non Current Deferred Taxes Assets,65260000.0,87738000.0,63552000.0,27512000.0
Financial Assets,,,,0.0
Investmentin Financial Assets,56108000.0,4729000.0,4729000.0,4729000.0
Available For Sale Securities,56108000.0,4729000.0,4729000.0,4729000.0
Goodwill And Other Intangible Assets,11040000.0,18282000.0,16813000.0,22629000.0
Other Intangible Assets,11040000.0,18282000.0,16813000.0,22629000.0
Net PPE,4890242000.0,4877206000.0,4830423000.0,4985947000.0
Accumulated Depreciation,-2383507000.0,-2087422000.0,-1759250000.0,-1507895000.0
Gross PPE,4890242000.0,6964628000.0,6589673000.0,6493842000.0
Construction In Progress,561395000.0,534329000.0,1337558000.0,1321687000.0
Other Properties,4328847000.0,4342407000.0,3492394000.0,
Machinery Furniture Equipment,4103283000.0,3900633000.0,3025307000.0,3026012000.0
Buildings And Improvements,2250852000.0,2170976000.0,1868118000.0,1719802000.0
Land And Improvements,358691000.0,358690000.0,358690000.0,426341000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,4956784000.0,6686239000.0,3637526000.0,2437255000.0
Other Current Assets,245199000.0,200311000.0,-1000.0,
Hedging Assets Current,,,,0.0
Current Deferred Assets,,128000.0,128000.0,128000.0
Restricted Cash,49892000.0,34970000.0,25341000.0,23739000.0
Prepaid Assets,246120000.0,189533000.0,145324000.0,141671000.0
Inventory,3251675000.0,3132440000.0,2095594000.0,1299801000.0
Other Inventories,195289000.0,191417000.0,143516000.0,111650000.0
Finished Goods,1682997000.0,1363285000.0,1033072000.0,618706000.0
Work In Process,412400000.0,334852000.0,225421000.0,209371000.0
Raw Materials,960989000.0,1242886000.0,693585000.0,360074000.0
Other Receivables,56149000.0,210190000.0,420312000.0,154811000.0
Taxes Receivable,3552000.0,2376000.0,6220000.0,3908000.0
Accounts Receivable,785466000.0,2885680000.0,558157000.0,800821000.0
Allowance For Doubtful Accounts Receivable,-40530000.0,-26384000.0,-26384000.0,-25534000.0
Gross Accounts Receivable,825996000.0,2912064000.0,584541000.0,826355000.0
Cash Cash Equivalents And Short Term Investments,618295000.0,230922000.0,386451000.0,12376000.0
Other Short Term Investments,108147000.0,5580000.0,6240000.0,5243000.0
Cash And Cash Equivalents,510148000.0,225342000.0,380211000.0,7133000.0
Cash Equivalents,200000000.0,,,
Cash Financial,310148000.0,225342000.0,380211000.0,7133000.0
Free Cash Flow,2557494000.0,-359398000.0,1821396000.0,-1105368000.0
Repayment Of Debt,,0.0,-549196000.0,0.0
Issuance Of Debt,,631980000.0,0.0,548992000.0
Issuance Of Capital Stock,10450000.0,7950000.0,0.0,25000.0
Capital Expenditure,-885141000.0,-370278000.0,-326062000.0,-1146409000.0
End Cash Position,510148000.0,225342000.0,380211000.0,7133000.0
Other Cash Adjustment Outside Changein Cash,,,-105000.0,1000.0
Beginning Cash Position,225342000.0,380211000.0,7133000.0,193582000.0
Changes In Cash,284806000.0,-154869000.0,373183000.0,-186450000.0
Financing Cash Flow,-2276582000.0,195861000.0,-1594909000.0,795944000.0
Net Other Financing Charges,69593000.0,50000.0,,
Interest Paid Cff,-27737000.0,-16951000.0,-64248000.0,-175158000.0
Cash Dividends Paid,-717272000.0,-398325000.0,-99581000.0,-408158000.0
Common Stock Dividend Paid,,,-99581000.0,-408158000.0
