,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,-3418740.0,0.0,0.0,Income Statement
1,Tax Rate For Calcs,0.2922,0.280043,0.28371,Income Statement
2,Normalized EBITDA,204300000.0,115383000.0,43858000.0,Income Statement
3,Total Unusual Items,-11700000.0,0.0,,Income Statement
4,Total Unusual Items Excluding Goodwill,-11700000.0,0.0,,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,100200000.0,50672000.0,11591000.0,Income Statement
6,Reconciled Depreciation,11400000.0,8399000.0,3125000.0,Income Statement
7,Reconciled Cost Of Revenue,9872400000.0,6127234000.0,1411352000.0,Income Statement
8,EBIT,181200000.0,106984000.0,40733000.0,Income Statement
9,Net Interest Income,-27200000.0,-28372000.0,-24315000.0,Income Statement
10,Interest Expense,39700000.0,36602000.0,24551000.0,Income Statement
11,Interest Income,12500000.0,8230000.0,236000.0,Income Statement
12,Normalized Income,108481260.0,50672000.0,11591000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,100200000.0,50672000.0,11591000.0,Income Statement
14,Total Expenses,10088800000.0,6210743000.0,1447785000.0,Income Statement
15,Rent Expense Supplemental,3100000.0,1228000.0,,Income Statement
16,Diluted Average Shares,276000000.0,276000000.0,276480000.0,Income Statement
17,Basic Average Shares,276000000.0,276000000.0,276480000.0,Income Statement
18,Diluted EPS,0.362,0.274667,0.041778,Income Statement
19,Basic EPS,0.362,0.274667,0.041778,Income Statement
20,Diluted NI Availto Com Stockholders,100200000.0,50672000.0,11591000.0,Income Statement
21,Net Income Common Stockholders,100200000.0,50672000.0,11591000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,100200000.0,50672000.0,11591000.0,Income Statement
24,Net Income Including Noncontrolling Interests,100200000.0,50672000.0,11591000.0,Income Statement
25,Net Income Continuous Operations,100200000.0,50672000.0,11591000.0,Income Statement
26,Tax Provision,41300000.0,19710000.0,4591000.0,Income Statement
27,Pretax Income,141500000.0,70382000.0,16182000.0,Income Statement
28,Other Non Operating Income Expenses,-13200000.0,323000.0,4108000.0,Income Statement
29,Special Income Charges,-600000.0,0.0,,Income Statement
30,Other Special Charges,600000.0,,,Income Statement
31,Net Non Operating Interest Income Expense,-27200000.0,-28372000.0,-24315000.0,Income Statement
32,Interest Expense Non Operating,39700000.0,36602000.0,24551000.0,Income Statement
33,Interest Income Non Operating,12500000.0,8230000.0,236000.0,Income Statement
34,Operating Income,193700000.0,98431000.0,36389000.0,Income Statement
35,Operating Expense,216400000.0,83509000.0,36433000.0,Income Statement
36,Other Operating Expenses,145300000.0,36237000.0,21429000.0,Income Statement
37,Depreciation And Amortization In Income Statement,,8399000.0,3125000.0,Income Statement
38,Depreciation Income Statement,,8399000.0,3125000.0,Income Statement
39,Selling General And Administration,29100000.0,23588000.0,1014000.0,Income Statement
40,Selling And Marketing Expense,23300000.0,21662000.0,60000.0,Income Statement
41,General And Administrative Expense,5800000.0,1926000.0,954000.0,Income Statement
42,Rent And Landing Fees,3100000.0,1228000.0,,Income Statement
43,Gross Profit,410100000.0,181940000.0,72822000.0,Income Statement
44,Cost Of Revenue,9872400000.0,6127234000.0,1411352000.0,Income Statement
45,Total Revenue,10282500000.0,6309174000.0,1484174000.0,Income Statement
46,Operating Revenue,10282500000.0,6309174000.0,1484174000.0,Income Statement
0,Ordinary Shares Number,276480000.0,276480000.0,276480000.0,Balance Sheet
1,Share Issued,276480000.0,276480000.0,276480000.0,Balance Sheet
2,Net Debt,512900000.0,424624000.0,399213000.0,Balance Sheet
3,Total Debt,514200000.0,425819000.0,400534000.0,Balance Sheet
4,Tangible Book Value,295900000.0,195742000.0,145065000.0,Balance Sheet
5,Invested Capital,810100000.0,621563000.0,545608000.0,Balance Sheet
6,Working Capital,176900000.0,125150000.0,51920000.0,Balance Sheet
7,Net Tangible Assets,295900000.0,195742000.0,145065000.0,Balance Sheet
8,Common Stock Equity,295900000.0,195745000.0,145074000.0,Balance Sheet
9,Total Capitalization,413000000.0,361734000.0,267833000.0,Balance Sheet
10,Total Equity Gross Minority Interest,295900000.0,195745000.0,145074000.0,Balance Sheet
11,Stockholders Equity,295900000.0,195745000.0,145074000.0,Balance Sheet
12,Retained Earnings,111600000.0,72861000.0,57330000.0,Balance Sheet
13,Additional Paid In Capital,0.0,4000.0,26304000.0,Balance Sheet
