,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-64516687.95967,-43539071.347678,-184265364.532087,59821469.041182
Tax Rate For Calcs,0.217741,0.239885,0.246905,0.157384
Normalized EBITDA,25785700000.0,19240600000.0,29687300000.0,26352200000.0
Total Unusual Items,-296300000.0,-181500000.0,-746300000.0,380100000.0
Total Unusual Items Excluding Goodwill,-296300000.0,-181500000.0,-746300000.0,380100000.0
Net Income From Continuing Operation Net Minority Interest,13593000000.0,10336200000.0,16456100000.0,16556400000.0
Reconciled Depreciation,3964000000.0,4139700000.0,3932700000.0,3840900000.0
Reconciled Cost Of Revenue,1700000.0,870700000.0,844300000.0,802300000.0
EBIT,21525400000.0,14919400000.0,25008300000.0,22891400000.0
Net Interest Income,-4148800000.0,-142000000.0,-1629200000.0,1748800000.0
Interest Expense,4148800000.0,1321200000.0,3157000000.0,3176500000.0
Interest Income,,1377900000.0,1764500000.0,5190800000.0
Normalized Income,13824783312.04033,10474160928.652323,17018134635.467913,16236121469.041182
Net Income From Continuing And Discontinued Operation,13593000000.0,10336200000.0,16456100000.0,16556400000.0
Total Expenses,11045800000.0,10138800000.0,10110500000.0,9736300000.0
Rent Expense Supplemental,,44600000.0,29000000.0,33600000.0
Diluted Average Shares,,3927777778.0,3929795175.0,3929795175.0
Basic Average Shares,,3927777778.0,3929795175.0,3929795175.0
Diluted EPS,,2.52,4.19,3.99
Basic EPS,,2.52,4.19,3.99
Diluted NI Availto Com Stockholders,13593000000.0,9898000000.0,16456100000.0,16556400000.0
Net Income Common Stockholders,13593000000.0,9898000000.0,16456100000.0,16556400000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,13593000000.0,9898000000.0,16456100000.0,16556400000.0
Minority Interests,,,0.0,-55700000.0
Net Income Including Noncontrolling Interests,13593000000.0,9898000000.0,16456100000.0,16612100000.0
Net Income Extraordinary,,-438200000.0,-400000.0,-1719800000.0
Net Income Continuous Operations,13593000000.0,10336200000.0,16456100000.0,16612100000.0
Tax Provision,3783600000.0,3262000000.0,5395200000.0,3102800000.0
Pretax Income,17376600000.0,13598200000.0,21851300000.0,19714900000.0
Other Non Operating Income Expenses,3441500000.0,664000000.0,9233900000.0,3058700000.0
Special Income Charges,-296300000.0,-181500000.0,-746300000.0,380100000.0
Other Special Charges,,-68200000.0,743000000.0,-380800000.0
Write Off,,232600000.0,2600000.0,700000.0
Restructuring And Mergern Acquisition,,17100000.0,700000.0,
Net Non Operating Interest Income Expense,-4148800000.0,-142000000.0,-1629200000.0,1748800000.0
Total Other Finance Cost,,198700000.0,236700000.0,265500000.0
Interest Expense Non Operating,4148800000.0,1321200000.0,3157000000.0,3176500000.0
Interest Income Non Operating,,1377900000.0,1764500000.0,5190800000.0
Operating Income,18337700000.0,13951400000.0,14396400000.0,14475100000.0
Operating Expense,11044100000.0,9268100000.0,9266200000.0,8934000000.0
Other Operating Expenses,4211500000.0,1553300000.0,1359400000.0,1339700000.0
Depreciation And Amortization In Income Statement,3964000000.0,4042900000.0,3932700000.0,3840900000.0
Amortization,,159200000.0,60200000.0,
Depreciation Income Statement,3964000000.0,3883700000.0,3872500000.0,3840900000.0
Selling General And Administration,,690400000.0,686100000.0,601000000.0
Selling And Marketing Expense,,51300000.0,39100000.0,56800000.0
General And Administrative Expense,,639100000.0,647000000.0,544200000.0
Rent And Landing Fees,,44600000.0,29000000.0,33600000.0
Gross Profit,29381800000.0,23219500000.0,23662600000.0,23409100000.0
Cost Of Revenue,1700000.0,870700000.0,844300000.0,802300000.0
Total Revenue,29383500000.0,24090200000.0,24506900000.0,24211400000.0
Operating Revenue,29383500000.0,24090200000.0,24506900000.0,24211400000.0
Ordinary Shares Number,3929795175.0,3929795175.0,3929795175.0,3929795175.0
Share Issued,3929795175.0,3929795175.0,3929795175.0,3929795175.0
Net Debt,136613000000.0,68644600000.0,20570900000.0,19013000000.0
Total Debt,140593400000.0,69061500000.0,21736300000.0,22383100000.0
Tangible Book Value,138501100000.0,131484300000.0,127584300000.0,117427500000.0
Invested Capital,278524900000.0,200640900000.0,149460400000.0,139898700000.0
Working Capital,5649800000.0,15005300000.0,9944300000.0,26167500000.0
Net Tangible Assets,138501100000.0,131484300000.0,127584300000.0,117427500000.0
Capital Lease Obligations,663900000.0,124000000.0,187700000.0,245100000.0
Common Stock Equity,138595400000.0,131703400000.0,127911800000.0,117760700000.0
Total Capitalization,271074800000.0,193405000000.0,146468600000.0,137482600000.0
Total Equity Gross Minority Interest,138595400000.0,131703400000.0,127911800000.0,117760700000.0
Stockholders Equity,138595400000.0,131703400000.0,127911800000.0,117760700000.0
Other Equity Interest,99297400000.0,92405400000.0,88613800000.0,
Retained Earnings,,90337100000.0,86545500000.0,76394400000.0
Additional Paid In Capital,,2068300000.0,2068300000.0,2068300000.0
Capital Stock,39298000000.0,39298000000.0,39298000000.0,39298000000.0
Common Stock,39298000000.0,39298000000.0,39298000000.0,39298000000.0
Total Liabilities Net Minority Interest,184514600000.0,100781000000.0,46820000000.0,39039900000.0
Total Non Current Liabilities Net Minority Interest,141825000000.0,74532800000.0,28778600000.0,29174000000.0
Other Non Current Liabilities,7068300000.0,7094000000.0,7416300000.0,7738800000.0
Non Current Pension And Other Postretirement Benefit Plans,,1673400000.0,1575800000.0,854900000.0
Non Current Deferred Revenue,,199900000.0,103600000.0,107600000.0
Long Term Debt And Capital Lease Obligation,132966400000.0,61760400000.0,18653900000.0,19862600000.0
Long Term Capital Lease Obligation,487000000.0,58800000.0,97100000.0,140700000.0
Long Term Debt,132479400000.0,61701600000.0,18556800000.0,19721900000.0
Long Term Provisions,1790200000.0,1673400000.0,1575800000.0,610000000.0
Current Liabilities,42689600000.0,26248200000.0,18041400000.0,9865900000.0
Other Current Liabilities,686600000.0,322400000.0,330000000.0,346800000.0
Current Debt And Capital Lease Obligation,7627000000.0,7301100000.0,3082400000.0,2520500000.0
Current Capital Lease Obligation,176900000.0,65200000.0,90600000.0,104400000.0
Current Debt,7450100000.0,7235900000.0,2991800000.0,2416100000.0
Current Provisions,5973100000.0,5026600000.0,5040600000.0,2220000000.0
Payables,467600000.0,1765400000.0,1830900000.0,1570200000.0
Other Payable,,1201600000.0,1160400000.0,982100000.0
Dividends Payable,,14000000.0,28200000.0,26600000.0
Total Tax Payable,,178200000.0,189200000.0,162400000.0
Accounts Payable,467600000.0,371600000.0,453100000.0,399100000.0
Total Assets,323110000000.0,232484400000.0,174731800000.0,156800600000.0
Total Non Current Assets,274770600000.0,191230900000.0,146746100000.0,120767200000.0
Other Non Current Assets,24529900000.0,8086000000.0,8617000000.0,5328700000.0
Non Current Prepaid Assets,,9729200000.0,5201000000.0,4290200000.0
Non Current Deferred Assets,,154300000.0,210900000.0,255700000.0
Non Current Deferred Taxes Assets,4763300000.0,5297100000.0,6227200000.0,5096300000.0
Investmentin Financial Assets,2566500000.0,80000000.0,405200000.0,
Available For Sale Securities,2566500000.0,80000000.0,405200000.0,
Long Term Equity Investment,340900000.0,2734200000.0,2202100000.0,1951100000.0
Goodwill And Other Intangible Assets,94300000.0,219100000.0,327500000.0,333200000.0
Other Intangible Assets,94300000.0,219100000.0,327500000.0,333200000.0
Net PPE,241539300000.0,162130500000.0,122725500000.0,102829100000.0
Accumulated Depreciation,,-32834500000.0,-28912000000.0,-25087400000.0
Gross PPE,241539300000.0,194965000000.0,151637500000.0,127916500000.0
Construction In Progress,156738700000.0,83690500000.0,42933800000.0,22332100000.0
Other Properties,84800600000.0,2591300000.0,1299000000.0,1253900000.0
Machinery Furniture Equipment,,31414000000.0,31131100000.0,31080600000.0
Buildings And Improvements,,16044900000.0,15708900000.0,13767300000.0
Land And Improvements,,7913600000.0,7409100000.0,6408900000.0
Properties,,53310700000.0,53155600000.0,53073700000.0
Current Assets,48339400000.0,41253500000.0,27985700000.0,36033400000.0
Other Current Assets,1371500000.0,3900000.0,34000000.0,35100000.0
Assets Held For Sale Current,162500000.0,160700000.0,,
Current Deferred Assets,,33500000.0,30500000.0,35000000.0
Restricted Cash,,7384200000.0,3579600000.0,1102800000.0
Prepaid Assets,,1281100000.0,1739800000.0,1373300000.0
Inventory,728000000.0,626600000.0,561500000.0,495100000.0
Inventories Adjustments Allowances,,,-400000.0,-400000.0
Raw Materials,,626600000.0,561500000.0,495100000.0
Other Receivables,237100000.0,4376500000.0,7341400000.0,3296500000.0
Accounts Receivable,2768400000.0,5750300000.0,5219100000.0,7444600000.0
Allowance For Doubtful Accounts Receivable,,-40200000.0,,
Gross Accounts Receivable,,5790500000.0,,
Cash Cash Equivalents And Short Term Investments,43071900000.0,21636700000.0,9479800000.0,22251000000.0
Other Short Term Investments,39755400000.0,21343800000.0,8502100000.0,19126000000.0
Cash And Cash Equivalents,3316500000.0,292900000.0,977700000.0,3125000000.0
Cash Equivalents,,4500000.0,357300000.0,2832300000.0
Cash Financial,,288400000.0,620400000.0,292700000.0
Free Cash Flow,-52119500000.0,-22900600000.0,-830700000.0,4448600000.0
Repayment Of Debt,-34487500000.0,-3157800000.0,-2387400000.0,-2186400000.0
Issuance Of Debt,102794100000.0,47116200000.0,1830100000.0,1059900000.0
Capital Expenditure,-68438600000.0,-44277900000.0,-20657200000.0,-12686700000.0
End Cash Position,355000000.0,-2789900000.0,455900000.0,3125000000.0
Beginning Cash Position,-2789900000.0,455900000.0,3125000000.0,390800000.0
Changes In Cash,3144900000.0,-3245800000.0,-2669100000.0,2734200000.0
Financing Cash Flow,55591900000.0,36693600000.0,-11049500000.0,-13454300000.0
Net Other Financing Charges,,,,-1898300000.0
Interest Paid Cff,-5943200000.0,-1095700000.0,-1397900000.0,-1067900000.0
Cash Dividends Paid,-6679900000.0,-6105400000.0,-9036900000.0,-9220000000.0
Common Stock Dividend Paid,,,,-9220000000.0
