,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,902700.0
Tax Rate For Calcs,0.0,0.0,0.0,0.3
Normalized EBITDA,-3428000.0,-3407000.0,-3459000.0,-2966000.0
Total Unusual Items,0.0,-51000.0,0.0,3009000.0
Total Unusual Items Excluding Goodwill,0.0,-51000.0,0.0,3009000.0
Net Income From Continuing Operation Net Minority Interest,1853000.0,-822000.0,-3491000.0,3720000.0
Reconciled Depreciation,119000.0,235000.0,247000.0,246000.0
Reconciled Cost Of Revenue,908000.0,998000.0,879000.0,948000.0
EBIT,-3547000.0,-3693000.0,-3706000.0,-203000.0
Net Interest Income,,2922000.0,178000.0,90000.0
Interest Income,,2926000.0,212000.0,161000.0
Normalized Income,1853000.0,-771000.0,-3491000.0,1613700.0
Net Income From Continuing And Discontinued Operation,1853000.0,-822000.0,-3491000.0,3720000.0
Total Expenses,3547000.0,3693000.0,3706000.0,203000.0
Diluted Average Shares,26471429.0,27400000.0,27125767.0,27125767.0
Basic Average Shares,26471429.0,27400000.0,27125767.0,27125767.0
Diluted EPS,0.07,-0.03,-0.13,0.02
Basic EPS,0.07,-0.03,-0.13,0.02
Diluted NI Availto Com Stockholders,1853000.0,-822000.0,-3491000.0,3720000.0
Net Income Common Stockholders,1853000.0,-822000.0,-3491000.0,3720000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1853000.0,-822000.0,-3491000.0,3720000.0
Net Income Including Noncontrolling Interests,1853000.0,-822000.0,-3491000.0,3720000.0
Net Income Discontinuous Operations,,0.0,0.0,
Net Income Continuous Operations,1853000.0,-822000.0,-3491000.0,3720000.0
Tax Provision,0.0,0.0,0.0,-7000.0
Pretax Income,1853000.0,-822000.0,-3491000.0,3713000.0
Other Non Operating Income Expenses,5400000.0,2926000.0,297000.0,
Special Income Charges,0.0,-51000.0,0.0,-49000.0
Other Special Charges,,,,49000.0
Write Off,0.0,51000.0,,
Restructuring And Mergern Acquisition,,,,0.0
Net Non Operating Interest Income Expense,,2922000.0,178000.0,90000.0
Total Other Finance Cost,,4000.0,34000.0,71000.0
Interest Income Non Operating,,2926000.0,212000.0,161000.0
Operating Income,-3547000.0,-3693000.0,-3706000.0,-203000.0
Operating Expense,2639000.0,2695000.0,2827000.0,-745000.0
Other Operating Expenses,1968000.0,1723000.0,1533000.0,1570000.0
Depreciation And Amortization In Income Statement,119000.0,235000.0,247000.0,246000.0
Depreciation Income Statement,119000.0,235000.0,247000.0,246000.0
Selling General And Administration,552000.0,482000.0,796000.0,2246000.0
Selling And Marketing Expense,,35000.0,44000.0,54000.0
General And Administrative Expense,552000.0,447000.0,752000.0,2192000.0
Gross Profit,-908000.0,-998000.0,-879000.0,-948000.0
Cost Of Revenue,908000.0,998000.0,879000.0,948000.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
Ordinary Shares Number,27125767.0,27125767.0,27125767.0,27125767.0
Share Issued,27125767.0,27125767.0,27125767.0,27125767.0
Net Debt,92277000.0,96985000.0,41522000.0,98817000.0
Total Debt,100000000.0,100000000.0,100000000.0,100000000.0
Tangible Book Value,-42356000.0,-44199000.0,-43456000.0,-66998000.0
Invested Capital,57644000.0,55801000.0,56544000.0,33002000.0
Working Capital,4485000.0,50452000.0,55483000.0,-2003000.0
Net Tangible Assets,-42356000.0,-44199000.0,-43456000.0,-66998000.0
Common Stock Equity,-42356000.0,-44199000.0,-43456000.0,-66998000.0
Total Capitalization,57644000.0,55801000.0,56544000.0,33002000.0
Total Equity Gross Minority Interest,-42356000.0,-44199000.0,-43456000.0,-66998000.0
Stockholders Equity,-42356000.0,-44199000.0,-43456000.0,-66998000.0
Other Equity Interest,-313961000.0,-315804000.0,,
Retained Earnings,,-1578963000.0,-1578220000.0,-1601762000.0
Additional Paid In Capital,,911816000.0,911816000.0,675939000.0
Capital Stock,271605000.0,271605000.0,271605000.0,271605000.0
Common Stock,271605000.0,271605000.0,271605000.0,271605000.0
Total Liabilities Net Minority Interest,103719000.0,103559000.0,103357000.0,103533000.0
Total Non Current Liabilities Net Minority Interest,100000000.0,100000000.0,100000000.0,100000000.0
Non Current Deferred Taxes Liabilities,,,,0.0
Long Term Debt And Capital Lease Obligation,100000000.0,100000000.0,100000000.0,100000000.0
Long Term Debt,100000000.0,100000000.0,100000000.0,100000000.0
Current Liabilities,3719000.0,3559000.0,3357000.0,3533000.0
Other Current Liabilities,17000.0,31000.0,18000.0,64000.0
Pensionand Other Post Retirement Benefit Plans Current,,360000.0,335000.0,272000.0
Current Provisions,281000.0,360000.0,335000.0,272000.0
Payables,309000.0,3149000.0,2972000.0,3147000.0
Other Payable,,31000.0,18000.0,
Dividends Payable,,2860000.0,2663000.0,2483000.0
Accounts Payable,309000.0,258000.0,291000.0,664000.0
Total Assets,61363000.0,59360000.0,59901000.0,36535000.0
Total Non Current Assets,53159000.0,5349000.0,1061000.0,35005000.0
Non Current Prepaid Assets,,,,0.0
Investmentin Financial Assets,53032000.0,5133000.0,562000.0,34291000.0
Available For Sale Securities,53032000.0,5133000.0,562000.0,34291000.0
Net PPE,127000.0,213000.0,492000.0,699000.0
Accumulated Depreciation,,-1496000.0,-1217000.0,-970000.0
Gross PPE,,1709000.0,1709000.0,1669000.0
Machinery Furniture Equipment,,106000.0,106000.0,66000.0
Buildings And Improvements,,1603000.0,1603000.0,1603000.0
Properties,,0.0,0.0,0.0
Current Assets,8204000.0,54011000.0,58840000.0,1530000.0
Other Current Assets,20000.0,,5000.0,
Prepaid Assets,,489000.0,361000.0,347000.0
