,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,2701064.512823,-1347744.199271,862355.961155
Tax Rate For Calcs,0.360188,0.34839,0.357967,0.369792
Normalized EBITDA,3765500000.0,5951283000.0,5674744000.0,3987531000.0
Total Unusual Items,36745000.0,7753000.0,-3765000.0,2332000.0
Total Unusual Items Excluding Goodwill,36745000.0,7753000.0,-3765000.0,2332000.0
Net Income From Continuing Operation Net Minority Interest,1228151000.0,2632508000.0,2141853000.0,865897000.0
Reconciled Depreciation,1468171000.0,1452136000.0,1418544000.0,1408749000.0
Reconciled Cost Of Revenue,3864844000.0,10623505000.0,8348465000.0,9448845000.0
EBIT,2297329000.0,4506900000.0,4252435000.0,2581114000.0
Net Interest Income,-377780000.0,-500049000.0,-903124000.0,-1178107000.0
Interest Expense,377780000.0,466897000.0,916389000.0,1207127000.0
Interest Income,9203000.0,14206000.0,32595000.0,45098000.0
Normalized Income,1228151000.0,2627456064.512823,2144270255.800729,864427355.961155
Net Income From Continuing And Discontinued Operation,1228151000.0,2632508000.0,2141853000.0,865897000.0
Total Expenses,27198331000.0,22734828000.0,19115099000.0,21773657000.0
Rent Expense Supplemental,123276000.0,96663000.0,86843000.0,463897000.0
Diluted Average Shares,204868760.0,204868760.0,204868760.0,204869000.0
Basic Average Shares,204868760.0,204868760.0,204868760.0,204869000.0
Diluted EPS,5.99,12.85,10.45,4.23
Basic EPS,5.99,12.85,10.45,4.23
Diluted NI Availto Com Stockholders,1228151000.0,2632508000.0,2141853000.0,865897000.0
Net Income Common Stockholders,1228151000.0,2632508000.0,2141853000.0,865897000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1228151000.0,2632508000.0,2141853000.0,865897000.0
Net Income Including Noncontrolling Interests,1228151000.0,2632508000.0,2141853000.0,865897000.0
Net Income Continuous Operations,1228151000.0,2632508000.0,2141853000.0,865897000.0
Tax Provision,691398000.0,1407495000.0,1194193000.0,508090000.0
Pretax Income,1919549000.0,4040003000.0,3336046000.0,1373987000.0
Other Non Operating Income Expenses,120204000.0,53838000.0,126865000.0,124345000.0
Special Income Charges,36694000.0,-1497000.0,-21532000.0,771000.0
Other Special Charges,-40932000.0,-1919000.0,1035000.0,-1191000.0
Write Off,4238000.0,3416000.0,20497000.0,420000.0
Net Non Operating Interest Income Expense,-377780000.0,-500049000.0,-903124000.0,-1178107000.0
Total Other Finance Cost,6465000.0,47358000.0,19330000.0,16078000.0
Interest Expense Non Operating,377780000.0,466897000.0,916389000.0,1207127000.0
Interest Income Non Operating,9203000.0,14206000.0,32595000.0,45098000.0
Operating Income,2177125000.0,4462046000.0,4109881000.0,2420405000.0
Operating Expense,23333487000.0,12111323000.0,10766634000.0,12324812000.0
