,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-1161600.0,-2662.109332,-216537.005164,Income Statement
1,Tax Rate For Calcs,0.234113,0.4,0.380301,0.020654,Income Statement
2,Normalized EBITDA,782845000.0,625903000.0,385219000.0,271007000.0,Income Statement
3,Total Unusual Items,,-2904000.0,-7000.0,-10484000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,-2904000.0,-7000.0,-10484000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,453641000.0,449318000.0,83536000.0,3983000.0,Income Statement
6,Reconciled Depreciation,115218000.0,120681000.0,123969000.0,122134000.0,Income Statement
7,Reconciled Cost Of Revenue,3501029000.0,3361538000.0,2736706000.0,2651537000.0,Income Statement
8,EBIT,667627000.0,502318000.0,261243000.0,138389000.0,Income Statement
9,Net Interest Income,-75319000.0,-125000000.0,-168460000.0,-181378000.0,Income Statement
10,Interest Expense,75319000.0,96440000.0,126442000.0,134322000.0,Income Statement
11,Interest Income,,5072000.0,4693000.0,4480000.0,Income Statement
12,Normalized Income,453641000.0,451060400.0,83540337.890668,14250462.994836,Income Statement
13,Net Income From Continuing And Discontinued Operation,453641000.0,449318000.0,83536000.0,3983000.0,Income Statement
14,Total Expenses,4480631000.0,4057104000.0,3383583000.0,3321767000.0,Income Statement
15,Rent Expense Supplemental,,3162000.0,4524000.0,1499000.0,Income Statement
16,Diluted Average Shares,18630021.0,17936846.0,17720250.0,17720250.0,Income Statement
17,Basic Average Shares,17741142.0,17717587.0,17720250.0,17720250.0,Income Statement
18,Diluted EPS,24.35,25.05,4.713333,0.226667,Income Statement
19,Basic EPS,25.57,25.36,4.713333,0.226667,Income Statement
20,Diluted NI Availto Com Stockholders,453641000.0,449318000.0,83536000.0,3983000.0,Income Statement
21,Net Income Common Stockholders,453641000.0,449318000.0,83536000.0,3983000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,453641000.0,449318000.0,83536000.0,3983000.0,Income Statement
24,Minority Interests,0.0,0.0,0.0,0.0,Income Statement
25,Net Income Including Noncontrolling Interests,453641000.0,449318000.0,83536000.0,3983000.0,Income Statement
26,Net Income Continuous Operations,453641000.0,449318000.0,83536000.0,3983000.0,Income Statement
27,Tax Provision,138667000.0,-43440000.0,51265000.0,84000.0,Income Statement
28,Pretax Income,592308000.0,405878000.0,134801000.0,4067000.0,Income Statement
29,Other Non Operating Income Expenses,38555000.0,8356000.0,3570000.0,2891000.0,Income Statement
30,Special Income Charges,,-2904000.0,-7000.0,-10484000.0,Income Statement
31,Other Special Charges,,2904000.0,7000.0,2650000.0,Income Statement
32,Write Off,,,,7834000.0,Income Statement
33,Net Non Operating Interest Income Expense,-75319000.0,-125000000.0,-168460000.0,-181378000.0,Income Statement
34,Total Other Finance Cost,,33632000.0,46711000.0,51536000.0,Income Statement
35,Interest Expense Non Operating,75319000.0,96440000.0,126442000.0,134322000.0,Income Statement
36,Interest Income Non Operating,,5072000.0,4693000.0,4480000.0,Income Statement
37,Operating Income,629072000.0,527791000.0,295592000.0,193023000.0,Income Statement
38,Operating Expense,979602000.0,695566000.0,646877000.0,670230000.0,Income Statement
39,Other Operating Expenses,563688000.0,360762000.0,277974000.0,304526000.0,Income Statement
40,Depreciation And Amortization In Income Statement,115218000.0,120681000.0,123969000.0,122134000.0,Income Statement
41,Depreciation Income Statement,115218000.0,120681000.0,123969000.0,122134000.0,Income Statement
42,Selling General And Administration,,37288000.0,22880000.0,21603000.0,Income Statement
43,Selling And Marketing Expense,,2006000.0,869000.0,2371000.0,Income Statement
44,General And Administrative Expense,,35282000.0,22011000.0,19232000.0,Income Statement
45,Rent And Landing Fees,,3162000.0,4524000.0,1499000.0,Income Statement
46,Gross Profit,1608674000.0,1223357000.0,942469000.0,863253000.0,Income Statement
47,Cost Of Revenue,3501029000.0,3361538000.0,2736706000.0,2651537000.0,Income Statement
48,Total Revenue,5109703000.0,4584895000.0,3679175000.0,3514790000.0,Income Statement
49,Operating Revenue,5109703000.0,4584895000.0,3679175000.0,3514790000.0,Income Statement
0,Ordinary Shares Number,18212244.0,17720250.0,17720250.0,17720250.0,Balance Sheet
1,Share Issued,18212244.0,17720250.0,17720250.0,17720250.0,Balance Sheet
2,Net Debt,358964000.0,689972000.0,1311837000.0,1594307000.0,Balance Sheet
3,Total Debt,386819000.0,898873000.0,1352070000.0,1681064000.0,Balance Sheet
4,Tangible Book Value,2335571000.0,1720264000.0,898895000.0,819314000.0,Balance Sheet
5,Invested Capital,2696051000.0,2597355000.0,2227801000.0,2475978000.0,Balance Sheet
6,Working Capital,469974000.0,503327000.0,74794000.0,-25496000.0,Balance Sheet
7,Net Tangible Assets,2335571000.0,1720264000.0,898895000.0,819314000.0,Balance Sheet
8,Capital Lease Obligations,26339000.0,21782000.0,23164000.0,24400000.0,Balance Sheet
9,Common Stock Equity,2335571000.0,1720264000.0,898895000.0,819314000.0,Balance Sheet
10,Total Capitalization,2431208000.0,2357357000.0,1868963000.0,1886473000.0,Balance Sheet
11,Total Equity Gross Minority Interest,2335571000.0,1720264000.0,898895000.0,819314000.0,Balance Sheet
12,Stockholders Equity,2335571000.0,1720264000.0,898895000.0,819314000.0,Balance Sheet
13,Other Equity Interest,2153449000.0,374904000.0,780760000.0,,Balance Sheet
14,Retained Earnings,,506829000.0,59052000.0,-20757000.0,Balance Sheet
15,Additional Paid In Capital,,40658000.0,40658000.0,40658000.0,Balance Sheet
16,Capital Stock,182122000.0,118135000.0,118135000.0,118135000.0,Balance Sheet
17,Common Stock,182122000.0,118135000.0,118135000.0,118135000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,1065898000.0,1628273000.0,2181308000.0,2344224000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,215420000.0,679422000.0,1035547000.0,1144857000.0,Balance Sheet
20,Non Current Pension And Other Postretirement Benefit Plans,,22179000.0,42965000.0,53877000.0,Balance Sheet
21,Non Current Deferred Taxes Liabilities,94533000.0,,,,Balance Sheet
22,Long Term Debt And Capital Lease Obligation,118332000.0,656586000.0,991925000.0,1090323000.0,Balance Sheet
23,Long Term Capital Lease Obligation,22695000.0,19493000.0,21857000.0,23164000.0,Balance Sheet
24,Long Term Debt,95637000.0,637093000.0,970068000.0,1067159000.0,Balance Sheet
25,Long Term Provisions,1898000.0,,,,Balance Sheet
26,Current Liabilities,850478000.0,948851000.0,1145761000.0,1199367000.0,Balance Sheet
27,Other Current Liabilities,53033000.0,67800000.0,41842000.0,10000000.0,Balance Sheet
28,Current Deferred Taxes Liabilities,,,,0.0,Balance Sheet
29,Current Debt And Capital Lease Obligation,268487000.0,242287000.0,360145000.0,590741000.0,Balance Sheet
30,Current Capital Lease Obligation,3644000.0,2289000.0,1307000.0,1236000.0,Balance Sheet
31,Current Debt,264843000.0,239998000.0,358838000.0,589505000.0,Balance Sheet
32,Payables,503854000.0,626620000.0,761561000.0,596786000.0,Balance Sheet
33,Other Payable,,47302000.0,38077000.0,30114000.0,Balance Sheet
34,Dividends Payable,,,0.0,498000.0,Balance Sheet
35,Accounts Payable,503854000.0,579318000.0,723484000.0,566174000.0,Balance Sheet
36,Total Assets,3401469000.0,3348537000.0,3080203000.0,3163538000.0,Balance Sheet
37,Total Non Current Assets,2081017000.0,1896359000.0,1859648000.0,1989667000.0,Balance Sheet
38,Other Non Current Assets,355743000.0,43356000.0,5463000.0,,Balance Sheet
39,Non Current Prepaid Assets,,88098000.0,43436000.0,30163000.0,Balance Sheet
40,Non Current Deferred Taxes Assets,0.0,45452000.0,0.0,53358000.0,Balance Sheet
41,Other Investments,,49786000.0,,,Balance Sheet
42,Investmentin Financial Assets,80626000.0,59786000.0,21341000.0,,Balance Sheet
43,Available For Sale Securities,80626000.0,59786000.0,21341000.0,,Balance Sheet
44,Goodwill And Other Intangible Assets,,0.0,0.0,0.0,Balance Sheet
45,Net PPE,1625255000.0,1685435000.0,1793983000.0,1883989000.0,Balance Sheet
46,Accumulated Depreciation,,-1442581000.0,-1343215000.0,-1229729000.0,Balance Sheet
47,Gross PPE,1625255000.0,3128016000.0,3137198000.0,3113718000.0,Balance Sheet
48,Construction In Progress,26120000.0,3730000.0,3124000.0,3136000.0,Balance Sheet
49,Other Properties,1599135000.0,12019000.0,100255000.0,11714000.0,Balance Sheet
50,Machinery Furniture Equipment,,2610649000.0,2610851000.0,2582188000.0,Balance Sheet
51,Buildings And Improvements,,430501000.0,422968000.0,446272000.0,Balance Sheet
52,Land And Improvements,,71117000.0,0.0,70408000.0,Balance Sheet
53,Properties,,0.0,0.0,0.0,Balance Sheet
54,Current Assets,1320452000.0,1452178000.0,1220555000.0,1173871000.0,Balance Sheet
55,Other Current Assets,33320000.0,36101000.0,16575000.0,,Balance Sheet
56,Assets Held For Sale Current,0.0,52146000.0,52146000.0,50908000.0,Balance Sheet
57,Restricted Cash,,41217000.0,35289000.0,38359000.0,Balance Sheet
58,Prepaid Assets,,32836000.0,22366000.0,49635000.0,Balance Sheet
59,Inventory,473213000.0,456423000.0,410380000.0,417344000.0,Balance Sheet
60,Finished Goods,,143281000.0,114604000.0,134940000.0,Balance Sheet
61,Work In Process,,17967000.0,22906000.0,33126000.0,Balance Sheet
62,Raw Materials,,295175000.0,272870000.0,249278000.0,Balance Sheet
63,Other Receivables,1244000.0,12478000.0,12222000.0,13419000.0,Balance Sheet
64,Taxes Receivable,,0.0,239000.0,7780000.0,Balance Sheet
65,Accounts Receivable,509839000.0,663446000.0,663812000.0,527367000.0,Balance Sheet
66,Cash Cash Equivalents And Short Term Investments,302836000.0,193632000.0,24101000.0,69059000.0,Balance Sheet
67,Other Short Term Investments,301320000.0,6513000.0,7032000.0,6702000.0,Balance Sheet
68,Cash And Cash Equivalents,1516000.0,187119000.0,17069000.0,62357000.0,Balance Sheet
69,Cash Financial,,187119000.0,17069000.0,62357000.0,Balance Sheet
0,Free Cash Flow,465362000.0,420774000.0,454383000.0,322359000.0,Cash Flow
1,Repayment Of Debt,-541332000.0,-503150000.0,-252502000.0,-173319000.0,Cash Flow
2,Issuance Of Debt,0.0,48693000.0,193000000.0,12871000.0,Cash Flow
3,Issuance Of Capital Stock,187452000.0,374904000.0,,,Cash Flow
4,Capital Expenditure,-363188000.0,-65438000.0,-23967000.0,-62346000.0,Cash Flow
5,End Cash Position,1516000.0,187119000.0,17069000.0,62357000.0,Cash Flow
6,Beginning Cash Position,187119000.0,17069000.0,62357000.0,8303000.0,Cash Flow
7,Changes In Cash,-185603000.0,170050000.0,-45288000.0,54054000.0,Cash Flow
8,Financing Cash Flow,-431400000.0,-211576000.0,-508663000.0,-268404000.0,Cash Flow
9,Interest Paid Cff,-76320000.0,-128105000.0,-164542000.0,-175124000.0,Cash Flow
10,Cash Dividends Paid,-23258000.0,,,,Cash Flow
11,Common Stock Dividend Paid,-23258000.0,,,,Cash Flow
12,Net Common Stock Issuance,187452000.0,374904000.0,,,Cash Flow
13,Common Stock Issuance,187452000.0,374904000.0,,,Cash Flow
14,Net Issuance Payments Of Debt,-516487000.0,-454457000.0,-340203000.0,-89362000.0,Cash Flow
15,Net Short Term Debt Issuance,24845000.0,-118840000.0,-280701000.0,71086000.0,Cash Flow
16,Short Term Debt Payments,,-118840000.0,,,Cash Flow
17,Net Long Term Debt Issuance,-541332000.0,-335617000.0,-59502000.0,-160448000.0,Cash Flow
18,Long Term Debt Payments,-541332000.0,-384310000.0,-252502000.0,-173319000.0,Cash Flow
19,Long Term Debt Issuance,0.0,48693000.0,193000000.0,12871000.0,Cash Flow
20,Investing Cash Flow,-582753000.0,-104586000.0,-14975000.0,-62247000.0,Cash Flow
21,Interest Received Cfi,15603000.0,3920000.0,4692000.0,3664000.0,Cash Flow
22,Dividends Received Cfi,8000.0,5000.0,5000.0,8000.0,Cash Flow
23,Net Investment Purchase And Sale,-242826000.0,-56507000.0,2242000.0,-4988000.0,Cash Flow
24,Purchase Of Investment,-242826000.0,-56507000.0,,,Cash Flow
25,Net PPE Purchase And Sale,-355538000.0,-52004000.0,-21914000.0,-60931000.0,Cash Flow
26,Sale Of PPE,7650000.0,13434000.0,2053000.0,1415000.0,Cash Flow
27,Purchase Of PPE,-363188000.0,-65438000.0,-23967000.0,-62346000.0,Cash Flow
28,Capital Expenditure Reported,,,,-62346000.0,Cash Flow
29,Operating Cash Flow,828550000.0,486212000.0,478350000.0,384705000.0,Cash Flow
30,Taxes Refund Paid,10912000.0,-7200000.0,-6264000.0,-6631000.0,Cash Flow
31,Change In Working Capital,58434000.0,-156091000.0,73642000.0,88638000.0,Cash Flow
32,Change In Other Current Liabilities,-61067000.0,-73523000.0,188112000.0,46672000.0,Cash Flow
33,Change In Other Current Assets,2988000.0,-14562000.0,29878000.0,56972000.0,Cash Flow
34,Change In Inventory,-16790000.0,-46044000.0,6964000.0,-57870000.0,Cash Flow
35,Change In Receivables,153607000.0,365000.0,-136444000.0,33866000.0,Cash Flow
36,Other Non Cash Items,59716000.0,125001000.0,152199000.0,165858000.0,Cash Flow
37,Provisionand Write Offof Assets,-15000.0,-4956000.0,-8730000.0,7834000.0,Cash Flow
38,Depreciation And Amortization,115218000.0,120681000.0,123969000.0,122134000.0,Cash Flow
39,Depreciation,115218000.0,120681000.0,123969000.0,122134000.0,Cash Flow
40,Gain Loss On Investment Securities,-8000.0,-5000.0,-5000.0,-8000.0,Cash Flow
41,Net Foreign Currency Exchange Gain Loss,,,0.0,163000.0,Cash Flow
42,Gain Loss On Sale Of PPE,-8015000.0,2904000.0,8000.0,2650000.0,Cash Flow
43,Net Income From Continuing Operations,592308000.0,405878000.0,134801000.0,4067000.0,Cash Flow
