,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,11686397.532879,31893200.093002,-335070.681474
Tax Rate For Calcs,0.274791,0.287086,0.309616,0.270001
Normalized EBITDA,1249562000.0,1506212000.0,908181000.0,652944000.0
Total Unusual Items,0.0,40707000.0,103009000.0,-1241000.0
Total Unusual Items Excluding Goodwill,0.0,40707000.0,103009000.0,-1241000.0
Net Income From Continuing Operation Net Minority Interest,851885000.0,1051837000.0,610223000.0,468825000.0
Reconciled Depreciation,73881000.0,53872000.0,36185000.0,24848000.0
Reconciled Cost Of Revenue,3528450000.0,5010367000.0,2829236000.0,2848195000.0
EBIT,1175681000.0,1493047000.0,975005000.0,626855000.0
Net Interest Income,-1006000.0,14574000.0,31026000.0,35660000.0
Interest Expense,1006000.0,6780000.0,2987000.0,7697000.0
Interest Income,,22826000.0,36254000.0,52086000.0
Normalized Income,851885000.0,1022816397.532879,539107200.093002,469730929.318526
Net Income From Continuing And Discontinued Operation,851885000.0,1051837000.0,610223000.0,468825000.0
Total Expenses,4367230000.0,5628854000.0,3253740000.0,3219308000.0
Rent Expense Supplemental,,15580000.0,14315000.0,20243000.0
Diluted Average Shares,108936701.0,110258169.0,110874615.0,114515720.0
Basic Average Shares,108936701.0,110258169.0,110874615.0,114515720.0
Diluted EPS,7.82,9.61,5.503721,4.093979
Basic EPS,7.82,9.61,5.503721,6.052
Diluted NI Availto Com Stockholders,851885000.0,1051837000.0,610223000.0,468825000.0
Net Income Common Stockholders,851885000.0,1051837000.0,610223000.0,468825000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,851885000.0,1051837000.0,610223000.0,468825000.0
Minority Interests,,-7745000.0,-60843000.0,16840000.0
Net Income Including Noncontrolling Interests,851885000.0,1059582000.0,671067000.0,451985000.0
Net Income Discontinuous Operations,0.0,,,
Net Income Continuous Operations,851885000.0,1059582000.0,671067000.0,451985000.0
Tax Provision,322790000.0,426686000.0,300952000.0,167173000.0
Pretax Income,1174675000.0,1486267000.0,972018000.0,619158000.0
Other Non Operating Income Expenses,211068000.0,10282000.0,1337000.0,4995000.0
Special Income Charges,0.0,36671000.0,99601000.0,3995000.0
Other Special Charges,,-190000.0,-157177000.0,-712000.0
Write Off,,-36481000.0,57576000.0,-3283000.0
Net Non Operating Interest Income Expense,-1006000.0,14574000.0,31026000.0,35660000.0
Total Other Finance Cost,,1472000.0,2241000.0,8729000.0
Interest Expense Non Operating,1006000.0,6780000.0,2987000.0,7697000.0
Interest Income Non Operating,,22826000.0,36254000.0,52086000.0
Operating Income,964613000.0,1248578000.0,806288000.0,425771000.0
Operating Expense,838780000.0,618487000.0,424504000.0,371113000.0
Other Operating Expenses,521510000.0,150716000.0,71091000.0,65410000.0
Depreciation And Amortization In Income Statement,73881000.0,53872000.0,36185000.0,24848000.0
Depreciation Income Statement,73881000.0,53872000.0,36185000.0,24848000.0
Selling General And Administration,,129466000.0,143758000.0,127822000.0
Selling And Marketing Expense,,6573000.0,69322000.0,49508000.0
General And Administrative Expense,,122893000.0,74436000.0,78314000.0
Rent And Landing Fees,,15580000.0,14315000.0,20243000.0
Gross Profit,1803393000.0,1867065000.0,1230792000.0,796884000.0
Cost Of Revenue,3528450000.0,5010367000.0,2829236000.0,2848195000.0
Total Revenue,5331843000.0,6877432000.0,4060028000.0,3645079000.0
Operating Revenue,5331843000.0,6877432000.0,4060028000.0,3645079000.0
Treasury Shares Number,,,,0.0
Ordinary Shares Number,108974615.0,108974615.0,110874615.0,110874615.0
Share Issued,108974615.0,108974615.0,110874615.0,110874615.0
Total Debt,26816000.0,37820000.0,224091000.0,75665000.0
Tangible Book Value,5848132000.0,5188299000.0,4633417000.0,4095529000.0
Invested Capital,5856590000.0,5225525000.0,4871899000.0,4175863000.0
Working Capital,5300722000.0,4637232000.0,3985336000.0,3395570000.0
Net Tangible Assets,5848132000.0,5188299000.0,4633417000.0,4095529000.0
Capital Lease Obligations,26816000.0,11293000.0,,
Common Stock Equity,5856590000.0,5198998000.0,4647808000.0,4100198000.0
Total Capitalization,5856590000.0,5198998000.0,4647808000.0,4100198000.0
Total Equity Gross Minority Interest,5921149000.0,5259829000.0,4812730000.0,4153972000.0
Minority Interest,64559000.0,60831000.0,164922000.0,53774000.0
Stockholders Equity,5856590000.0,5198998000.0,4647808000.0,4100198000.0
Other Equity Interest,5638641000.0,4981047000.0,,
Retained Earnings,,4828136000.0,4108931000.0,3523168000.0
Additional Paid In Capital,,52379000.0,48579000.0,48579000.0
Capital Stock,217949000.0,217949000.0,221749000.0,221749000.0
Common Stock,217949000.0,217949000.0,221749000.0,221749000.0
Total Liabilities Net Minority Interest,1127225000.0,1064884000.0,1326827000.0,894738000.0
Total Non Current Liabilities Net Minority Interest,67197000.0,50546000.0,23224000.0,3085000.0
Non Current Pension And Other Postretirement Benefit Plans,,,0.0,0.0
Non Current Deferred Taxes Liabilities,45149000.0,40662000.0,23224000.0,3085000.0
Long Term Debt And Capital Lease Obligation,22048000.0,9884000.0,0.0,0.0
Long Term Capital Lease Obligation,22048000.0,9884000.0,,
Long Term Debt,,,0.0,0.0
Current Liabilities,1060028000.0,1014338000.0,1303603000.0,891653000.0
Current Deferred Taxes Liabilities,,92420000.0,54661000.0,
Current Debt And Capital Lease Obligation,4768000.0,27936000.0,224091000.0,75665000.0
Current Capital Lease Obligation,4768000.0,1409000.0,,
