,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-17607012.660501,-13280000.0,-1533555.018138
Tax Rate For Calcs,0.258858,0.257789,0.25,0.17231
Normalized EBITDA,983550000.0,866740000.0,586580000.0,325430000.0
Total Unusual Items,0.0,-68300000.0,-53120000.0,-8900000.0
Total Unusual Items Excluding Goodwill,0.0,-68300000.0,-53120000.0,-8900000.0
Net Income From Continuing Operation Net Minority Interest,481720000.0,413300000.0,214050000.0,68450000.0
Reconciled Depreciation,307130000.0,233300000.0,230780000.0,209330000.0
Reconciled Cost Of Revenue,738520000.0,791960000.0,611140000.0,537450000.0
EBIT,676420000.0,565140000.0,302680000.0,107200000.0
Net Interest Income,-26450000.0,-4280000.0,-17570000.0,-25160000.0
Interest Expense,26450000.0,8290000.0,17280000.0,24500000.0
Interest Income,11960000.0,8310000.0,4110000.0,5030000.0
Normalized Income,481720000.0,463992987.339499,253890000.0,75816444.981862
Net Income From Continuing And Discontinued Operation,481720000.0,413300000.0,214050000.0,68450000.0
Total Expenses,2539920000.0,2125680000.0,1725490000.0,1698670000.0
Rent Expense Supplemental,31580000.0,26240000.0,23790000.0,21220000.0
Diluted Average Shares,,22560192.0,22107810.0,22107810.0
Basic Average Shares,,22107810.0,22107810.0,22107810.0
Diluted EPS,,18.32,9.68,3.1
Basic EPS,,18.7,9.68,3.1
Diluted NI Availto Com Stockholders,481720000.0,413300000.0,214050000.0,68450000.0
Net Income Common Stockholders,481720000.0,413300000.0,214050000.0,68450000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,481720000.0,413300000.0,214050000.0,68450000.0
Net Income Including Noncontrolling Interests,481720000.0,413300000.0,214050000.0,68450000.0
Net Income Continuous Operations,481720000.0,413300000.0,214050000.0,68450000.0
Tax Provision,168250000.0,143550000.0,71350000.0,14250000.0
Pretax Income,649970000.0,556850000.0,285400000.0,82700000.0
Other Non Operating Income Expenses,34440000.0,14490000.0,220000.0,1340000.0
Special Income Charges,0.0,-68300000.0,-53120000.0,-8900000.0
Other Special Charges,-1270000.0,10950000.0,-430000.0,-5030000.0
Write Off,46390000.0,57350000.0,53550000.0,13930000.0
Net Non Operating Interest Income Expense,-26450000.0,-4280000.0,-17570000.0,-25160000.0
Total Other Finance Cost,4400000.0,4300000.0,4400000.0,5690000.0
Interest Expense Non Operating,26450000.0,8290000.0,17280000.0,24500000.0
Interest Income Non Operating,11960000.0,8310000.0,4110000.0,5030000.0
Operating Income,641980000.0,633740000.0,360180000.0,108070000.0
Operating Expense,1801400000.0,1333720000.0,1114350000.0,1161220000.0
Other Operating Expenses,583510000.0,252010000.0,196050000.0,222680000.0
Depreciation And Amortization In Income Statement,307130000.0,233290000.0,230780000.0,209330000.0
Depreciation Income Statement,307130000.0,233290000.0,230780000.0,209330000.0
Selling General And Administration,115210000.0,89000000.0,79190000.0,96230000.0
Selling And Marketing Expense,5950000.0,2980000.0,1660000.0,5990000.0
General And Administrative Expense,109260000.0,86020000.0,77530000.0,90240000.0
Rent And Landing Fees,31580000.0,26240000.0,23790000.0,21220000.0
Gross Profit,2443380000.0,1967460000.0,1474530000.0,1269290000.0
Cost Of Revenue,738520000.0,791960000.0,611140000.0,537450000.0
Total Revenue,3181900000.0,2759420000.0,2085670000.0,1806740000.0
Operating Revenue,3181900000.0,2759420000.0,2085670000.0,1806740000.0
Ordinary Shares Number,22138549.0,22107810.0,22107810.0,22107810.0
Share Issued,22138549.0,22107810.0,22107810.0,22107810.0
Net Debt,,85410000.0,242220000.0,223680000.0
Total Debt,149880000.0,193410000.0,304150000.0,332570000.0
Tangible Book Value,2640100000.0,2150450000.0,1888020000.0,1672970000.0
Invested Capital,2967740000.0,2533250000.0,2247970000.0,2007500000.0
Working Capital,1063810000.0,766080000.0,566250000.0,382980000.0
Net Tangible Assets,2640100000.0,2150450000.0,1888020000.0,1672970000.0
Common Stock Equity,2817860000.0,2339840000.0,1943820000.0,1728770000.0
Total Capitalization,2916770000.0,2466470000.0,2086180000.0,1728770000.0
Total Equity Gross Minority Interest,2817860000.0,2339840000.0,1943820000.0,1728770000.0
Stockholders Equity,2817860000.0,2339840000.0,1943820000.0,1728770000.0
Other Equity Interest,2773600000.0,28970000.0,,
Retained Earnings,1862510000.0,1425010000.0,1055930000.0,841880000.0
Additional Paid In Capital,779860000.0,773730000.0,773730000.0,773730000.0
Capital Stock,44260000.0,44220000.0,44220000.0,44220000.0
Common Stock,44260000.0,44220000.0,44220000.0,44220000.0
Total Liabilities Net Minority Interest,805390000.0,732140000.0,799750000.0,728170000.0
Total Non Current Liabilities Net Minority Interest,232620000.0,254650000.0,260640000.0,152540000.0
Other Non Current Liabilities,45190000.0,55790000.0,38350000.0,12890000.0
Non Current Pension And Other Postretirement Benefit Plans,87830000.0,71490000.0,79230000.0,
Non Current Deferred Revenue,45190000.0,55790000.0,38350000.0,12890000.0
Non Current Deferred Taxes Liabilities,690000.0,740000.0,700000.0,
Long Term Debt And Capital Lease Obligation,98910000.0,126630000.0,142360000.0,53840000.0
Long Term Debt,98910000.0,126630000.0,142360000.0,
Long Term Provisions,87830000.0,71490000.0,79230000.0,85810000.0
Current Liabilities,572770000.0,477490000.0,539110000.0,575630000.0
Other Current Liabilities,100940000.0,8470000.0,3350000.0,3350000.0
Current Debt And Capital Lease Obligation,50970000.0,66780000.0,161790000.0,278730000.0
Current Debt,50970000.0,66780000.0,161790000.0,278730000.0
Pensionand Other Post Retirement Benefit Plans Current,39550000.0,35680000.0,35940000.0,
Current Provisions,39550000.0,35680000.0,35940000.0,23090000.0
Payables,144390000.0,318710000.0,296670000.0,235610000.0
Other Payable,199250000.0,193170000.0,146260000.0,128240000.0
Dividends Payable,2040000.0,2130000.0,2110000.0,2370000.0
Accounts Payable,144390000.0,123410000.0,148300000.0,105000000.0
Total Assets,3623250000.0,3071980000.0,2743570000.0,2456940000.0
Total Non Current Assets,1986670000.0,1828410000.0,1638210000.0,1498330000.0
Other Non Current Assets,41820000.0,92520000.0,84120000.0,
Non Current Prepaid Assets,30710000.0,24990000.0,22350000.0,
Non Current Deferred Taxes Assets,43120000.0,20680000.0,9660000.0,4400000.0
Investmentin Financial Assets,30710000.0,24990000.0,,
Available For Sale Securities,30710000.0,24990000.0,,
Goodwill And Other Intangible Assets,177760000.0,189390000.0,55800000.0,55800000.0
Other Intangible Assets,121960000.0,133590000.0,,
Goodwill,55800000.0,55800000.0,55800000.0,55800000.0
Net PPE,1693260000.0,1508550000.0,1479530000.0,1342120000.0
Accumulated Depreciation,-1297030000.0,-1046180000.0,-886830000.0,-660900000.0
Gross PPE,1693260000.0,2554730000.0,2366360000.0,2003020000.0
Construction In Progress,123060000.0,10790000.0,187870000.0,18200000.0
Other Properties,1570200000.0,32300000.0,32300000.0,32300000.0
Machinery Furniture Equipment,2155580000.0,1841600000.0,1548870000.0,1355200000.0
Buildings And Improvements,657470000.0,648160000.0,575440000.0,575440000.0
Land And Improvements,21880000.0,21880000.0,21880000.0,21880000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1636580000.0,1243570000.0,1105360000.0,958610000.0
