,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,-6237266.382037,-10791834.107867,-2919410.839345,Income Statement
1,Tax Rate For Calcs,0.316983,0.19993,0.197765,Income Statement
2,Normalized EBITDA,345429000.0,377273000.0,263610000.0,Income Statement
3,Total Unusual Items,-19677000.0,-53978000.0,-14762000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,-19677000.0,-53978000.0,-14762000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,129772000.0,128972000.0,88386000.0,Income Statement
6,Reconciled Depreciation,93463000.0,91162000.0,69151000.0,Income Statement
7,Reconciled Cost Of Revenue,3234312000.0,2077347000.0,2463577000.0,Income Statement
8,EBIT,232289000.0,232133000.0,179697000.0,Income Statement
9,Net Interest Income,-61946000.0,-73954000.0,-84342000.0,Income Statement
10,Interest Expense,37884000.0,62999000.0,66037000.0,Income Statement
11,Interest Income,10868000.0,15322000.0,16411000.0,Income Statement
12,Normalized Income,143211733.617963,172158165.892133,100228589.160655,Income Statement
13,Net Income From Continuing And Discontinued Operation,129772000.0,128972000.0,88386000.0,Income Statement
14,Total Expenses,3508471000.0,2265792000.0,2702507000.0,Income Statement
15,Rent Expense Supplemental,10551000.0,3948000.0,38725000.0,Income Statement
16,Diluted Average Shares,122665250.0,122665250.0,122665250.0,Income Statement
17,Basic Average Shares,122665250.0,122665250.0,122665250.0,Income Statement
18,Diluted EPS,1.06,1.05,0.46,Income Statement
19,Basic EPS,1.06,1.05,0.46,Income Statement
20,Diluted NI Availto Com Stockholders,129772000.0,128972000.0,90530000.0,Income Statement
21,Net Income Common Stockholders,129772000.0,128972000.0,90530000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,129772000.0,128972000.0,90530000.0,Income Statement
24,Minority Interests,-3010000.0,-6347000.0,-2795000.0,Income Statement
25,Net Income Including Noncontrolling Interests,132782000.0,135319000.0,93325000.0,Income Statement
26,Net Income Extraordinary,,,2144000.0,Income Statement
27,Net Income Continuous Operations,132782000.0,135319000.0,91181000.0,Income Statement
28,Tax Provision,61623000.0,33815000.0,22478000.0,Income Statement
29,Pretax Income,194405000.0,169134000.0,113660000.0,Income Statement
30,Other Non Operating Income Expenses,14770000.0,55172000.0,15377000.0,Income Statement
31,Special Income Charges,-19677000.0,-53978000.0,-14762000.0,Income Statement
32,Other Special Charges,7617000.0,-1644000.0,1361000.0,Income Statement
33,Write Off,12060000.0,55622000.0,13401000.0,Income Statement
34,Net Non Operating Interest Income Expense,-61946000.0,-73954000.0,-84342000.0,Income Statement
35,Total Other Finance Cost,34930000.0,26277000.0,34716000.0,Income Statement
36,Interest Expense Non Operating,37884000.0,62999000.0,66037000.0,Income Statement
37,Interest Income Non Operating,10868000.0,15322000.0,16411000.0,Income Statement
38,Operating Income,250283000.0,243650000.0,182326000.0,Income Statement
39,Operating Expense,274159000.0,188445000.0,238930000.0,Income Statement
40,Other Operating Expenses,176191000.0,113473000.0,143691000.0,Income Statement
41,Selling General And Administration,82866000.0,63493000.0,76574000.0,Income Statement
42,Selling And Marketing Expense,6424000.0,3875000.0,14118000.0,Income Statement
43,General And Administrative Expense,76442000.0,59618000.0,62456000.0,Income Statement
44,Gross Profit,524442000.0,432095000.0,421256000.0,Income Statement
45,Cost Of Revenue,3234312000.0,2077347000.0,2463577000.0,Income Statement
46,Total Revenue,3758754000.0,2509442000.0,2884833000.0,Income Statement
47,Operating Revenue,3758754000.0,2509442000.0,2884833000.0,Income Statement
0,Ordinary Shares Number,122665250.0,122665250.0,122665250.0,Balance Sheet
1,Share Issued,122665250.0,122665250.0,122665250.0,Balance Sheet
2,Net Debt,338966000.0,502388000.0,429670000.0,Balance Sheet
3,Total Debt,366160000.0,583036000.0,505953000.0,Balance Sheet
4,Tangible Book Value,1684567000.0,1577092000.0,1499741000.0,Balance Sheet
5,Invested Capital,2099217000.0,2174932000.0,2067115000.0,Balance Sheet
6,Working Capital,1199374000.0,1219573000.0,1087402000.0,Balance Sheet
7,Net Tangible Assets,1684567000.0,1577092000.0,1499741000.0,Balance Sheet
8,Capital Lease Obligations,12780000.0,38010000.0,,Balance Sheet
9,Common Stock Equity,1745837000.0,1629906000.0,1561162000.0,Balance Sheet
10,Total Capitalization,1789763000.0,1716042000.0,1650424000.0,Balance Sheet
11,Total Equity Gross Minority Interest,1815895000.0,1699995000.0,1618376000.0,Balance Sheet
12,Minority Interest,70058000.0,70089000.0,57214000.0,Balance Sheet
13,Stockholders Equity,1745837000.0,1629906000.0,1561162000.0,Balance Sheet
14,Other Equity Interest,19687000.0,17005000.0,,Balance Sheet
15,Retained Earnings,945958000.0,840684000.0,776286000.0,Balance Sheet
16,Additional Paid In Capital,398354000.0,398354000.0,398345000.0,Balance Sheet
17,Capital Stock,245331000.0,245331000.0,245331000.0,Balance Sheet
18,Common Stock,245331000.0,245331000.0,245331000.0,Balance Sheet
19,Total Liabilities Net Minority Interest,1918309000.0,2132271000.0,2196221000.0,Balance Sheet
20,Total Non Current Liabilities Net Minority Interest,78560000.0,122252000.0,114651000.0,Balance Sheet
21,Other Non Current Liabilities,,,2009000.0,Balance Sheet
22,Non Current Pension And Other Postretirement Benefit Plans,28677000.0,22912000.0,22996000.0,Balance Sheet
23,Non Current Deferred Taxes Liabilities,,0.0,384000.0,Balance Sheet
24,Long Term Debt And Capital Lease Obligation,49883000.0,99340000.0,89262000.0,Balance Sheet
25,Long Term Capital Lease Obligation,5957000.0,13204000.0,,Balance Sheet
26,Long Term Debt,43926000.0,86136000.0,89262000.0,Balance Sheet
27,Current Liabilities,1839749000.0,2010019000.0,2081570000.0,Balance Sheet
28,Current Deferred Taxes Liabilities,15165000.0,19737000.0,,Balance Sheet
29,Current Debt And Capital Lease Obligation,316277000.0,483696000.0,416691000.0,Balance Sheet
30,Current Capital Lease Obligation,6823000.0,24806000.0,,Balance Sheet
31,Current Debt,309454000.0,458890000.0,416691000.0,Balance Sheet
32,Pensionand Other Post Retirement Benefit Plans Current,2645000.0,2703000.0,3604000.0,Balance Sheet
33,Current Provisions,,,22574000.0,Balance Sheet
34,Payables,1381529000.0,1383198000.0,1544264000.0,Balance Sheet
35,Other Payable,149518000.0,125503000.0,43445000.0,Balance Sheet
36,Dividends Payable,92000.0,,,Balance Sheet
37,Total Tax Payable,,,9442000.0,Balance Sheet
38,Accounts Payable,1231919000.0,1257695000.0,1491377000.0,Balance Sheet
39,Total Assets,3734204000.0,3832266000.0,3814597000.0,Balance Sheet
40,Total Non Current Assets,695081000.0,602674000.0,645625000.0,Balance Sheet
41,Non Current Prepaid Assets,106411000.0,50987000.0,43293000.0,Balance Sheet
42,Non Current Deferred Taxes Assets,10216000.0,2917000.0,,Balance Sheet
43,Investmentin Financial Assets,,,0.0,Balance Sheet
44,Trading Securities,,,0.0,Balance Sheet
45,Long Term Equity Investment,32544000.0,33662000.0,48378000.0,Balance Sheet
46,Investmentsin Joint Venturesat Cost,,276000.0,,Balance Sheet
47,Investments In Other Ventures Under Equity Method,32544000.0,33386000.0,33106000.0,Balance Sheet
48,Investmentsin Associatesat Cost,,,15272000.0,Balance Sheet
49,Investment Properties,51196000.0,57252000.0,,Balance Sheet
50,Goodwill And Other Intangible Assets,61270000.0,52814000.0,61421000.0,Balance Sheet
51,Other Intangible Assets,61270000.0,52814000.0,36421000.0,Balance Sheet
52,Goodwill,,0.0,25000000.0,Balance Sheet
53,Net PPE,398184000.0,374941000.0,440544000.0,Balance Sheet
54,Accumulated Depreciation,-198637000.0,-88114000.0,-403600000.0,Balance Sheet
55,Gross PPE,596821000.0,463055000.0,844144000.0,Balance Sheet
56,Construction In Progress,19879000.0,0.0,0.0,Balance Sheet
57,Other Properties,14834000.0,7372000.0,,Balance Sheet
58,Machinery Furniture Equipment,204468000.0,185822000.0,398392000.0,Balance Sheet
59,Buildings And Improvements,302787000.0,219467000.0,388548000.0,Balance Sheet
60,Land And Improvements,54853000.0,50394000.0,57204000.0,Balance Sheet
61,Properties,0.0,0.0,0.0,Balance Sheet
62,Current Assets,3039123000.0,3229592000.0,3168972000.0,Balance Sheet
63,Other Current Assets,,,-1000.0,Balance Sheet
64,Restricted Cash,75969000.0,93884000.0,69682000.0,Balance Sheet
65,Prepaid Assets,266276000.0,363468000.0,332671000.0,Balance Sheet
66,Inventory,791231000.0,792017000.0,747690000.0,Balance Sheet
67,Finished Goods,5039000.0,2133000.0,5925000.0,Balance Sheet
68,Work In Process,445660000.0,472037000.0,436730000.0,Balance Sheet
69,Raw Materials,340532000.0,317847000.0,305035000.0,Balance Sheet
70,Other Receivables,169435000.0,203567000.0,1541262000.0,Balance Sheet
71,Accounts Receivable,1721798000.0,1734018000.0,401385000.0,Balance Sheet
72,Allowance For Doubtful Accounts Receivable,-11617000.0,-11779000.0,-3305000.0,Balance Sheet
73,Gross Accounts Receivable,1733415000.0,1745797000.0,404690000.0,Balance Sheet
74,Cash Cash Equivalents And Short Term Investments,14414000.0,42638000.0,76283000.0,Balance Sheet
75,Cash And Cash Equivalents,14414000.0,42638000.0,76283000.0,Balance Sheet
76,Cash Financial,14414000.0,42638000.0,76283000.0,Balance Sheet
0,Free Cash Flow,351693000.0,-24275000.0,157122000.0,Cash Flow
1,Issuance Of Capital Stock,,,0.0,Cash Flow
2,Capital Expenditure,-118957000.0,-47064000.0,-31547000.0,Cash Flow
3,End Cash Position,14426000.0,42638000.0,76282000.0,Cash Flow
4,Beginning Cash Position,42638000.0,76274000.0,54308000.0,Cash Flow
5,Effect Of Exchange Rate Changes,,,1401000.0,Cash Flow
6,Changes In Cash,-28212000.0,-33636000.0,20573000.0,Cash Flow
7,Financing Cash Flow,-311693000.0,-70372000.0,-169789000.0,Cash Flow
8,Interest Paid Cff,-70376000.0,-88759000.0,-98757000.0,Cash Flow
