,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,42694062.023947,34747314.414645,52233770.928306
Tax Rate For Calcs,0.255979,0.254642,0.250505,0.242104
Normalized EBITDA,5538400000.0,4367068000.0,3611057000.0,2833138000.0
Total Unusual Items,,167663000.0,138709000.0,215749000.0
Total Unusual Items Excluding Goodwill,,167663000.0,138709000.0,215749000.0
Net Income From Continuing Operation Net Minority Interest,3619100000.0,2956454000.0,2391826000.0,1825216000.0
Reconciled Depreciation,601400000.0,534671000.0,543554000.0,577833000.0
Reconciled Cost Of Revenue,11616900000.0,9287910000.0,7538124000.0,7486894000.0
EBIT,4937000000.0,4000060000.0,3206212000.0,2471054000.0
Net Interest Income,-78000000.0,38781000.0,-20821000.0,-30744000.0
Interest Expense,78000000.0,41202000.0,34181000.0,44687000.0
Interest Income,,79983000.0,13360000.0,13943000.0
Normalized Income,3619100000.0,2831485062.023947,2287864314.414645,1661700770.928306
Net Income From Continuing And Discontinued Operation,3619100000.0,2956454000.0,2391826000.0,1825216000.0
Total Expenses,21018500000.0,16648613000.0,13680070000.0,13727517000.0
Rent Expense Supplemental,,105187000.0,80471000.0,38641000.0
Diluted Average Shares,110709697.0,110730337.0,110720000.0,110720000.0
Basic Average Shares,110709697.0,110730337.0,110720000.0,110720000.0
Diluted EPS,32.69,26.7,21.6,16.48
Basic EPS,32.69,26.7,21.6,16.48
Diluted NI Availto Com Stockholders,3619100000.0,2956454000.0,2391826000.0,1825216000.0
Net Income Common Stockholders,3619100000.0,2956454000.0,2391826000.0,1825216000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3619100000.0,2956454000.0,2391826000.0,1825216000.0
Minority Interests,3800000.0,5688000.0,14405000.0,-13717000.0
Net Income Including Noncontrolling Interests,3615200000.0,2950766000.0,2377421000.0,1838933000.0
Net Income Continuous Operations,3615200000.0,2950766000.0,2377421000.0,1838933000.0
Tax Provision,1243800000.0,1008092000.0,794610000.0,587434000.0
