,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-512417.33,4627983.25,165928.72012,Income Statement
1,Tax Rate For Calcs,0.187158,0.37321,0.34915,0.262962,Income Statement
2,Normalized EBITDA,1075978000.0,1206445000.0,1096601000.0,1028630000.0,Income Statement
3,Total Unusual Items,,-1373000.0,13255000.0,631000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,-1373000.0,13255000.0,631000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,577130000.0,552763000.0,539599000.0,564371000.0,Income Statement
6,Reconciled Depreciation,352596000.0,314028000.0,268329000.0,248021000.0,Income Statement
7,Reconciled Cost Of Revenue,4027280000.0,3358607000.0,2456825000.0,2286980000.0,Income Statement
8,EBIT,723382000.0,891044000.0,841527000.0,781240000.0,Income Statement
9,Net Interest Income,-13367000.0,15477000.0,15310000.0,-1294000.0,Income Statement
10,Interest Expense,13367000.0,9144000.0,12456000.0,15512000.0,Income Statement
11,Interest Income,,30039000.0,31249000.0,16531000.0,Income Statement
12,Normalized Income,577130000.0,553623582.67,530971983.25,563905928.72012,Income Statement
13,Net Income From Continuing And Discontinued Operation,577130000.0,552763000.0,539599000.0,564371000.0,Income Statement
14,Total Expenses,6595800000.0,5399782000.0,4224199000.0,3925488000.0,Income Statement
15,Rent Expense Supplemental,,41760000.0,37748000.0,37204000.0,Income Statement
16,Diluted Average Shares,,146272222.0,147459000.0,142442000.0,Income Statement
17,Basic Average Shares,,143240674.0,142292000.0,141374000.0,Income Statement
18,Diluted EPS,,3.78,3.66,3.96,Income Statement
19,Basic EPS,,3.86,3.79,3.99,Income Statement
20,Diluted NI Availto Com Stockholders,577130000.0,552763000.0,539599000.0,564371000.0,Income Statement
21,Net Income Common Stockholders,577130000.0,552763000.0,539599000.0,564371000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,577130000.0,552763000.0,539599000.0,564371000.0,Income Statement
24,Net Income Including Noncontrolling Interests,577130000.0,552763000.0,539599000.0,564371000.0,Income Statement
25,Net Income Continuous Operations,577130000.0,552763000.0,539599000.0,564371000.0,Income Statement
26,Tax Provision,132885000.0,329137000.0,289472000.0,201357000.0,Income Statement
27,Pretax Income,710015000.0,881900000.0,829071000.0,765728000.0,Income Statement
28,Other Non Operating Income Expenses,70439000.0,4167000.0,8767000.0,4820000.0,Income Statement
29,Special Income Charges,,-1373000.0,13255000.0,631000.0,Income Statement
30,Other Special Charges,,1373000.0,-13255000.0,-631000.0,Income Statement
31,Net Non Operating Interest Income Expense,-13367000.0,15477000.0,15310000.0,-1294000.0,Income Statement
32,Total Other Finance Cost,,5418000.0,3483000.0,2313000.0,Income Statement
33,Interest Expense Non Operating,13367000.0,9144000.0,12456000.0,15512000.0,Income Statement
34,Interest Income Non Operating,,30039000.0,31249000.0,16531000.0,Income Statement
35,Operating Income,652943000.0,858010000.0,787525000.0,761083000.0,Income Statement
36,Operating Expense,2568520000.0,2041175000.0,1767374000.0,1638508000.0,Income Statement
37,Other Operating Expenses,736706000.0,219788000.0,198590000.0,181152000.0,Income Statement
38,Depreciation And Amortization In Income Statement,352596000.0,314028000.0,268329000.0,248021000.0,Income Statement
39,Amortization,,16467000.0,5645000.0,6296000.0,Income Statement
40,Depreciation Income Statement,352596000.0,297561000.0,262684000.0,241725000.0,Income Statement
41,Selling General And Administration,1089761000.0,1107930000.0,908661000.0,836065000.0,Income Statement
42,Selling And Marketing Expense,1089761000.0,1041132000.0,838306000.0,769323000.0,Income Statement
43,General And Administrative Expense,,66798000.0,70355000.0,66742000.0,Income Statement
44,Rent And Landing Fees,,41760000.0,37748000.0,37204000.0,Income Statement
45,Gross Profit,3221463000.0,2899185000.0,2554899000.0,2399591000.0,Income Statement
