,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,171789.132209,0.0,0.0
Tax Rate For Calcs,0.4,0.000367,0.0,0.0
Normalized EBITDA,-2142050000.0,5103250000.0,-12751000.0,-1518279000.0
Total Unusual Items,,468188000.0,12839000.0,175000.0
Total Unusual Items Excluding Goodwill,,468188000.0,12839000.0,175000.0
Net Income From Continuing Operation Net Minority Interest,-2845860000.0,5538633000.0,70000.0,-1530391000.0
Reconciled Depreciation,98820000.0,12549000.0,17000.0,16000.0
Reconciled Cost Of Revenue,34391310000.0,85541000.0,,
EBIT,-2240870000.0,5558889000.0,71000.0,-1518120000.0
Net Interest Income,-492580000.0,-16462000.0,3990000.0,873000.0
Interest Expense,492580000.0,18223000.0,1000.0,12271000.0
Interest Income,,1791000.0,4362000.0,14844000.0
Normalized Income,-2845860000.0,5070616789.132209,-12769000.0,-1530566000.0
Net Income From Continuing And Discontinued Operation,-2845860000.0,5538633000.0,70000.0,-1530391000.0
Total Expenses,35228730000.0,237466000.0,17760000.0,5481000.0
Rent Expense Supplemental,,956000.0,240000.0,240000.0
Diluted Average Shares,,1382269592.0,1382269592.0,1387132980.0
Basic Average Shares,,1382269592.0,1382269592.0,1382269592.0
Diluted EPS,,4.006917,5.1e-05,-1.107
Basic EPS,,4.006917,5.1e-05,-1.107
Diluted NI Availto Com Stockholders,-2845860000.0,5538633000.0,70000.0,-1530391000.0
Net Income Common Stockholders,-2845860000.0,5538633000.0,70000.0,-1530391000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-2845860000.0,5538633000.0,70000.0,-1530391000.0
Minority Interests,15340000.0,,,
Net Income Including Noncontrolling Interests,-2861000000.0,5538633000.0,70000.0,-1530391000.0
Net Income Continuous Operations,-2861000000.0,5538633000.0,70000.0,-1530391000.0
Tax Provision,127550000.0,2033000.0,0.0,0.0
Pretax Income,-2733450000.0,5540666000.0,70000.0,-1530391000.0
Other Non Operating Income Expenses,-8123340000.0,5319950000.0,17202000.0,640000.0
Special Income Charges,,-21000.0,,
Other Special Charges,,21000.0,,
Net Non Operating Interest Income Expense,-492580000.0,-16462000.0,3990000.0,873000.0
Total Other Finance Cost,,30000.0,371000.0,1700000.0
Interest Expense Non Operating,492580000.0,18223000.0,1000.0,12271000.0
Interest Income Non Operating,,1791000.0,4362000.0,14844000.0
Operating Income,6009170000.0,-97540000.0,-16760000.0,-5481000.0
Operating Expense,837420000.0,151925000.0,17760000.0,5481000.0
Other Operating Expenses,,27332000.0,4372000.0,3107000.0
Depreciation And Amortization In Income Statement,98820000.0,12549000.0,17000.0,16000.0
Depreciation Income Statement,98820000.0,12549000.0,17000.0,16000.0
Research And Development,,117000.0,,
Selling General And Administration,,46471000.0,3217000.0,1186000.0
Selling And Marketing Expense,,17449000.0,181000.0,184000.0
General And Administrative Expense,,29022000.0,3036000.0,1002000.0
Rent And Landing Fees,,956000.0,240000.0,240000.0
Gross Profit,6846590000.0,54385000.0,,
Cost Of Revenue,34391310000.0,85541000.0,,
Total Revenue,41237900000.0,139926000.0,1000000.0,0.0
Operating Revenue,41237900000.0,139926000.0,1000000.0,0.0
Ordinary Shares Number,1382269592.0,1382269592.0,1382269592.0,1382269592.0
Share Issued,1382269592.0,1382269592.0,1382269592.0,1382269592.0
Net Debt,9049120000.0,1170328000.0,,
Total Debt,9725380000.0,1576724000.0,,
Tangible Book Value,1826260000.0,6987975000.0,845614000.0,846080000.0
Invested Capital,13466640000.0,8176375000.0,845614000.0,846080000.0
Working Capital,-1381280000.0,344934000.0,838511000.0,155199000.0
Net Tangible Assets,1826260000.0,6987975000.0,845614000.0,846080000.0
Capital Lease Obligations,354860000.0,388324000.0,,
Common Stock Equity,4096120000.0,6987975000.0,845614000.0,846080000.0
Total Capitalization,4096120000.0,6987975000.0,845614000.0,846080000.0
Total Equity Gross Minority Interest,4170680000.0,6987975000.0,845614000.0,846080000.0
Minority Interest,74560000.0,,,
Stockholders Equity,4096120000.0,6987975000.0,845614000.0,846080000.0
Other Equity Interest,1331580000.0,29000.0,-2315000.0,-2315000.0
Retained Earnings,,100942000.0,-22737554000.0,-22737088000.0
Additional Paid In Capital,,329634000.0,329613000.0,329613000.0
Capital Stock,2764540000.0,2764539000.0,2764539000.0,2764539000.0
Common Stock,2764540000.0,2764539000.0,2764539000.0,2764539000.0
Total Liabilities Net Minority Interest,17707800000.0,2096719000.0,6284000.0,1313000.0
Total Non Current Liabilities Net Minority Interest,458900000.0,346613000.0,857000.0,177000.0
Other Non Current Liabilities,33890000.0,,9000.0,
Non Current Pension And Other Postretirement Benefit Plans,,1597000.0,857000.0,177000.0
Non Current Deferred Taxes Liabilities,39290000.0,,,
Long Term Debt And Capital Lease Obligation,303060000.0,345016000.0,,
Long Term Capital Lease Obligation,303060000.0,345016000.0,,
Long Term Provisions,82660000.0,1597000.0,857000.0,
Current Liabilities,17248900000.0,1750106000.0,5427000.0,1136000.0
Other Current Liabilities,245530000.0,9200000.0,2644000.0,176000.0
Current Debt And Capital Lease Obligation,9422320000.0,1231708000.0,,
Current Capital Lease Obligation,51800000.0,43308000.0,,
Current Debt,9370520000.0,1188400000.0,,
Pensionand Other Post Retirement Benefit Plans Current,,621000.0,19000.0,5000.0
Current Provisions,35440000.0,621000.0,19000.0,
Payables,6692050000.0,515660000.0,5408000.0,1131000.0
Other Payable,,65335000.0,5408000.0,1131000.0
Accounts Payable,6692050000.0,450325000.0,,0.0
Total Assets,21878480000.0,9084694000.0,851898000.0,847393000.0
Total Non Current Assets,6010860000.0,6989654000.0,7960000.0,691058000.0
Other Non Current Assets,59560000.0,9790000.0,,2000.0
Non Current Prepaid Assets,,33402000.0,,682521000.0
Non Current Deferred Taxes Assets,18800000.0,0.0,2032000.0,2032000.0
Investmentin Financial Assets,3171550000.0,5698004000.0,,
Available For Sale Securities,3171550000.0,5817000.0,,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,5692187000.0,,
Long Term Equity Investment,,860822000.0,,0.0
Investmentsin Associatesat Cost,,860822000.0,,0.0
Goodwill And Other Intangible Assets,2269860000.0,,,
Other Intangible Assets,733960000.0,,,
Goodwill,1535900000.0,,,
Net PPE,480500000.0,391765000.0,487000.0,502000.0
Accumulated Depreciation,,-13011000.0,-462000.0,-447000.0
Gross PPE,480500000.0,404776000.0,949000.0,949000.0
Other Properties,480500000.0,397680000.0,,
Machinery Furniture Equipment,,6619000.0,472000.0,472000.0
Land And Improvements,,477000.0,477000.0,477000.0
