,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-2097600.0,3338100.0,-54027000.0
Tax Rate For Calcs,0.0,0.4,0.3,0.3
Normalized EBITDA,-42261000.0,-73534000.0,-172652000.0,-225649000.0
Total Unusual Items,-1760000.0,-5244000.0,11127000.0,-180090000.0
Total Unusual Items Excluding Goodwill,-1760000.0,-5244000.0,11127000.0,-180090000.0
Net Income From Continuing Operation Net Minority Interest,-81463000.0,-151267000.0,-200455000.0,-719640000.0
Reconciled Depreciation,40588000.0,42012000.0,48328000.0,41158000.0
Reconciled Cost Of Revenue,223541000.0,267809000.0,389717000.0,663037000.0
EBIT,-84609000.0,-120790000.0,-209853000.0,-446897000.0
Net Interest Income,680000.0,3151000.0,-1351000.0,4614000.0
Interest Expense,2227000.0,5000.0,1892000.0,3549000.0
Interest Income,4064000.0,3985000.0,3858000.0,13323000.0
Normalized Income,-79703000.0,-148120600.0,-208243900.0,-593577000.0
Net Income From Continuing And Discontinued Operation,-81463000.0,-151267000.0,-200455000.0,-719640000.0
Total Expenses,389302000.0,445525000.0,577418000.0,987485000.0
Rent Expense Supplemental,14293000.0,16246000.0,25588000.0,35423000.0
Diluted Average Shares,25708318.0,25708318.0,25708318.0,25708318.0
Basic Average Shares,25708318.0,25708318.0,25708318.0,25708318.0
Diluted EPS,-3.19,-6.4,-7.8,-27.992496
Basic EPS,-3.19,-6.4,-7.8,-27.992496
Diluted NI Availto Com Stockholders,-81463000.0,-151267000.0,-200455000.0,-719640000.0
Net Income Common Stockholders,-81463000.0,-151267000.0,-200455000.0,-719640000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-81463000.0,-151267000.0,-200455000.0,-719640000.0
Minority Interests,5374000.0,7066000.0,11363000.0,20738000.0
Net Income Including Noncontrolling Interests,-86836000.0,-158333000.0,-211818000.0,-740378000.0
Net Income Continuous Operations,-86836000.0,-158333000.0,-211818000.0,-740378000.0
Tax Provision,0.0,37538000.0,73000.0,289932000.0
Pretax Income,-86836000.0,-120795000.0,-211745000.0,-450446000.0
Other Non Operating Income Expenses,2280000.0,52226000.0,1331000.0,2725000.0
Special Income Charges,-3909000.0,-7882000.0,1195000.0,-180365000.0
Other Special Charges,,5030000.0,,157533000.0
Write Off,3909000.0,2852000.0,-1195000.0,22832000.0
Net Non Operating Interest Income Expense,680000.0,3151000.0,-1351000.0,4614000.0
Total Other Finance Cost,1157000.0,829000.0,3317000.0,5160000.0
Interest Expense Non Operating,2227000.0,5000.0,1892000.0,3549000.0
Interest Income Non Operating,4064000.0,3985000.0,3858000.0,13323000.0
Operating Income,-88036000.0,-170290000.0,-222851000.0,-384675000.0
Operating Expense,165761000.0,177716000.0,187701000.0,324448000.0
Other Operating Expenses,69629000.0,74970000.0,81392000.0,184146000.0
Depreciation And Amortization In Income Statement,40588000.0,42012000.0,48328000.0,41158000.0
Depreciation Income Statement,40588000.0,42012000.0,48328000.0,41158000.0
Selling General And Administration,28526000.0,24724000.0,32828000.0,61561000.0
Selling And Marketing Expense,7097000.0,2509000.0,2515000.0,16705000.0
General And Administrative Expense,21429000.0,22215000.0,30313000.0,44856000.0
Rent And Landing Fees,14293000.0,16246000.0,25588000.0,35423000.0
Gross Profit,77725000.0,7426000.0,-35150000.0,-60227000.0
Cost Of Revenue,223541000.0,267809000.0,389717000.0,663037000.0
Total Revenue,301266000.0,275235000.0,354567000.0,602810000.0
Operating Revenue,301266000.0,275235000.0,354567000.0,602810000.0
Ordinary Shares Number,25708318.0,25708318.0,25708318.0,25708318.0
Share Issued,25708318.0,25708318.0,25708318.0,25708318.0
Total Debt,24140000.0,866000.0,78009000.0,
Tangible Book Value,248269000.0,299689000.0,418762000.0,584745000.0
Invested Capital,302723000.0,388671000.0,623234000.0,750905000.0
Working Capital,198817000.0,260343000.0,403726000.0,520010000.0
Net Tangible Assets,248269000.0,299689000.0,418762000.0,584745000.0
Capital Lease Obligations,24140000.0,,,
Common Stock Equity,302723000.0,387805000.0,545225000.0,750905000.0
Total Capitalization,302723000.0,388671000.0,623234000.0,750905000.0
Total Equity Gross Minority Interest,307011000.0,397279000.0,568831000.0,785358000.0
Minority Interest,4288000.0,9474000.0,23606000.0,34453000.0
Stockholders Equity,302723000.0,387805000.0,545225000.0,750905000.0
Other Equity Interest,-7134000.0,-7134000.0,-7134000.0,-7134000.0
Retained Earnings,-67049000.0,14413000.0,172746000.0,384564000.0
Additional Paid In Capital,284169000.0,284169000.0,284169000.0,284169000.0
Capital Stock,128542000.0,128542000.0,128542000.0,128542000.0
Common Stock,128542000.0,128542000.0,128542000.0,128542000.0
Total Liabilities Net Minority Interest,125133000.0,81222000.0,146785000.0,100180000.0
Total Non Current Liabilities Net Minority Interest,34471000.0,10009000.0,94147000.0,21444000.0
Other Non Current Liabilities,-1000.0,,,
Non Current Pension And Other Postretirement Benefit Plans,10332000.0,9143000.0,16138000.0,21444000.0
Long Term Debt And Capital Lease Obligation,24140000.0,866000.0,78009000.0,
Long Term Capital Lease Obligation,24140000.0,,,
Long Term Debt,0.0,866000.0,78009000.0,
Long Term Provisions,,9143000.0,16138000.0,
Current Liabilities,90662000.0,71213000.0,52638000.0,78736000.0
Other Current Liabilities,13564000.0,5335000.0,8360000.0,14356000.0
Current Debt And Capital Lease Obligation,,0.0,0.0,
Current Debt,,0.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,2723000.0,2362000.0,887000.0,2943000.0
Current Provisions,,2362000.0,887000.0,
Payables,27864000.0,20935000.0,35347000.0,48187000.0
Other Payable,2374000.0,4764000.0,11614000.0,7147000.0
Dividends Payable,485000.0,1541000.0,2685000.0,4102000.0
Accounts Payable,25005000.0,14630000.0,21048000.0,36938000.0
Total Assets,432144000.0,478501000.0,715616000.0,885538000.0
Total Non Current Assets,142665000.0,146938000.0,259253000.0,286792000.0
Other Non Current Assets,,41701000.0,57591000.0,
Non Current Prepaid Assets,46600000.0,41693000.0,57592000.0,43926000.0
Non Current Deferred Taxes Assets,0.0,0.0,0.0,0.0
Investmentin Financial Assets,,1497000.0,49653000.0,43024000.0
Available For Sale Securities,,1497000.0,49653000.0,43024000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,,0.0
Goodwill And Other Intangible Assets,54454000.0,88116000.0,126463000.0,166160000.0
Other Intangible Assets,54454000.0,88116000.0,126463000.0,166160000.0
Net PPE,41055000.0,15632000.0,25545000.0,33682000.0
Accumulated Depreciation,-66609000.0,-64317000.0,-80465000.0,-72820000.0
Gross PPE,107664000.0,79949000.0,106010000.0,106502000.0
Other Properties,26522000.0,3351000.0,18922000.0,18922000.0
Machinery Furniture Equipment,69637000.0,65093000.0,75775000.0,76267000.0
Buildings And Improvements,10537000.0,10537000.0,10537000.0,10537000.0
Land And Improvements,968000.0,968000.0,776000.0,776000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,289479000.0,331556000.0,456364000.0,598746000.0
Other Current Assets,,65496000.0,141257000.0,
Restricted Cash,5827000.0,56339000.0,5110000.0,6468000.0
Prepaid Assets,39805000.0,65496000.0,141257000.0,185612000.0
Other Receivables,152717000.0,42763000.0,51412000.0,57042000.0
Accounts Receivable,8798000.0,38623000.0,102536000.0,57123000.0
Allowance For Doubtful Accounts Receivable,-4832000.0,0.0,-30352000.0,-31547000.0
Gross Accounts Receivable,13630000.0,38623000.0,132889000.0,88670000.0
Cash Cash Equivalents And Short Term Investments,82332000.0,128335000.0,156049000.0,292501000.0
Other Short Term Investments,14226000.0,81631000.0,45410000.0,175398000.0
Cash And Cash Equivalents,68106000.0,46704000.0,110639000.0,117103000.0
Cash Equivalents,32131000.0,2030000.0,3749000.0,36810000.0
Cash Financial,35975000.0,44674000.0,106890000.0,80293000.0
Free Cash Flow,-105242000.0,91462000.0,-150776000.0,-467781000.0
Repurchase Of Capital Stock,,,,-20738000.0
