,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-66896400.0,-86470685.0,-47677952.0,Income Statement
1,Tax Rate For Calcs,0.2589,0.2605,0.26243,0.28112,Income Statement
2,Total Unusual Items,,-256800000.0,-329500000.0,-169600000.0,Income Statement
3,Total Unusual Items Excluding Goodwill,,-256800000.0,-329500000.0,-169600000.0,Income Statement
4,Net Income From Continuing Operation Net Minority Interest,115076900000.0,70282300000.0,44198200000.0,52637500000.0,Income Statement
5,Reconciled Depreciation,4853800000.0,3845700000.0,3252700000.0,2946300000.0,Income Statement
6,Net Interest Income,229903000000.0,175216200000.0,138941500000.0,134981900000.0,Income Statement
7,Interest Expense,125598900000.0,97482400000.0,94140000000.0,94732100000.0,Income Statement
8,Interest Income,355501900000.0,272698600000.0,233081500000.0,229714000000.0,Income Statement
9,Normalized Income,115076900000.0,70472203600.0,44441229315.0,52759422048.0,Income Statement
10,Net Income From Continuing And Discontinued Operation,115076900000.0,70282300000.0,44198200000.0,52637500000.0,Income Statement
11,Diluted Average Shares,607041726.0,606980741.0,605495861.0,590970129.0,Income Statement
12,Basic Average Shares,603983100.0,602557442.0,600670592.0,586346942.0,Income Statement
13,Diluted EPS,189.57,115.79,73.0,89.07,Income Statement
14,Basic EPS,190.53,116.64,73.58,89.77,Income Statement
15,Diluted NI Availto Com Stockholders,115076900000.0,70282300000.0,44198200000.0,52637500000.0,Income Statement
16,Net Income Common Stockholders,115076900000.0,70282300000.0,44198200000.0,52637500000.0,Income Statement
17,Net Income,115076900000.0,70282300000.0,44198200000.0,52637500000.0,Income Statement
18,Net Income Including Noncontrolling Interests,115076900000.0,70282300000.0,44198200000.0,52637500000.0,Income Statement
19,Net Income Continuous Operations,115076900000.0,70282300000.0,44198200000.0,52637500000.0,Income Statement
20,Tax Provision,40201700000.0,24755500000.0,15724400000.0,20583700000.0,Income Statement
21,Pretax Income,155278600000.0,95037800000.0,59922600000.0,73221200000.0,Income Statement
22,Special Income Charges,,-256800000.0,-329500000.0,-169600000.0,Income Statement
23,Other Special Charges,,248400000.0,68500000.0,22900000.0,Income Statement
24,Write Off,,8400000.0,261000000.0,146700000.0,Income Statement
25,Gain On Sale Of Security,3343200000.0,3277400000.0,5912200000.0,5374900000.0,Income Statement
26,Operating Expense,82384900000.0,58146000000.0,40548800000.0,46021600000.0,Income Statement
27,Other Operating Expenses,26939800000.0,14811200000.0,9844300000.0,13620500000.0,Income Statement
28,Depreciation And Amortization In Income Statement,4853800000.0,3845700000.0,3252700000.0,2946300000.0,Income Statement
29,Depreciation Income Statement,4853800000.0,3845700000.0,3252700000.0,2946300000.0,Income Statement
30,Selling General And Administration,,2981200000.0,2020700000.0,3442800000.0,Income Statement
31,Selling And Marketing Expense,,2702900000.0,1833300000.0,3182300000.0,Income Statement
