,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-11762904.330619,0.0,Income Statement
1,Tax Rate For Calcs,0.257461,0.276125,0.257481,Income Statement
2,Normalized EBITDA,737100000.0,646090000.0,486100000.0,Income Statement
3,Total Unusual Items,0.0,-42600000.0,0.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,-42600000.0,0.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,461510000.0,380440000.0,280390000.0,Income Statement
6,Reconciled Depreciation,113900000.0,76090000.0,63890000.0,Income Statement
7,Reconciled Cost Of Revenue,1018770000.0,736620000.0,648810000.0,Income Statement
8,EBIT,623190000.0,527400000.0,422210000.0,Income Statement
9,Net Interest Income,60440000.0,76310000.0,45530000.0,Income Statement
10,Interest Expense,1660000.0,1840000.0,44590000.0,Income Statement
11,Interest Income,64430000.0,79800000.0,91890000.0,Income Statement
12,Normalized Income,461510000.0,411277095.669381,280390000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,461510000.0,380440000.0,280390000.0,Income Statement
14,Total Expenses,1738200000.0,1323700000.0,1239930000.0,Income Statement
15,Rent Expense Supplemental,2210000.0,2240000.0,3170000.0,Income Statement
16,Diluted Average Shares,,30582927.0,30582927.0,Income Statement
17,Basic Average Shares,,30582927.0,30582927.0,Income Statement
18,Diluted EPS,,12.43962,9.168187,Income Statement
19,Basic EPS,,12.43962,9.168187,Income Statement
20,Diluted NI Availto Com Stockholders,461510000.0,380440000.0,280390000.0,Income Statement
21,Net Income Common Stockholders,461510000.0,380440000.0,280390000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,461510000.0,380440000.0,280390000.0,Income Statement
24,Net Income Including Noncontrolling Interests,461510000.0,380440000.0,280390000.0,Income Statement
25,Net Income Continuous Operations,461510000.0,380440000.0,280390000.0,Income Statement
26,Tax Provision,160020000.0,145120000.0,97230000.0,Income Statement
27,Pretax Income,621530000.0,525560000.0,377620000.0,Income Statement
28,Other Non Operating Income Expenses,3580000.0,2780000.0,3040000.0,Income Statement
29,Special Income Charges,0.0,-42600000.0,0.0,Income Statement
30,Other Special Charges,,-260000.0,,Income Statement
31,Impairment Of Capital Assets,0.0,42860000.0,0.0,Income Statement
