,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,543240.0,0.0,0.0
Tax Rate For Calcs,0.203286,0.3018,0.295137,0.278426
Normalized EBITDA,1047700000.0,802900000.0,606300000.0,424400000.0
Total Unusual Items,,1800000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,,1800000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,712900000.0,468000000.0,358000000.0,247500000.0
Reconciled Depreciation,121800000.0,109200000.0,83700000.0,64900000.0
Reconciled Cost Of Revenue,5322900000.0,4683100000.0,3547900000.0,2928000000.0
EBIT,925900000.0,695500000.0,522600000.0,359500000.0
Net Interest Income,-31100000.0,-5300000.0,-5900000.0,-8600000.0
Interest Expense,31100000.0,24200000.0,14700000.0,16500000.0
Interest Income,,19600000.0,9400000.0,8200000.0
Normalized Income,712900000.0,466743240.0,358000000.0,247500000.0
Net Income From Continuing And Discontinued Operation,712900000.0,468000000.0,358000000.0,247500000.0
Total Expenses,6382300000.0,5502100000.0,4259800000.0,3532300000.0
Diluted Average Shares,23914794.0,23914154.0,21800000.0,21400000.0
Basic Average Shares,23914794.0,23914154.0,21000000.0,20400000.0
Diluted EPS,29.81,19.57,16.41,11.58
Basic EPS,29.81,19.57,17.08,12.12
Diluted NI Availto Com Stockholders,712900000.0,468000000.0,358000000.0,247500000.0
Net Income Common Stockholders,712900000.0,468000000.0,358000000.0,247500000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,712900000.0,468000000.0,358000000.0,247500000.0
Net Income Including Noncontrolling Interests,712900000.0,468000000.0,358000000.0,247500000.0
Net Income Continuous Operations,712900000.0,468000000.0,358000000.0,247500000.0
Tax Provision,181900000.0,203300000.0,149900000.0,95500000.0
Pretax Income,894800000.0,671300000.0,507900000.0,343000000.0
Other Non Operating Income Expenses,216100000.0,9400000.0,12100000.0,32500000.0
Special Income Charges,,1800000.0,0.0,0.0
Other Special Charges,,-1800000.0,,
Net Non Operating Interest Income Expense,-31100000.0,-5300000.0,-5900000.0,-8600000.0
Total Other Finance Cost,,700000.0,600000.0,300000.0
Interest Expense Non Operating,31100000.0,24200000.0,14700000.0,16500000.0
Interest Income Non Operating,,19600000.0,9400000.0,8200000.0
Operating Income,709800000.0,665400000.0,501700000.0,319100000.0
Operating Expense,1059400000.0,819000000.0,711900000.0,604300000.0
