,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,221562.090908,5442451.803646,6081600.0,Income Statement
1,Tax Rate For Calcs,0.247405,0.084052,0.328155,0.3,Income Statement
2,Normalized EBITDA,533700000.0,588246000.0,349459000.0,286539000.0,Income Statement
3,Total Unusual Items,0.0,2636000.0,16585000.0,20272000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,2636000.0,16585000.0,20272000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,224800000.0,321853000.0,76808000.0,71191000.0,Income Statement
6,Reconciled Depreciation,211000000.0,206150000.0,205656000.0,205858000.0,Income Statement
7,Reconciled Cost Of Revenue,2749100000.0,3054696000.0,2654780000.0,2599534000.0,Income Statement
8,EBIT,322700000.0,384732000.0,160388000.0,100953000.0,Income Statement
9,Net Interest Income,-24000000.0,-23622000.0,-46525000.0,-76629000.0,Income Statement
10,Interest Expense,24000000.0,33344000.0,46064000.0,71735000.0,Income Statement
11,Interest Income,,17673000.0,10129000.0,4480000.0,Income Statement
12,Normalized Income,224800000.0,319438562.090908,65665451.803646,57000600.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,224800000.0,321853000.0,76808000.0,71191000.0,Income Statement
14,Total Expenses,6735200000.0,6159497000.0,4867753000.0,4851638000.0,Income Statement
15,Rent Expense Supplemental,,52898000.0,30196000.0,44608000.0,Income Statement
16,Diluted Average Shares,14702420.0,14605263.0,14441871.0,14416349.0,Income Statement
17,Basic Average Shares,14447301.0,14396243.0,14322947.0,14273357.0,Income Statement
18,Diluted EPS,15.29,22.04,5.32,4.94,Income Statement
19,Basic EPS,15.56,22.36,5.36,4.99,Income Statement
20,Diluted NI Availto Com Stockholders,224800000.0,321853000.0,76808000.0,71191000.0,Income Statement
21,Net Income Common Stockholders,224800000.0,321853000.0,76808000.0,71191000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,224800000.0,321853000.0,76808000.0,71191000.0,Income Statement
24,Net Income Including Noncontrolling Interests,224800000.0,321853000.0,76808000.0,71191000.0,Income Statement
25,Net Income Continuous Operations,224800000.0,321853000.0,76808000.0,71191000.0,Income Statement
26,Tax Provision,73900000.0,29535000.0,37516000.0,-41973000.0,Income Statement
27,Pretax Income,298700000.0,351388000.0,114324000.0,29218000.0,Income Statement
28,Other Non Operating Income Expenses,53800000.0,2103000.0,803000.0,20377000.0,Income Statement
29,Special Income Charges,0.0,2636000.0,16585000.0,20272000.0,Income Statement
30,Other Special Charges,,-16552000.0,-31644000.0,-7666000.0,Income Statement
31,Write Off,,13916000.0,15059000.0,-13875000.0,Income Statement
32,Impairment Of Capital Assets,,,,1269000.0,Income Statement
33,Net Non Operating Interest Income Expense,-24000000.0,-23622000.0,-46525000.0,-76629000.0,Income Statement
34,Total Other Finance Cost,,7951000.0,10590000.0,9374000.0,Income Statement
35,Interest Expense Non Operating,24000000.0,33344000.0,46064000.0,71735000.0,Income Statement
36,Interest Income Non Operating,,17673000.0,10129000.0,4480000.0,Income Statement
37,Operating Income,261400000.0,358715000.0,137164000.0,62417000.0,Income Statement
38,Operating Expense,3986100000.0,3104801000.0,2212973000.0,2252104000.0,Income Statement
39,Other Operating Expenses,2820700000.0,1578290000.0,970719000.0,1025137000.0,Income Statement
40,Depreciation And Amortization In Income Statement,211000000.0,206150000.0,205656000.0,205858000.0,Income Statement
41,Amortization,,1691000.0,2128000.0,642000.0,Income Statement
42,Depreciation Income Statement,211000000.0,204459000.0,203528000.0,205216000.0,Income Statement
43,Selling General And Administration,,342880000.0,218775000.0,247074000.0,Income Statement
44,Selling And Marketing Expense,,315480000.0,194013000.0,220915000.0,Income Statement
45,General And Administrative Expense,,27400000.0,24762000.0,26159000.0,Income Statement
46,Rent And Landing Fees,,52898000.0,30196000.0,44608000.0,Income Statement
47,Gross Profit,4247500000.0,3463516000.0,2350137000.0,2314521000.0,Income Statement
48,Cost Of Revenue,2749100000.0,3054696000.0,2654780000.0,2599534000.0,Income Statement
49,Total Revenue,6996600000.0,6518212000.0,5004917000.0,4914055000.0,Income Statement
50,Operating Revenue,6996600000.0,6518212000.0,5004917000.0,4914055000.0,Income Statement
0,Ordinary Shares Number,14461076.0,14418076.0,14353576.0,14284076.0,Balance Sheet
1,Share Issued,14461076.0,14418076.0,14353576.0,14284076.0,Balance Sheet
2,Net Debt,,61274000.0,310596000.0,510434000.0,Balance Sheet
3,Total Debt,86600000.0,156088000.0,398098000.0,611820000.0,Balance Sheet
4,Tangible Book Value,3102500000.0,2846144000.0,2489306000.0,2390712000.0,Balance Sheet
5,Invested Capital,3121200000.0,2941355000.0,2810827000.0,2907758000.0,Balance Sheet
6,Working Capital,755300000.0,933753000.0,933961000.0,704828000.0,Balance Sheet
7,Net Tangible Assets,3102500000.0,2846144000.0,2489306000.0,2390712000.0,Balance Sheet
8,Capital Lease Obligations,67900000.0,62525000.0,79915000.0,100240000.0,Balance Sheet
9,Common Stock Equity,3102500000.0,2847792000.0,2492644000.0,2396178000.0,Balance Sheet
10,Total Capitalization,3102500000.0,2866532000.0,2736207000.0,2729727000.0,Balance Sheet
11,Total Equity Gross Minority Interest,3102500000.0,2847792000.0,2492644000.0,2396178000.0,Balance Sheet
12,Stockholders Equity,3102500000.0,2847792000.0,2492644000.0,2396178000.0,Balance Sheet
13,Other Equity Interest,2957600000.0,30191000.0,13599000.0,20898000.0,Balance Sheet
14,Retained Earnings,,1915628000.0,1596166000.0,1508955000.0,Balance Sheet
15,Additional Paid In Capital,,170899000.0,152575000.0,136716000.0,Balance Sheet
16,Capital Stock,144900000.0,144306000.0,143536000.0,142841000.0,Balance Sheet
17,Common Stock,144900000.0,144306000.0,143536000.0,142841000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,1708800000.0,1643774000.0,1851561000.0,1805511000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,345800000.0,321098000.0,648326000.0,752297000.0,Balance Sheet
20,Other Non Current Liabilities,,-30288000.0,,,Balance Sheet
21,Non Current Pension And Other Postretirement Benefit Plans,,18893000.0,17920000.0,15341000.0,Balance Sheet
22,Non Current Deferred Taxes Liabilities,152600000.0,141404000.0,213460000.0,219603000.0,Balance Sheet
23,Long Term Debt And Capital Lease Obligation,44000000.0,65372000.0,304913000.0,412071000.0,Balance Sheet
24,Long Term Capital Lease Obligation,44000000.0,46632000.0,61350000.0,78522000.0,Balance Sheet
25,Long Term Debt,,18740000.0,243563000.0,333549000.0,Balance Sheet
26,Long Term Provisions,18800000.0,18900000.0,17900000.0,,Balance Sheet
27,Current Liabilities,1363000000.0,1322676000.0,1203235000.0,1053214000.0,Balance Sheet
28,Other Current Liabilities,140200000.0,180600000.0,126100000.0,28959000.0,Balance Sheet
29,Current Debt And Capital Lease Obligation,42600000.0,90716000.0,93185000.0,199749000.0,Balance Sheet
30,Current Capital Lease Obligation,23900000.0,15893000.0,18565000.0,21718000.0,Balance Sheet
