,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,Income Statement
1,Tax Rate For Calcs,0.0,0.0,0.0,0.0,Income Statement
2,Normalized EBITDA,-633879000.0,-51801000.0,-127662000.0,202350000.0,Income Statement
3,Total Unusual Items,0.0,7221000.0,0.0,-10000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,7221000.0,0.0,-10000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,-987473000.0,-516231000.0,-757054000.0,-750446000.0,Income Statement
6,Reconciled Depreciation,352839000.0,423958000.0,443105000.0,511338000.0,Income Statement
7,Reconciled Cost Of Revenue,7141029000.0,7454199000.0,4220104000.0,5119889000.0,Income Statement
8,EBIT,-986718000.0,-468538000.0,-570767000.0,-308998000.0,Income Statement
9,Net Interest Income,-755000.0,-47509000.0,-185949000.0,-441705000.0,Income Statement
10,Interest Expense,755000.0,47693000.0,186287000.0,441448000.0,Income Statement
11,Interest Income,,448000.0,518000.0,611000.0,Income Statement
12,Normalized Income,-987473000.0,-523452000.0,-757054000.0,-750436000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,-987473000.0,-516231000.0,-757054000.0,-750446000.0,Income Statement
14,Total Expenses,8562618000.0,7235229000.0,4020945000.0,5647141000.0,Income Statement
15,Rent Expense Supplemental,,4160000.0,640000.0,0.0,Income Statement
16,Diluted Average Shares,141067571.0,141046721.0,141111000.0,141111000.0,Income Statement
17,Basic Average Shares,141067571.0,141046721.0,141111000.0,141111000.0,Income Statement
18,Diluted EPS,-7.0,-3.66,-5.36,-5.32,Income Statement
19,Basic EPS,-7.0,-3.66,-5.36,-5.32,Income Statement
20,Diluted NI Availto Com Stockholders,-987473000.0,-516231000.0,-757054000.0,-750446000.0,Income Statement
21,Net Income Common Stockholders,-987473000.0,-516231000.0,-757054000.0,-750446000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,-987473000.0,-516231000.0,-757054000.0,-750446000.0,Income Statement
24,Net Income Including Noncontrolling Interests,-987473000.0,-516231000.0,-757054000.0,-750446000.0,Income Statement
25,Net Income Discontinuous Operations,,0.0,,0.0,Income Statement
26,Net Income Continuous Operations,-987473000.0,-516231000.0,-757054000.0,-750446000.0,Income Statement
27,Tax Provision,0.0,0.0,0.0,0.0,Income Statement
28,Pretax Income,-987473000.0,-516231000.0,-757054000.0,-750446000.0,Income Statement
29,Other Non Operating Income Expenses,868000.0,7669000.0,,,Income Statement
30,Special Income Charges,0.0,7221000.0,0.0,-10000.0,Income Statement
31,Other Special Charges,,-7221000.0,,10000.0,Income Statement
32,Net Non Operating Interest Income Expense,-755000.0,-47509000.0,-185949000.0,-441705000.0,Income Statement
33,Total Other Finance Cost,,264000.0,180000.0,868000.0,Income Statement
34,Interest Expense Non Operating,755000.0,47693000.0,186287000.0,441448000.0,Income Statement
35,Interest Income Non Operating,,448000.0,518000.0,611000.0,Income Statement
36,Operating Income,-987586000.0,-473786000.0,-572794000.0,-300630000.0,Income Statement
37,Operating Expense,1421589000.0,-218970000.0,-199159000.0,527252000.0,Income Statement
38,Other Operating Expenses,1907768000.0,34413000.0,-16139000.0,-93559000.0,Income Statement
39,Depreciation And Amortization In Income Statement,352839000.0,423958000.0,443105000.0,511338000.0,Income Statement
40,Amortization,,770000.0,770000.0,770000.0,Income Statement
41,Depreciation Income Statement,352839000.0,423188000.0,442335000.0,510568000.0,Income Statement
42,Selling General And Administration,,7224000.0,5994000.0,39431000.0,Income Statement
43,Selling And Marketing Expense,,4774000.0,3181000.0,24188000.0,Income Statement
44,General And Administrative Expense,,2450000.0,2813000.0,15243000.0,Income Statement
45,Rent And Landing Fees,,4160000.0,640000.0,0.0,Income Statement
46,Gross Profit,434003000.0,-692756000.0,-771953000.0,226622000.0,Income Statement
47,Cost Of Revenue,7141029000.0,7454199000.0,4220104000.0,5119889000.0,Income Statement
48,Total Revenue,7575032000.0,6761443000.0,3448151000.0,5346511000.0,Income Statement
49,Operating Revenue,7575032000.0,6761443000.0,3448151000.0,5346511000.0,Income Statement
0,Ordinary Shares Number,141110500.0,141110500.0,141110500.0,141110500.0,Balance Sheet
1,Share Issued,141110500.0,141110500.0,141110500.0,141110500.0,Balance Sheet
2,Net Debt,11038110000.0,11390383000.0,11691413000.0,11961156000.0,Balance Sheet
3,Total Debt,11049052000.0,11396629000.0,11700160000.0,11967150000.0,Balance Sheet
4,Tangible Book Value,-8826431000.0,-7851807000.0,-7341888000.0,-6587286000.0,Balance Sheet
5,Invested Capital,2222621000.0,3544822000.0,4358272000.0,5379864000.0,Balance Sheet
6,Working Capital,-13430297000.0,-12072936000.0,-10626211000.0,-9334728000.0,Balance Sheet
7,Net Tangible Assets,-8826431000.0,-7851807000.0,-7341888000.0,-6587286000.0,Balance Sheet
8,Common Stock Equity,-8826431000.0,-7851807000.0,-7341888000.0,-6587286000.0,Balance Sheet
9,Total Capitalization,-8716131000.0,-7195199000.0,-5576704000.0,-3825129000.0,Balance Sheet
10,Total Equity Gross Minority Interest,-8826431000.0,-7851807000.0,-7341888000.0,-6587286000.0,Balance Sheet
11,Stockholders Equity,-8826431000.0,-7851807000.0,-7341888000.0,-6587286000.0,Balance Sheet
12,Other Equity Interest,-10237536000.0,-9262911000.0,-8752993000.0,,Balance Sheet
13,Retained Earnings,,-12314286000.0,-11798055000.0,-11041000000.0,Balance Sheet
14,Additional Paid In Capital,,3052007000.0,3052007000.0,3052007000.0,Balance Sheet
15,Capital Stock,1411105000.0,1411105000.0,1411105000.0,1411105000.0,Balance Sheet
16,Common Stock,1411105000.0,1411105000.0,1411105000.0,1411105000.0,Balance Sheet
17,Total Liabilities Net Minority Interest,20776947000.0,20045420000.0,19506682000.0,19341382000.0,Balance Sheet
