,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,27836327.948598
Tax Rate For Calcs,0.19825,0.206159,0.232534,0.187081
Normalized EBITDA,946500000.0,733100000.0,676200000.0,209397000.0
Total Unusual Items,0.0,0.0,0.0,148793000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,148793000.0
Net Income From Continuing Operation Net Minority Interest,751400000.0,607500000.0,528900000.0,495419000.0
Reconciled Depreciation,9200000.0,8100000.0,8900000.0,10706000.0
Reconciled Cost Of Revenue,6047600000.0,5377700000.0,4420100000.0,4528363000.0
EBIT,937300000.0,725000000.0,667300000.0,347484000.0
Net Interest Income,-100000.0,-800000.0,-300000.0,35540000.0
Interest Expense,100000.0,800000.0,300000.0,
Interest Income,40000000.0,35900000.0,54900000.0,36689000.0
Normalized Income,751400000.0,607500000.0,528900000.0,374462327.948598
Net Income From Continuing And Discontinued Operation,751400000.0,607500000.0,528900000.0,495419000.0
Total Expenses,6627600000.0,5884700000.0,4872300000.0,4976954000.0
Rent Expense Supplemental,37500000.0,33000000.0,28800000.0,28209000.0
Diluted Average Shares,12480000.0,12480000.0,12480000.0,12480000.0
Basic Average Shares,12480000.0,12480000.0,12480000.0,12480000.0
Diluted EPS,60.21,48.68,42.44,39.695513
Basic EPS,60.21,48.68,42.44,39.695513
Diluted NI Availto Com Stockholders,751400000.0,607500000.0,528900000.0,495419000.0
Net Income Common Stockholders,751400000.0,607500000.0,528900000.0,495419000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,751400000.0,607500000.0,528900000.0,495419000.0
Minority Interests,0.0,-1200000.0,-800000.0,-757000.0
Net Income Including Noncontrolling Interests,751400000.0,608700000.0,529700000.0,496176000.0
Net Income Continuous Operations,751400000.0,608700000.0,529700000.0,496176000.0
Tax Provision,185800000.0,149300000.0,155100000.0,114107000.0
Pretax Income,937200000.0,724200000.0,667000000.0,609934000.0
Other Non Operating Income Expenses,305700000.0,148800000.0,224300000.0,469000.0
Special Income Charges,0.0,0.0,0.0,-262000.0
Other Special Charges,-47800000.0,100000.0,100000.0,262000.0
Net Non Operating Interest Income Expense,-100000.0,-800000.0,-300000.0,35540000.0
Total Other Finance Cost,,800000.0,2000000.0,1149000.0
Interest Expense Non Operating,100000.0,800000.0,300000.0,
Interest Income Non Operating,40000000.0,35900000.0,54900000.0,36689000.0
Operating Income,631600000.0,576200000.0,443000000.0,347484000.0
Operating Expense,580000000.0,507000000.0,452200000.0,448591000.0
Other Operating Expenses,244900000.0,201000000.0,181000000.0,6287000.0
Depreciation And Amortization In Income Statement,9200000.0,8100000.0,8900000.0,10706000.0
Amortization,,0.0,1400000.0,2864000.0
Depreciation Income Statement,9200000.0,8100000.0,8900000.0,7842000.0
Selling General And Administration,141300000.0,125100000.0,140100000.0,145167000.0
General And Administrative Expense,141300000.0,125100000.0,140100000.0,145167000.0
Rent And Landing Fees,37500000.0,33000000.0,28800000.0,28209000.0
Gross Profit,1211600000.0,1083200000.0,895200000.0,796075000.0
Cost Of Revenue,6047600000.0,5377700000.0,4420100000.0,4528363000.0
Total Revenue,7259200000.0,6460900000.0,5315300000.0,5324438000.0
Operating Revenue,7259200000.0,6460900000.0,5315300000.0,5324438000.0
Ordinary Shares Number,12480000.0,12480000.0,12480000.0,12480000.0
Share Issued,12480000.0,12480000.0,12480000.0,12480000.0
Total Debt,0.0,53300000.0,0.0,135782000.0
Tangible Book Value,13654500000.0,12313600000.0,14383100000.0,9356287000.0
Invested Capital,13681200000.0,12393600000.0,14409800000.0,9519625000.0
Working Capital,2063900000.0,2274200000.0,3037100000.0,2895801000.0
Net Tangible Assets,13654500000.0,12313600000.0,14383100000.0,9356287000.0
Common Stock Equity,13681200000.0,12340300000.0,14409800000.0,9383843000.0
Total Capitalization,13681200000.0,12340300000.0,14409800000.0,9383843000.0
Total Equity Gross Minority Interest,13681200000.0,12348600000.0,14417500000.0,9390650000.0
Minority Interest,0.0,8300000.0,7700000.0,6807000.0
Stockholders Equity,13681200000.0,12340300000.0,14409800000.0,9383843000.0
Other Equity Interest,13556400000.0,12215500000.0,14285000000.0,
Retained Earnings,1579800000.0,1163100000.0,680400000.0,451543000.0
Capital Stock,124800000.0,124800000.0,124800000.0,124800000.0
Common Stock,124800000.0,124800000.0,124800000.0,124800000.0
Total Liabilities Net Minority Interest,1337500000.0,1337200000.0,1894700000.0,1176631000.0
Total Non Current Liabilities Net Minority Interest,638000000.0,536900000.0,1065400000.0,605068000.0
Non Current Deferred Taxes Liabilities,542700000.0,451800000.0,979600000.0,518667000.0
Long Term Debt And Capital Lease Obligation,,,0.0,
Long Term Debt,,,0.0,
