,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,234900.0,153780.0,0.0,0.0,Income Statement
1,Tax Rate For Calcs,0.2349,0.2563,0.3,0.3,Income Statement
2,Normalized EBITDA,2433900000.0,2708500000.0,1440000000.0,1790000000.0,Income Statement
3,Total Unusual Items,1000000.0,600000.0,,0.0,Income Statement
4,Total Unusual Items Excluding Goodwill,1000000.0,600000.0,,0.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,580700000.0,764700000.0,18200000.0,490600000.0,Income Statement
6,Reconciled Depreciation,721400000.0,1009600000.0,856000000.0,779200000.0,Income Statement
7,Reconciled Cost Of Revenue,35712900000.0,30178000000.0,17486000000.0,19347800000.0,Income Statement
8,EBIT,1713500000.0,1699500000.0,584000000.0,1010800000.0,Income Statement
9,Net Interest Income,-1014800000.0,-705200000.0,-570500000.0,-649600000.0,Income Statement
10,Interest Expense,1021100000.0,721500000.0,576000000.0,655500000.0,Income Statement
11,Interest Income,13900000.0,9700000.0,18200000.0,15600000.0,Income Statement
12,Normalized Income,579934900.0,764253780.0,18200000.0,490600000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,580700000.0,764700000.0,18200000.0,490600000.0,Income Statement
14,Total Expenses,40967200000.0,34613200000.0,21609700000.0,23950300000.0,Income Statement
15,Rent Expense Supplemental,151000000.0,135100000.0,134400000.0,160700000.0,Income Statement
16,Diluted Average Shares,,24064558.0,24064558.0,24064558.0,Income Statement
17,Basic Average Shares,,24064558.0,24064558.0,24064558.0,Income Statement
18,Diluted EPS,,31.78,0.76,20.39,Income Statement
19,Basic EPS,,31.78,0.76,20.39,Income Statement
20,Diluted NI Availto Com Stockholders,580700000.0,764700000.0,18200000.0,490600000.0,Income Statement
21,Net Income Common Stockholders,580700000.0,764700000.0,18200000.0,490600000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,580700000.0,764700000.0,18200000.0,490600000.0,Income Statement
24,Minority Interests,39200000.0,22900000.0,17000000.0,17400000.0,Income Statement
25,Net Income Including Noncontrolling Interests,541500000.0,741800000.0,1200000.0,473200000.0,Income Statement
26,Net Income Continuous Operations,541500000.0,741800000.0,1200000.0,473200000.0,Income Statement
27,Tax Provision,150900000.0,236200000.0,6800000.0,-117900000.0,Income Statement
28,Pretax Income,692400000.0,978000000.0,8000000.0,355300000.0,Income Statement
29,Other Non Operating Income Expenses,7400000.0,9000000.0,1800000.0,7100000.0,Income Statement
30,Special Income Charges,1000000.0,600000.0,,0.0,Income Statement
31,Other Special Charges,-1000000.0,-600000.0,,,Income Statement
32,Net Non Operating Interest Income Expense,-1014800000.0,-705200000.0,-570500000.0,-649600000.0,Income Statement
33,Total Other Finance Cost,7600000.0,-6600000.0,12700000.0,9700000.0,Income Statement
34,Interest Expense Non Operating,1021100000.0,721500000.0,576000000.0,655500000.0,Income Statement
35,Interest Income Non Operating,13900000.0,9700000.0,18200000.0,15600000.0,Income Statement
36,Operating Income,1463400000.0,1536600000.0,579300000.0,940300000.0,Income Statement
37,Operating Expense,5254300000.0,4435200000.0,4123700000.0,4602500000.0,Income Statement
38,Other Operating Expenses,3916000000.0,2408800000.0,1684500000.0,1900400000.0,Income Statement
39,Depreciation And Amortization In Income Statement,721400000.0,1009600000.0,856000000.0,779200000.0,Income Statement
40,Depreciation Income Statement,721400000.0,1009600000.0,856000000.0,779200000.0,Income Statement
41,Selling General And Administration,86200000.0,604300000.0,396700000.0,483600000.0,Income Statement
42,Selling And Marketing Expense,,537700000.0,337800000.0,435000000.0,Income Statement
43,General And Administrative Expense,86200000.0,66600000.0,58900000.0,48600000.0,Income Statement
44,Rent And Landing Fees,151000000.0,135100000.0,134400000.0,160700000.0,Income Statement
45,Gross Profit,6717700000.0,5971800000.0,4703000000.0,5542800000.0,Income Statement
46,Cost Of Revenue,35712900000.0,30178000000.0,17486000000.0,19347800000.0,Income Statement
47,Total Revenue,42430600000.0,36149800000.0,22189000000.0,24890600000.0,Income Statement
48,Operating Revenue,42430600000.0,36149800000.0,22189000000.0,24890600000.0,Income Statement
0,Ordinary Shares Number,24064558.0,24064558.0,24064558.0,24064558.0,Balance Sheet
1,Share Issued,24064558.0,24064558.0,24064558.0,24064558.0,Balance Sheet
2,Net Debt,7626200000.0,8454300000.0,6747800000.0,6355800000.0,Balance Sheet
3,Total Debt,7853300000.0,8758600000.0,6976700000.0,6495000000.0,Balance Sheet
4,Tangible Book Value,7616500000.0,7308700000.0,6573000000.0,6587900000.0,Balance Sheet
5,Invested Capital,15285800000.0,15826900000.0,13376900000.0,13037700000.0,Balance Sheet
6,Working Capital,-1294200000.0,-233900000.0,360000000.0,193000000.0,Balance Sheet
7,Net Tangible Assets,7616500000.0,7308700000.0,6573000000.0,6587900000.0,Balance Sheet
8,Capital Lease Obligations,209200000.0,268600000.0,206700000.0,94600000.0,Balance Sheet
9,Common Stock Equity,7641700000.0,7336900000.0,6606900000.0,6637300000.0,Balance Sheet
10,Total Capitalization,9674200000.0,9857100000.0,9952000000.0,9467000000.0,Balance Sheet
11,Total Equity Gross Minority Interest,7771700000.0,7506900000.0,6800000000.0,6847100000.0,Balance Sheet
12,Minority Interest,130000000.0,170000000.0,193100000.0,209800000.0,Balance Sheet
13,Stockholders Equity,7641700000.0,7336900000.0,6606900000.0,6637300000.0,Balance Sheet
14,Retained Earnings,2002100000.0,1693300000.0,952700000.0,1018300000.0,Balance Sheet
15,Additional Paid In Capital,1315200000.0,1315200000.0,1315200000.0,1315200000.0,Balance Sheet
16,Capital Stock,240600000.0,240600000.0,240600000.0,240600000.0,Balance Sheet
17,Common Stock,240600000.0,240600000.0,240600000.0,240600000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,22323800000.0,22232700000.0,17963000000.0,13023100000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,2675400000.0,3192200000.0,4032100000.0,3418200000.0,Balance Sheet
20,Non Current Pension And Other Postretirement Benefit Plans,83500000.0,76300000.0,77400000.0,,Balance Sheet
21,Non Current Deferred Taxes Liabilities,449400000.0,423900000.0,458700000.0,456800000.0,Balance Sheet
22,Long Term Debt And Capital Lease Obligation,2142500000.0,2692000000.0,3496000000.0,2901800000.0,Balance Sheet
23,Long Term Capital Lease Obligation,110000000.0,171800000.0,150900000.0,72100000.0,Balance Sheet
24,Long Term Debt,2032500000.0,2520200000.0,3345100000.0,2829700000.0,Balance Sheet
25,Long Term Provisions,,76300000.0,77400000.0,59600000.0,Balance Sheet
26,Current Liabilities,19648400000.0,19040500000.0,13930900000.0,9604900000.0,Balance Sheet
27,Other Current Liabilities,,1421400000.0,914500000.0,,Balance Sheet
28,Current Deferred Taxes Liabilities,89800000.0,66000000.0,65700000.0,,Balance Sheet
29,Current Debt And Capital Lease Obligation,5710800000.0,6066600000.0,3480700000.0,3593200000.0,Balance Sheet
30,Current Capital Lease Obligation,99200000.0,96800000.0,55800000.0,22500000.0,Balance Sheet
31,Current Debt,5611600000.0,5969800000.0,3424900000.0,3570700000.0,Balance Sheet
32,Current Provisions,518500000.0,368800000.0,324500000.0,311300000.0,Balance Sheet
33,Payables,13051700000.0,12305200000.0,9916700000.0,5625500000.0,Balance Sheet
34,Other Payable,1402100000.0,1457200000.0,944000000.0,567900000.0,Balance Sheet
35,Dividends Payable,3900000.0,3400000.0,3800000.0,4100000.0,Balance Sheet
36,Total Tax Payable,,,65700000.0,,Balance Sheet
37,Accounts Payable,11645700000.0,10844600000.0,8968900000.0,5053500000.0,Balance Sheet
38,Total Assets,30095500000.0,29739600000.0,24763000000.0,19870200000.0,Balance Sheet
