,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,-36578712.150372,96679634.458024,100084.247152,-96027.312517,Income Statement
1,Tax Rate For Calcs,0.357924,0.075839,0.129811,0.060281,Income Statement
2,Normalized EBITDA,4680903000.0,1259718000.0,1477408000.0,730408000.0,Income Statement
3,Total Unusual Items,-102197000.0,1274793000.0,771000.0,-1593000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,-102197000.0,1274793000.0,771000.0,-1593000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,2111532000.0,1760962000.0,787039000.0,495965000.0,Income Statement
6,Reconciled Depreciation,104579000.0,86599000.0,78426000.0,71537000.0,Income Statement
7,Reconciled Cost Of Revenue,7374345000.0,3571713000.0,2871764000.0,3565701000.0,Income Statement
8,EBIT,4474127000.0,2447912000.0,1399753000.0,657278000.0,Income Statement
9,Net Interest Income,-1185528000.0,350912000.0,224234000.0,76829000.0,Income Statement
10,Interest Expense,1185528000.0,542440000.0,495307000.0,129498000.0,Income Statement
11,Interest Income,,921240000.0,750371000.0,231886000.0,Income Statement
12,Normalized Income,2177150287.849628,582848634.458024,786368084.247152,497461972.687483,Income Statement
13,Net Income From Continuing And Discontinued Operation,2111532000.0,1760962000.0,787039000.0,495965000.0,Income Statement
14,Total Expenses,9520822000.0,5005740000.0,4127137000.0,4882767000.0,Income Statement
15,Rent Expense Supplemental,,11418000.0,6964000.0,21236000.0,Income Statement
16,Diluted Average Shares,49578117.0,49576633.0,49572000.0,49572000.0,Income Statement
17,Basic Average Shares,49578117.0,49576633.0,49572000.0,49572000.0,Income Statement
18,Diluted EPS,42.59,35.52,15.88,10.0,Income Statement
19,Basic EPS,42.59,35.52,15.88,10.0,Income Statement
20,Diluted NI Availto Com Stockholders,2111532000.0,1760962000.0,787039000.0,495965000.0,Income Statement
21,Net Income Common Stockholders,2111532000.0,1760962000.0,787039000.0,495965000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,2111532000.0,1760962000.0,787039000.0,495965000.0,Income Statement
24,Net Income Including Noncontrolling Interests,2111532000.0,1760962000.0,787039000.0,495965000.0,Income Statement
25,Net Income Continuous Operations,2111532000.0,1760962000.0,787039000.0,495965000.0,Income Statement
26,Tax Provision,1177067000.0,144510000.0,117407000.0,31815000.0,Income Statement
27,Pretax Income,3288599000.0,1905472000.0,904446000.0,527780000.0,Income Statement
28,Other Non Operating Income Expenses,4889425000.0,163953000.0,160431000.0,9198000.0,Income Statement
29,Special Income Charges,-102197000.0,1274633000.0,356000.0,-1593000.0,Income Statement
30,Other Special Charges,,-1276760000.0,-356000.0,450000.0,Income Statement
31,Write Off,,2127000.0,,1143000.0,Income Statement
32,Net Non Operating Interest Income Expense,-1185528000.0,350912000.0,224234000.0,76829000.0,Income Statement
33,Total Other Finance Cost,,27888000.0,30830000.0,25559000.0,Income Statement
34,Interest Expense Non Operating,1185528000.0,542440000.0,495307000.0,129498000.0,Income Statement
35,Interest Income Non Operating,,921240000.0,750371000.0,231886000.0,Income Statement
36,Operating Income,-313101000.0,-24193000.0,28701000.0,104974000.0,Income Statement
37,Operating Expense,2146477000.0,1434027000.0,1255373000.0,1317066000.0,Income Statement
38,Other Operating Expenses,1510236000.0,356233000.0,374211000.0,404096000.0,Income Statement
39,Depreciation And Amortization In Income Statement,,86599000.0,,,Income Statement
40,Amortization,,611000.0,,,Income Statement
41,Depreciation Income Statement,,85988000.0,,,Income Statement
42,Selling General And Administration,,422716000.0,379115000.0,345165000.0,Income Statement
43,Selling And Marketing Expense,,299377000.0,292060000.0,284399000.0,Income Statement
44,General And Administrative Expense,,123339000.0,87055000.0,60766000.0,Income Statement
45,Rent And Landing Fees,,11418000.0,6964000.0,21236000.0,Income Statement
46,Gross Profit,1833376000.0,1409834000.0,1284074000.0,1422040000.0,Income Statement
47,Cost Of Revenue,7374345000.0,3571713000.0,2871764000.0,3565701000.0,Income Statement
48,Total Revenue,9207721000.0,4981547000.0,4155838000.0,4987741000.0,Income Statement
49,Operating Revenue,9207721000.0,4981547000.0,4155838000.0,4987741000.0,Income Statement
0,Ordinary Shares Number,49572490.0,49572490.0,49572490.0,49572490.0,Balance Sheet
1,Share Issued,49572490.0,49572490.0,49572490.0,49572490.0,Balance Sheet
2,Net Debt,17268222000.0,15605824000.0,10812546000.0,11666747000.0,Balance Sheet
3,Total Debt,17674637000.0,15949667000.0,11117827000.0,11933238000.0,Balance Sheet
4,Tangible Book Value,14073204000.0,11512599000.0,11651069000.0,9094057000.0,Balance Sheet
5,Invested Capital,31769648000.0,27466802000.0,22766891000.0,21023155000.0,Balance Sheet
6,Working Capital,11506149000.0,7134487000.0,2044340000.0,1023496000.0,Balance Sheet
7,Net Tangible Assets,14073204000.0,11512599000.0,11651069000.0,9094057000.0,Balance Sheet
8,Capital Lease Obligations,,0.0,3273000.0,6236000.0,Balance Sheet
9,Common Stock Equity,14095011000.0,11517135000.0,11652337000.0,9096153000.0,Balance Sheet
10,Total Capitalization,25321644000.0,26429124000.0,22435695000.0,20495001000.0,Balance Sheet
11,Total Equity Gross Minority Interest,14095011000.0,11517135000.0,11652337000.0,9096153000.0,Balance Sheet
12,Stockholders Equity,14095011000.0,11517135000.0,11652337000.0,9096153000.0,Balance Sheet
13,Other Equity Interest,13995866000.0,11417990000.0,11553192000.0,,Balance Sheet
14,Retained Earnings,,10163610000.0,5512574000.0,2196843000.0,Balance Sheet
15,Capital Stock,99145000.0,99145000.0,99145000.0,99145000.0,Balance Sheet
16,Common Stock,99145000.0,99145000.0,99145000.0,99145000.0,Balance Sheet
17,Total Liabilities Net Minority Interest,20949764000.0,20915249000.0,12932334000.0,13743910000.0,Balance Sheet
18,Total Non Current Liabilities Net Minority Interest,12232233000.0,16043674000.0,11787976000.0,12330579000.0,Balance Sheet
19,Derivative Product Liabilities,,0.0,,,Balance Sheet
20,Tradeand Other Payables Non Current,,1307000.0,,,Balance Sheet
21,Non Current Deferred Revenue,,10050000.0,,,Balance Sheet
22,Non Current Deferred Taxes Liabilities,64662000.0,146853000.0,39498000.0,28403000.0,Balance Sheet
23,Long Term Debt And Capital Lease Obligation,11226633000.0,14911989000.0,10783358000.0,11402121000.0,Balance Sheet
24,Long Term Capital Lease Obligation,,,0.0,3273000.0,Balance Sheet
25,Long Term Debt,11226633000.0,14911989000.0,10783358000.0,11398848000.0,Balance Sheet
26,Long Term Provisions,940938000.0,973475000.0,965120000.0,900055000.0,Balance Sheet
27,Current Liabilities,8717531000.0,4871575000.0,1144358000.0,1413331000.0,Balance Sheet
28,Other Current Liabilities,35939000.0,14649000.0,20026000.0,10076000.0,Balance Sheet
29,Current Debt And Capital Lease Obligation,6448004000.0,1037678000.0,334469000.0,531117000.0,Balance Sheet
30,Current Capital Lease Obligation,,0.0,3273000.0,2963000.0,Balance Sheet
31,Current Debt,6448004000.0,1037678000.0,331196000.0,528154000.0,Balance Sheet
32,Current Provisions,16643000.0,20600000.0,23942000.0,20121000.0,Balance Sheet
33,Payables,1830631000.0,1464065000.0,713463000.0,798651000.0,Balance Sheet
34,Other Payable,,254220000.0,228142000.0,211926000.0,Balance Sheet
35,Dividends Payable,,6649000.0,8141000.0,8649000.0,Balance Sheet
36,Total Tax Payable,15469000.0,3300000.0,3848000.0,659000.0,Balance Sheet
37,Accounts Payable,1815162000.0,1199896000.0,473332000.0,577417000.0,Balance Sheet
38,Total Assets,35044775000.0,32432384000.0,24584671000.0,22840063000.0,Balance Sheet
39,Total Non Current Assets,14821095000.0,20426322000.0,21395973000.0,20403236000.0,Balance Sheet
40,Other Non Current Assets,161596000.0,10000.0,206002000.0,,Balance Sheet
41,Defined Pension Benefit,,4015000.0,5138000.0,2992000.0,Balance Sheet
42,Non Current Prepaid Assets,,223982000.0,558255000.0,305026000.0,Balance Sheet
43,Non Current Deferred Taxes Assets,84975000.0,52239000.0,61397000.0,28375000.0,Balance Sheet
44,Financial Assets,0.0,1276104000.0,,,Balance Sheet
45,Investmentin Financial Assets,19064000.0,475375000.0,5795037000.0,4702862000.0,Balance Sheet
46,Available For Sale Securities,19064000.0,473012000.0,5792834000.0,14375000.0,Balance Sheet
47,Financial Assets Designatedas Fair Value Through Profitor Loss Total,,2363000.0,2203000.0,4688487000.0,Balance Sheet
