,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,0.0,0.0,Income Statement
1,Tax Rate For Calcs,0.0,0.0,0.0,Income Statement
2,Normalized EBITDA,3410000.0,-58480000.0,-633280000.0,Income Statement
3,Total Unusual Items,0.0,0.0,-270000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,0.0,-270000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,-6730000.0,-70140000.0,-648070000.0,Income Statement
6,Reconciled Depreciation,10140000.0,11660000.0,14520000.0,Income Statement
7,Reconciled Cost Of Revenue,0.0,67170000.0,894670000.0,Income Statement
8,EBIT,-6730000.0,-70140000.0,-648070000.0,Income Statement
9,Net Interest Income,120000.0,60000.0,270000.0,Income Statement
10,Interest Expense,0.0,0.0,0.0,Income Statement
11,Interest Income,120000.0,60000.0,270000.0,Income Statement
12,Normalized Income,-6730000.0,-70140000.0,-647800000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,-6730000.0,-70140000.0,-648070000.0,Income Statement
14,Total Expenses,18060000.0,91370000.0,1006720000.0,Income Statement
15,Rent Expense Supplemental,0.0,360000.0,790000.0,Income Statement
16,Diluted Average Shares,,69575152.0,69575152.0,Income Statement
17,Basic Average Shares,,69575152.0,69575152.0,Income Statement
18,Diluted EPS,,-1.01,-9.27,Income Statement
19,Basic EPS,,-1.01,-9.27,Income Statement
20,Diluted NI Availto Com Stockholders,-6730000.0,-70140000.0,-648070000.0,Income Statement
21,Net Income Common Stockholders,-6730000.0,-70140000.0,-648070000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,-6730000.0,-70140000.0,-648070000.0,Income Statement
24,Net Income Including Noncontrolling Interests,-6730000.0,-70140000.0,-648070000.0,Income Statement
25,Net Income Discontinuous Operations,,0.0,0.0,Income Statement
26,Net Income Continuous Operations,-6730000.0,-70140000.0,-648070000.0,Income Statement
27,Tax Provision,0.0,0.0,0.0,Income Statement
28,Pretax Income,-6730000.0,-70140000.0,-648070000.0,Income Statement
29,Other Non Operating Income Expenses,7790000.0,10790000.0,9930000.0,Income Statement
30,Special Income Charges,0.0,0.0,-270000.0,Income Statement
31,Other Special Charges,,,270000.0,Income Statement
32,Net Non Operating Interest Income Expense,120000.0,60000.0,270000.0,Income Statement
33,Interest Expense Non Operating,0.0,0.0,0.0,Income Statement
34,Interest Income Non Operating,120000.0,60000.0,270000.0,Income Statement
35,Operating Income,-14640000.0,-81900000.0,-657700000.0,Income Statement
36,Operating Expense,18060000.0,24200000.0,112050000.0,Income Statement
37,Other Operating Expenses,,1210000.0,51890000.0,Income Statement
38,Depreciation And Amortization In Income Statement,10140000.0,11660000.0,14520000.0,Income Statement
39,Amortization,150000.0,150000.0,150000.0,Income Statement
40,Depreciation Income Statement,9990000.0,11510000.0,14370000.0,Income Statement
41,Selling General And Administration,5810000.0,3520000.0,16700000.0,Income Statement
42,Selling And Marketing Expense,60000.0,240000.0,3050000.0,Income Statement
43,General And Administrative Expense,5750000.0,3280000.0,13650000.0,Income Statement
44,Rent And Landing Fees,0.0,360000.0,790000.0,Income Statement
45,Gross Profit,3420000.0,-57700000.0,-545650000.0,Income Statement
46,Cost Of Revenue,0.0,67170000.0,894670000.0,Income Statement
47,Total Revenue,3420000.0,9470000.0,349020000.0,Income Statement
48,Operating Revenue,3420000.0,9470000.0,349020000.0,Income Statement
0,Ordinary Shares Number,91295775.0,91295775.0,91295775.0,Balance Sheet
1,Share Issued,91295775.0,91295775.0,91295775.0,Balance Sheet
2,Net Debt,370820000.0,372140000.0,155390000.0,Balance Sheet
3,Total Debt,376620000.0,377370000.0,165230000.0,Balance Sheet
4,Tangible Book Value,-374490000.0,-367910000.0,-303990000.0,Balance Sheet
5,Invested Capital,2520000.0,10000000.0,-138070000.0,Balance Sheet
6,Working Capital,-648940000.0,-653140000.0,-385270000.0,Balance Sheet
7,Net Tangible Assets,-374490000.0,-367910000.0,-303990000.0,Balance Sheet
8,Common Stock Equity,-374100000.0,-367370000.0,-303300000.0,Balance Sheet
9,Total Capitalization,-374100000.0,-367370000.0,-303300000.0,Balance Sheet
10,Total Equity Gross Minority Interest,-374100000.0,-367370000.0,-303300000.0,Balance Sheet
11,Stockholders Equity,-374100000.0,-367370000.0,-303300000.0,Balance Sheet
12,Retained Earnings,-2588090000.0,-2581360000.0,-2517290000.0,Balance Sheet
13,Additional Paid In Capital,1166750000.0,1166750000.0,1166750000.0,Balance Sheet
14,Capital Stock,912950000.0,912950000.0,912950000.0,Balance Sheet
15,Common Stock,912950000.0,912950000.0,912950000.0,Balance Sheet
16,Total Liabilities Net Minority Interest,923080000.0,915020000.0,917890000.0,Balance Sheet
17,Total Non Current Liabilities Net Minority Interest,7070000.0,6690000.0,223740000.0,Balance Sheet
18,Other Non Current Liabilities,,-130000.0,,Balance Sheet
19,Non Current Pension And Other Postretirement Benefit Plans,6520000.0,6520000.0,11210000.0,Balance Sheet
20,Non Current Deferred Revenue,550000.0,300000.0,300000.0,Balance Sheet
21,Current Liabilities,916010000.0,908330000.0,694150000.0,Balance Sheet
22,Other Current Liabilities,14800000.0,14820000.0,12640000.0,Balance Sheet
23,Current Debt And Capital Lease Obligation,376620000.0,377370000.0,165230000.0,Balance Sheet
24,Current Debt,376620000.0,377370000.0,165230000.0,Balance Sheet
25,Pensionand Other Post Retirement Benefit Plans Current,5130000.0,5120000.0,5570000.0,Balance Sheet
26,Payables,263470000.0,263250000.0,264640000.0,Balance Sheet
27,Other Payable,10000000.0,10050000.0,10920000.0,Balance Sheet
28,Total Tax Payable,0.0,0.0,,Balance Sheet
29,Accounts Payable,253470000.0,253200000.0,253720000.0,Balance Sheet
30,Total Assets,548980000.0,547650000.0,614590000.0,Balance Sheet
31,Total Non Current Assets,281910000.0,292460000.0,305710000.0,Balance Sheet
32,Other Non Current Assets,,,10000.0,Balance Sheet
33,Non Current Prepaid Assets,12500000.0,12500000.0,12510000.0,Balance Sheet
34,Investmentin Financial Assets,,,0.0,Balance Sheet
35,Goodwill And Other Intangible Assets,390000.0,540000.0,690000.0,Balance Sheet
36,Other Intangible Assets,390000.0,540000.0,690000.0,Balance Sheet
37,Net PPE,269020000.0,279010000.0,290370000.0,Balance Sheet
38,Accumulated Depreciation,-77400000.0,-67410000.0,-56950000.0,Balance Sheet
39,Gross PPE,346420000.0,346420000.0,347320000.0,Balance Sheet
40,Construction In Progress,23900000.0,23900000.0,23760000.0,Balance Sheet
41,Other Properties,2870000.0,2870000.0,2870000.0,Balance Sheet
42,Machinery Furniture Equipment,165970000.0,165970000.0,165960000.0,Balance Sheet
43,Buildings And Improvements,90540000.0,90540000.0,90540000.0,Balance Sheet
44,Land And Improvements,63140000.0,63140000.0,64190000.0,Balance Sheet
45,Properties,0.0,0.0,0.0,Balance Sheet
46,Current Assets,267070000.0,255190000.0,308880000.0,Balance Sheet
47,Other Current Assets,4430000.0,4420000.0,4430000.0,Balance Sheet
48,Restricted Cash,1200000.0,2720000.0,2550000.0,Balance Sheet
49,Prepaid Assets,99740000.0,97360000.0,94660000.0,Balance Sheet
50,Inventory,31360000.0,31360000.0,97000000.0,Balance Sheet
51,Finished Goods,31320000.0,31320000.0,96960000.0,Balance Sheet
52,Work In Process,,,0.0,Balance Sheet
53,Raw Materials,40000.0,40000.0,40000.0,Balance Sheet
54,Other Receivables,4650000.0,3840000.0,2190000.0,Balance Sheet
55,Taxes Receivable,61520000.0,61520000.0,63380000.0,Balance Sheet
56,Accounts Receivable,58370000.0,48740000.0,34830000.0,Balance Sheet
57,Allowance For Doubtful Accounts Receivable,-189890000.0,-189890000.0,-189890000.0,Balance Sheet
58,Gross Accounts Receivable,248260000.0,238630000.0,224720000.0,Balance Sheet
59,Cash Cash Equivalents And Short Term Investments,5800000.0,5230000.0,9840000.0,Balance Sheet
60,Cash And Cash Equivalents,5800000.0,5230000.0,9840000.0,Balance Sheet
61,Cash Financial,5800000.0,5230000.0,9840000.0,Balance Sheet
0,Free Cash Flow,800000.0,-4580000.0,-119960000.0,Cash Flow
1,Repayment Of Debt,-750000.0,-90000.0,-90000.0,Cash Flow
2,Issuance Of Capital Stock,0.0,0.0,96860000.0,Cash Flow
3,Capital Expenditure,,-140000.0,-3620000.0,Cash Flow
4,End Cash Position,5800000.0,5630000.0,10240000.0,Cash Flow
5,Beginning Cash Position,5630000.0,10240000.0,31660000.0,Cash Flow
6,Changes In Cash,170000.0,-4610000.0,-21420000.0,Cash Flow
7,Financing Cash Flow,-750000.0,-90000.0,96770000.0,Cash Flow
8,Net Common Stock Issuance,0.0,0.0,96860000.0,Cash Flow
9,Common Stock Issuance,0.0,0.0,96860000.0,Cash Flow
10,Net Issuance Payments Of Debt,-750000.0,-90000.0,-90000.0,Cash Flow
11,Net Short Term Debt Issuance,-750000.0,-90000.0,,Cash Flow
12,Short Term Debt Payments,-750000.0,-90000.0,,Cash Flow
13,Net Long Term Debt Issuance,,,-90000.0,Cash Flow
14,Long Term Debt Payments,,,-90000.0,Cash Flow
15,Investing Cash Flow,120000.0,-80000.0,-1850000.0,Cash Flow
16,Interest Received Cfi,120000.0,60000.0,270000.0,Cash Flow
17,Net Intangibles Purchase And Sale,0.0,0.0,0.0,Cash Flow
18,Purchase Of Intangibles,0.0,0.0,0.0,Cash Flow
19,Net PPE Purchase And Sale,0.0,-140000.0,-2120000.0,Cash Flow
20,Sale Of PPE,0.0,,1500000.0,Cash Flow
21,Purchase Of PPE,0.0,-140000.0,-3620000.0,Cash Flow
22,Operating Cash Flow,800000.0,-4440000.0,-116340000.0,Cash Flow
23,Taxes Refund Paid,0.0,1860000.0,-440000.0,Cash Flow
24,Change In Working Capital,-2580000.0,52150000.0,712490000.0,Cash Flow
25,Change In Other Current Liabilities,8530000.0,2880000.0,-59340000.0,Cash Flow
26,Change In Other Current Assets,-1670000.0,-2780000.0,125450000.0,Cash Flow
27,Change In Payable,270000.0,-520000.0,-1299410000.0,Cash Flow
28,Change In Inventory,0.0,65640000.0,711050000.0,Cash Flow
29,Change In Receivables,-9720000.0,-14000000.0,1231410000.0,Cash Flow
30,Deferred Tax,,0.0,0.0,Cash Flow
31,Depreciation And Amortization,10140000.0,11660000.0,14520000.0,Cash Flow
32,Depreciation,10140000.0,11660000.0,14520000.0,Cash Flow
33,Gain Loss On Investment Securities,-120000.0,-60000.0,-270000.0,Cash Flow
34,Net Foreign Currency Exchange Gain Loss,90000.0,90000.0,-320000.0,Cash Flow
35,Gain Loss On Sale Of PPE,0.0,0.0,270000.0,Cash Flow
36,Net Income From Continuing Operations,-6730000.0,-70140000.0,-648070000.0,Cash Flow
