,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-54400.0,204032.91981,-3338966.321676
Tax Rate For Calcs,0.321835,0.4,0.265322,0.336352
Normalized EBITDA,1477400000.0,526718000.0,1903000.0,761483000.0
Total Unusual Items,0.0,-136000.0,769000.0,-9927000.0
Total Unusual Items Excluding Goodwill,0.0,-136000.0,769000.0,-9927000.0
Net Income From Continuing Operation Net Minority Interest,933200000.0,99049000.0,-399672000.0,238535000.0
Reconciled Depreciation,146100000.0,155355000.0,165553000.0,167872000.0
Reconciled Cost Of Revenue,1351900000.0,791489000.0,404483000.0,1128547000.0
EBIT,1331300000.0,371227000.0,-162881000.0,583684000.0
Net Interest Income,-154300000.0,-184644000.0,-195855000.0,-225267000.0
Interest Expense,154300000.0,183904000.0,197115000.0,224254000.0
Interest Income,,1282000.0,3282000.0,1009000.0
Normalized Income,933200000.0,99130600.0,-400236967.08019,245123033.678324
Net Income From Continuing And Discontinued Operation,933200000.0,99049000.0,-399672000.0,238535000.0
Total Expenses,2792300000.0,1909144000.0,1117691000.0,2517031000.0
Rent Expense Supplemental,,9801000.0,11301000.0,16123000.0
Diluted Average Shares,62926500.0,70000000.0,62701495.0,62701495.0
Basic Average Shares,62926500.0,70000000.0,62701495.0,62701495.0
Diluted EPS,14.83,0.3,-4.218097,4.4
Basic EPS,14.83,0.3,-4.218097,4.4
Diluted NI Availto Com Stockholders,933200000.0,99049000.0,-399672000.0,238535000.0
Net Income Common Stockholders,933200000.0,99049000.0,-399672000.0,238535000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,933200000.0,99049000.0,-399672000.0,238535000.0
Net Income Including Noncontrolling Interests,933200000.0,99049000.0,-399672000.0,238535000.0
Net Income Continuous Operations,933200000.0,99049000.0,-399672000.0,238535000.0
Tax Provision,378800000.0,88274000.0,-95515000.0,120895000.0
Pretax Income,1177000000.0,187323000.0,-359996000.0,359430000.0
Other Non Operating Income Expenses,287800000.0,10474000.0,22150000.0,10258000.0
Special Income Charges,0.0,-136000.0,769000.0,-9927000.0
Other Special Charges,,136000.0,-769000.0,146000.0
Write Off,,,0.0,9781000.0
Net Non Operating Interest Income Expense,-154300000.0,-184644000.0,-195855000.0,-225267000.0
Total Other Finance Cost,,2022000.0,2022000.0,2022000.0
Interest Expense Non Operating,154300000.0,183904000.0,197115000.0,224254000.0
Interest Income Non Operating,,1282000.0,3282000.0,1009000.0
Operating Income,1043500000.0,361621000.0,-187067000.0,584079000.0
Operating Expense,1440400000.0,1117655000.0,713208000.0,1388484000.0
Other Operating Expenses,1294300000.0,604233000.0,300429000.0,834412000.0
Depreciation And Amortization In Income Statement,146100000.0,155355000.0,165553000.0,167872000.0
Depreciation Income Statement,146100000.0,155355000.0,165553000.0,167872000.0
Selling General And Administration,,281600000.0,209203000.0,393965000.0
Selling And Marketing Expense,,50557000.0,33157000.0,68354000.0
General And Administrative Expense,,231043000.0,176046000.0,325611000.0
Rent And Landing Fees,,9801000.0,11301000.0,16123000.0
Gross Profit,2483900000.0,1479276000.0,526141000.0,1972563000.0
Cost Of Revenue,1351900000.0,791489000.0,404483000.0,1128547000.0
Total Revenue,3835800000.0,2270765000.0,930624000.0,3101110000.0
Operating Revenue,3835800000.0,2270765000.0,930624000.0,3101110000.0
Ordinary Shares Number,62701495.0,62701495.0,62701495.0,62701495.0
Share Issued,62701495.0,62701495.0,62701495.0,62701495.0
