,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-15887556.26501,-3604657.878217,-11232559.636719
Tax Rate For Calcs,0.262717,0.250198,0.053986,0.08375
Normalized EBITDA,1609490000.0,1209180000.0,672140000.0,619580000.0
Total Unusual Items,,-63500000.0,-66770000.0,-134120000.0
Total Unusual Items Excluding Goodwill,,-63500000.0,-66770000.0,-134120000.0
Net Income From Continuing Operation Net Minority Interest,840340000.0,521390000.0,30140000.0,-159400000.0
Reconciled Depreciation,258870000.0,236110000.0,256990000.0,349970000.0
Reconciled Cost Of Revenue,1331310000.0,1270860000.0,1639170000.0,2376610000.0
EBIT,1350620000.0,909570000.0,348380000.0,135490000.0
Net Interest Income,-210840000.0,-207700000.0,-307360000.0,-321840000.0
Interest Expense,210840000.0,214200000.0,316520000.0,309460000.0
Interest Income,,21530000.0,26500000.0,7090000.0
Normalized Income,840340000.0,569002443.73499,93305342.121783,-36512559.636719
Net Income From Continuing And Discontinued Operation,840340000.0,521390000.0,30140000.0,-159400000.0
Total Expenses,3846940000.0,2902610000.0,3170690000.0,4283490000.0
Rent Expense Supplemental,,11530000.0,27180000.0,48050000.0
Diluted Average Shares,82548134.0,108706235.0,84198748.0,84198748.0
Basic Average Shares,82467125.0,84198748.0,84198748.0,84198748.0
Diluted EPS,10.18,4.796321,0.357963,-1.89314
Basic EPS,10.19,6.192372,0.357963,-1.89314
Diluted NI Availto Com Stockholders,840340000.0,521390000.0,30140000.0,-159400000.0
Net Income Common Stockholders,840340000.0,521390000.0,30140000.0,-159400000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,840340000.0,521390000.0,30140000.0,-159400000.0
Minority Interests,0.0,,,
Net Income Including Noncontrolling Interests,840340000.0,521390000.0,30140000.0,-159400000.0
Net Income Continuous Operations,840340000.0,521390000.0,30140000.0,-159400000.0
Tax Provision,299440000.0,173980000.0,1720000.0,-14570000.0
Pretax Income,1139780000.0,695370000.0,31860000.0,-173970000.0
Other Non Operating Income Expenses,34870000.0,5910000.0,6720000.0,8510000.0
Special Income Charges,,-63500000.0,-66770000.0,-134120000.0
Other Special Charges,,70000.0,29620000.0,39060000.0
Write Off,,63430000.0,37150000.0,21910000.0
Impairment Of Capital Assets,,0.0,0.0,73150000.0
Net Non Operating Interest Income Expense,-210840000.0,-207700000.0,-307360000.0,-321840000.0
Total Other Finance Cost,,15030000.0,17340000.0,19470000.0
Interest Expense Non Operating,210840000.0,214200000.0,316520000.0,309460000.0
Interest Income Non Operating,,21530000.0,26500000.0,7090000.0
Operating Income,1315750000.0,961380000.0,401320000.0,275020000.0
Operating Expense,2515630000.0,1631750000.0,1531520000.0,1906880000.0
Other Operating Expenses,929120000.0,568690000.0,423770000.0,606160000.0
Depreciation And Amortization In Income Statement,258870000.0,236110000.0,256990000.0,276820000.0
Amortization,,8110000.0,9110000.0,45810000.0
Depreciation Income Statement,258870000.0,228000000.0,247880000.0,231010000.0
Selling General And Administration,553080000.0,515070000.0,546320000.0,608270000.0
Selling And Marketing Expense,553080000.0,445450000.0,466950000.0,524590000.0
General And Administrative Expense,,69620000.0,79370000.0,83680000.0
Rent And Landing Fees,,11530000.0,27180000.0,48050000.0
Gross Profit,3831380000.0,2593130000.0,1932840000.0,2181900000.0
Cost Of Revenue,1331310000.0,1270860000.0,1639170000.0,2376610000.0
Total Revenue,5162690000.0,3863990000.0,3572010000.0,4558510000.0
Operating Revenue,5162690000.0,3863990000.0,3572010000.0,4558510000.0
Ordinary Shares Number,84277069.0,84198748.0,84198748.0,84198748.0
Share Issued,84277069.0,84198748.0,84198748.0,84198748.0
Net Debt,1753860000.0,2187320000.0,2604650000.0,3307700000.0
Total Debt,2026350000.0,2399130000.0,3151570000.0,3927410000.0
Tangible Book Value,5251950000.0,3877270000.0,3035330000.0,2952450000.0
Invested Capital,7238030000.0,6241900000.0,6059950000.0,6681880000.0
Working Capital,1533760000.0,804040000.0,551390000.0,376240000.0
Net Tangible Assets,5251950000.0,3877270000.0,3035330000.0,2952450000.0
Capital Lease Obligations,108770000.0,109820000.0,139010000.0,244990000.0
Common Stock Equity,5320450000.0,3952590000.0,3047390000.0,2999460000.0
Total Capitalization,5863220000.0,4433260000.0,3638580000.0,3787700000.0
Total Equity Gross Minority Interest,5320450000.0,3952590000.0,3047390000.0,3023470000.0
Minority Interest,,0.0,0.0,24010000.0
Stockholders Equity,5320450000.0,3952590000.0,3047390000.0,2999460000.0
Other Equity Interest,5151930000.0,25790000.0,13170000.0,11010000.0
Retained Earnings,,1529770000.0,1204550000.0,1177280000.0
Additional Paid In Capital,,2203940000.0,1643260000.0,1624780000.0
Capital Stock,168520000.0,157200000.0,150800000.0,150440000.0
Common Stock,168520000.0,157200000.0,150800000.0,150440000.0
Total Liabilities Net Minority Interest,3493250000.0,3633010000.0,4468580000.0,5286890000.0
Total Non Current Liabilities Net Minority Interest,782330000.0,731620000.0,950600000.0,1232080000.0
Non Current Pension And Other Postretirement Benefit Plans,,19920000.0,99610000.0,81450000.0
Non Current Deferred Taxes Liabilities,181630000.0,168600000.0,159740000.0,175530000.0
Long Term Debt And Capital Lease Obligation,600700000.0,543100000.0,691250000.0,975100000.0
Long Term Capital Lease Obligation,57930000.0,62430000.0,100060000.0,186860000.0
Long Term Debt,542770000.0,480670000.0,591190000.0,788240000.0
Current Liabilities,2710920000.0,2901390000.0,3517980000.0,4054810000.0
Other Current Liabilities,197560000.0,,,
Current Debt And Capital Lease Obligation,1425650000.0,1856030000.0,2460320000.0,2952310000.0
Current Capital Lease Obligation,50840000.0,47390000.0,38950000.0,58130000.0
Current Debt,1374810000.0,1808640000.0,2421370000.0,2894180000.0
Pensionand Other Post Retirement Benefit Plans Current,,27230000.0,12980000.0,19010000.0
Current Provisions,22230000.0,,,
Payables,846660000.0,890200000.0,771860000.0,937560000.0
Other Payable,,201220000.0,175810000.0,110790000.0
Total Tax Payable,26190000.0,14530000.0,12700000.0,
Accounts Payable,820470000.0,674450000.0,583350000.0,826770000.0
Total Assets,8813700000.0,7585600000.0,7515970000.0,8310360000.0
Total Non Current Assets,4569020000.0,3880170000.0,3446600000.0,3879310000.0
Other Non Current Assets,30950000.0,,,
Non Current Prepaid Assets,,53750000.0,64620000.0,69650000.0
Non Current Deferred Taxes Assets,,0.0,0.0,420000.0
Investmentin Financial Assets,367960000.0,30000.0,30000.0,890000.0
Available For Sale Securities,367960000.0,30000.0,30000.0,890000.0
Goodwill And Other Intangible Assets,68500000.0,75320000.0,12060000.0,47010000.0
Other Intangible Assets,59960000.0,66780000.0,11950000.0,20100000.0
Goodwill,8540000.0,8540000.0,110000.0,26910000.0
Net PPE,4082630000.0,3547710000.0,3165270000.0,3500600000.0
Accumulated Depreciation,,-947720000.0,-744210000.0,-611650000.0
Gross PPE,4082630000.0,4495430000.0,3909480000.0,4112250000.0
