,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.252586,0.25375,0.25084,0.09866
Normalized EBITDA,4008653000.0,1803876000.0,877986000.0,1155140000.0
Total Unusual Items,,,,0.0
Total Unusual Items Excluding Goodwill,,,,0.0
Net Income From Continuing Operation Net Minority Interest,3314951000.0,1516161000.0,752150000.0,1064382000.0
Reconciled Depreciation,47000.0,147000.0,259000.0,253000.0
Reconciled Cost Of Revenue,10418000.0,4550000.0,2120000.0,3298000.0
EBIT,4008606000.0,1803729000.0,877727000.0,1154887000.0
Net Interest Income,,0.0,-1006000.0,-328000.0
Interest Expense,,0.0,676000.0,
Normalized Income,3314951000.0,1516161000.0,752150000.0,1064382000.0
Net Income From Continuing And Discontinued Operation,3314951000.0,1516161000.0,752150000.0,1064382000.0
Total Expenses,59042000.0,57692000.0,50062000.0,55258000.0
Diluted Average Shares,,11094021.0,11068287.0,11068287.0
Basic Average Shares,,11094021.0,11068287.0,11068287.0
Diluted EPS,,121.33,67.96,96.17
Basic EPS,,121.33,67.96,96.17
Diluted NI Availto Com Stockholders,3314951000.0,1516161000.0,752150000.0,1064382000.0
Net Income Common Stockholders,3314951000.0,1516161000.0,752150000.0,1064382000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3314951000.0,1516161000.0,752150000.0,1064382000.0
Net Income Including Noncontrolling Interests,3314951000.0,1516161000.0,752150000.0,1064382000.0
Net Income Continuous Operations,3314951000.0,1516161000.0,752150000.0,1064382000.0
Tax Provision,1012517000.0,457701000.0,219999000.0,113910000.0
Pretax Income,4008606000.0,1803729000.0,877051000.0,1154559000.0
Special Income Charges,,,,0.0
Net Non Operating Interest Income Expense,,0.0,-1006000.0,-328000.0
Total Other Finance Cost,,,330000.0,328000.0
Interest Expense Non Operating,,0.0,676000.0,
Operating Income,4008606000.0,1803729000.0,878057000.0,1154887000.0
Operating Expense,59042000.0,53142000.0,47942000.0,51960000.0
Other Operating Expenses,31767000.0,11462000.0,10479000.0,11711000.0
Depreciation And Amortization In Income Statement,47000.0,147000.0,259000.0,253000.0
Depreciation Income Statement,47000.0,147000.0,259000.0,253000.0
Selling General And Administration,4668000.0,6375000.0,2714000.0,1440000.0
Selling And Marketing Expense,,,193000.0,164000.0
General And Administrative Expense,4668000.0,6375000.0,2521000.0,1276000.0
Gross Profit,4057230000.0,1856871000.0,925999000.0,1206847000.0
Cost Of Revenue,10418000.0,4550000.0,2120000.0,3298000.0
Total Revenue,4067648000.0,1861421000.0,928119000.0,1210145000.0
Operating Revenue,4067648000.0,1861421000.0,928119000.0,1210145000.0
Treasury Shares Number,2363.0,5604.0,31338.0,31338.0
Ordinary Shares Number,11068287.0,11094021.0,11068287.0,11068287.0
Share Issued,11068287.0,11099625.0,11099625.0,11099625.0
Tangible Book Value,194098997000.0,199373012000.0,126022274000.0,71122227000.0
Invested Capital,194098997000.0,199543418000.0,126022274000.0,71122227000.0
Working Capital,170924000.0,2543412000.0,135046000.0,191607000.0
Net Tangible Assets,194098997000.0,199373012000.0,126022274000.0,71122227000.0
Common Stock Equity,194098997000.0,199543418000.0,126022274000.0,71122227000.0
Total Capitalization,194098997000.0,199543418000.0,126022274000.0,71122227000.0
Total Equity Gross Minority Interest,194098997000.0,199543418000.0,126022274000.0,71122227000.0
Stockholders Equity,194098997000.0,199543418000.0,126022274000.0,71122227000.0
Other Equity Interest,193988025000.0,28033000.0,25302000.0,21288000.0
Retained Earnings,10881424000.0,7564668000.0,6015154000.0,5263035000.0
Capital Stock,110972000.0,110940000.0,110683000.0,110683000.0
Common Stock,110972000.0,110940000.0,110683000.0,110683000.0
Total Liabilities Net Minority Interest,26291245000.0,28019857000.0,14428324000.0,5996944000.0
Total Non Current Liabilities Net Minority Interest,26282114000.0,28007860000.0,14427424000.0,5995129000.0
Other Non Current Liabilities,,6049000.0,4477000.0,2395000.0
Non Current Pension And Other Postretirement Benefit Plans,,4789000.0,,
Non Current Deferred Taxes Liabilities,26273017000.0,28003071000.0,14409174000.0,5979683000.0
Long Term Provisions,9097000.0,9112000.0,13773000.0,13051000.0
Current Liabilities,9131000.0,11997000.0,900000.0,1815000.0
Other Current Liabilities,7030000.0,6049000.0,,
Current Provisions,,4323000.0,,
Payables,2101000.0,1625000.0,900000.0,1815000.0
Accounts Payable,2101000.0,1625000.0,900000.0,1815000.0
Total Assets,220390242000.0,227563275000.0,140450598000.0,77119171000.0
Total Non Current Assets,220210187000.0,225007866000.0,140314652000.0,76925748000.0
Other Non Current Assets,,,210000.0,257000.0
Non Current Prepaid Assets,200000.0,200000.0,200000.0,200000.0
Other Investments,,,30126035000.0,16186862000.0
Investmentin Financial Assets,211015510000.0,217210195000.0,133357615000.0,71154702000.0
Available For Sale Securities,211015510000.0,217210195000.0,133357615000.0,71154702000.0
Long Term Equity Investment,5144611000.0,3810591000.0,2102153000.0,1636790000.0
Investmentsin Associatesat Cost,5144611000.0,3810591000.0,2102153000.0,1636790000.0
Goodwill And Other Intangible Assets,170406000.0,170406000.0,,
Goodwill,170406000.0,170406000.0,,
Net PPE,27000.0,74000.0,584000.0,556000.0
Accumulated Depreciation,-260000.0,-213000.0,-1092000.0,-833000.0
Gross PPE,287000.0,287000.0,1676000.0,1389000.0
Machinery Furniture Equipment,287000.0,287000.0,1676000.0,1389000.0
Current Assets,180055000.0,2555409000.0,135946000.0,193422000.0
Other Current Assets,229000.0,191000.0,210000.0,257000.0
Prepaid Assets,49000.0,23000.0,41000.0,
Other Receivables,117951000.0,2493091000.0,74001000.0,97786000.0
Taxes Receivable,26621000.0,26348000.0,24816000.0,24781000.0
Accounts Receivable,23815000.0,32735000.0,26105000.0,11238000.0
Cash Cash Equivalents And Short Term Investments,11439000.0,3212000.0,10983000.0,59360000.0
Cash And Cash Equivalents,11439000.0,3212000.0,10983000.0,59360000.0
Cash Equivalents,9500000.0,0.0,10069000.0,0.0
Cash Financial,1939000.0,3212000.0,914000.0,59360000.0
Free Cash Flow,2983904000.0,1302361000.0,672223000.0,1034889000.0
Capital Expenditure,,,-287000.0,
End Cash Position,11439000.0,3212000.0,10983000.0,59360000.0
Beginning Cash Position,3212000.0,10983000.0,59360000.0,100000000.0
Changes In Cash,8227000.0,-7771000.0,-48377000.0,-40640000.0
Financing Cash Flow,0.0,0.0,0.0,0.0
Investing Cash Flow,-2975677000.0,-1310132000.0,-720887000.0,-1075529000.0
Net Investment Purchase And Sale,27904000.0,,0.0,-584029000.0
Sale Of Investment,5409205000.0,,,
Purchase Of Investment,-5381301000.0,,0.0,-584029000.0
Net PPE Purchase And Sale,0.0,363000.0,-287000.0,0.0
Sale Of PPE,,,,0.0
Purchase Of PPE,,,-287000.0,
Operating Cash Flow,2983904000.0,1302361000.0,672510000.0,1034889000.0
Taxes Refund Paid,-1012974000.0,-458042000.0,-220609000.0,-125470000.0
Interest Received Cfo,669105000.0,464527000.0,415559000.0,324109000.0
Dividend Received Cfo,3154701000.0,1182801000.0,362805000.0,733233000.0
Change In Working Capital,129335000.0,60378000.0,85118000.0,95923000.0
Change In Other Current Liabilities,981000.0,1573000.0,2757000.0,
Change In Other Current Assets,-38000.0,19000.0,3145000.0,-2858000.0
Change In Payable,476000.0,737000.0,-946000.0,668000.0
Change In Receivables,128942000.0,63234000.0,82919000.0,98113000.0
Other Non Cash Items,-786850000.0,-571882000.0,-489392000.0,-421895000.0
Stock Based Compensation,3529000.0,2953000.0,,
Depreciation And Amortization,47000.0,147000.0,259000.0,253000.0
Depreciation,47000.0,147000.0,259000.0,253000.0
Pension And Employee Benefit Expense,1011000.0,551000.0,4524000.0,7410000.0
Gain Loss On Investment Securities,-3182606000.0,-1182801000.0,-362805000.0,-733233000.0
Net Income From Continuing Operations,4008606000.0,1803729000.0,877051000.0,1154559000.0
