,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-41226.522462,304.381587,1298.663869
Tax Rate For Calcs,0.4,0.08763,0.345888,0.284607
Normalized EBITDA,3456000.0,64858639.0,141347916.0,-90514632.0
Total Unusual Items,0.0,-470460.0,880.0,4563.0
Total Unusual Items Excluding Goodwill,0.0,-470460.0,880.0,4563.0
Net Income From Continuing Operation Net Minority Interest,5505000.0,57068963.0,91535224.0,-65863422.0
Reconciled Depreciation,1424000.0,1478240.0,1278580.0,1319721.0
Reconciled Cost Of Revenue,13839000.0,9262783.0,8244226.0,8932459.0
EBIT,2032000.0,62909939.0,140070216.0,-91829790.0
Net Interest Income,-259000.0,-359682.0,-120150.0,-83236.0
Interest Expense,259000.0,359682.0,132029.0,236340.0
Interest Income,47000.0,0.0,11879.0,153104.0
Normalized Income,5505000.0,57498196.477538,91534648.381587,-65866686.336131
Net Income From Continuing And Discontinued Operation,5505000.0,57068963.0,91535224.0,-65863422.0
Total Expenses,33971000.0,-9572301.0,-71562903.0,124945229.0
Rent Expense Supplemental,386000.0,356530.0,371219.0,366260.0
Diluted Average Shares,,3000000.0,3000000.0,3000000.0
Basic Average Shares,,3000000.0,3000000.0,3000000.0
Diluted EPS,,19.02,30.51,-21.95
Basic EPS,,19.02,30.51,-21.95
Diluted NI Availto Com Stockholders,5505000.0,57068963.0,91535224.0,-65863422.0
Net Income Common Stockholders,5505000.0,57068963.0,91535224.0,-65863422.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,5505000.0,57068963.0,91535224.0,-65863422.0
Net Income Including Noncontrolling Interests,5505000.0,57068963.0,91535224.0,-65863422.0
Net Income Discontinuous Operations,0.0,,0.0,
Net Income Continuous Operations,5505000.0,57068963.0,91535224.0,-65863422.0
Tax Provision,-3732000.0,5481294.0,48402963.0,-26202708.0
Pretax Income,1773000.0,62550257.0,139938187.0,-92066130.0
Other Non Operating Income Expenses,128000.0,4577637.0,4661634.0,5590653.0
Special Income Charges,0.0,-470460.0,880.0,4563.0
Other Special Charges,,60.0,-880.0,-4563.0
Write Off,0.0,470400.0,,
Net Non Operating Interest Income Expense,-259000.0,-359682.0,-120150.0,-83236.0
Interest Expense Non Operating,259000.0,359682.0,132029.0,236340.0
Interest Income Non Operating,47000.0,0.0,11879.0,153104.0
Operating Income,1904000.0,58802762.0,135395823.0,-97578110.0
Operating Expense,20132000.0,-18835084.0,-79807129.0,116012770.0
Other Operating Expenses,18708000.0,466371.0,282545.0,109978506.0
Depreciation And Amortization In Income Statement,1424000.0,1478240.0,1278580.0,1319721.0
Amortization,2000.0,,,
Depreciation Income Statement,1424000.0,1478240.0,1278580.0,1319721.0
Selling General And Administration,1313000.0,1237214.0,1325988.0,1198399.0
Selling And Marketing Expense,50000.0,38220.0,24323.0,29066.0
General And Administrative Expense,1263000.0,1198994.0,1301665.0,1169333.0
Rent And Landing Fees,386000.0,356530.0,371219.0,366260.0
Gross Profit,22036000.0,39967678.0,55588694.0,18434660.0
Cost Of Revenue,13839000.0,9262783.0,8244226.0,8932459.0
Total Revenue,35875000.0,49230461.0,63832920.0,27367119.0
Operating Revenue,35875000.0,49230461.0,63832920.0,27367119.0
Ordinary Shares Number,3000000.0,3000000.0,3000000.0,3000000.0
Share Issued,3000000.0,3000000.0,3000000.0,3000000.0
Total Debt,1373000.0,2628886.0,0.0,1170928.0
Tangible Book Value,466807000.0,470478285.0,422336637.0,337175490.0
Invested Capital,466807000.0,470478285.0,422336637.0,337175490.0
