,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,10572924.708867,6436702.275471,10968789.719727
Tax Rate For Calcs,0.253845,0.249833,0.285949,0.352638
Normalized EBITDA,856530000.0,469627000.0,89533000.0,449200000.0
Total Unusual Items,0.0,42320000.0,22510000.0,31105000.0
Total Unusual Items Excluding Goodwill,0.0,42320000.0,22510000.0,31105000.0
Net Income From Continuing Operation Net Minority Interest,362400000.0,227717000.0,-62698000.0,119507000.0
Reconciled Depreciation,92612000.0,92257000.0,95123000.0,91562000.0
Reconciled Cost Of Revenue,4409804000.0,3611833000.0,2383715000.0,3428800000.0
EBIT,763918000.0,419690000.0,16920000.0,388743000.0
Net Interest Income,-278228000.0,-109919000.0,-107374000.0,-210979000.0
Interest Expense,278228000.0,116135000.0,104726000.0,204137000.0
Interest Income,,22958000.0,14662000.0,13249000.0
Normalized Income,362400000.0,195969924.708867,-78771297.724529,99370789.719727
Net Income From Continuing And Discontinued Operation,362400000.0,227717000.0,-62698000.0,119507000.0
Total Expenses,7594305000.0,5284205000.0,3469007000.0,5044495000.0
Rent Expense Supplemental,,51268000.0,29575000.0,35591000.0
Diluted Average Shares,51994261.0,51989954.0,52000000.0,52000000.0
Basic Average Shares,51994261.0,51989954.0,52000000.0,52000000.0
Diluted EPS,6.97,4.38,-1.21,2.3
Basic EPS,6.97,4.38,-1.21,2.3
Diluted NI Availto Com Stockholders,362400000.0,227717000.0,-62698000.0,119507000.0
Net Income Common Stockholders,362400000.0,227717000.0,-62698000.0,119507000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,362400000.0,227717000.0,-62698000.0,119507000.0
Net Income Including Noncontrolling Interests,362400000.0,227717000.0,-62698000.0,119507000.0
Net Income Continuous Operations,362400000.0,227717000.0,-62698000.0,119507000.0
Tax Provision,123290000.0,75838000.0,-25108000.0,65099000.0
Pretax Income,485690000.0,303555000.0,-87806000.0,184606000.0
Other Non Operating Income Expenses,101583000.0,56894000.0,3099000.0,140000.0
Special Income Charges,0.0,7186000.0,-351000.0,3524000.0
Other Special Charges,,-7483000.0,-641000.0,-3608000.0
Write Off,,297000.0,833000.0,-119000.0
Impairment Of Capital Assets,,0.0,159000.0,203000.0
Net Non Operating Interest Income Expense,-278228000.0,-109919000.0,-107374000.0,-210979000.0
Total Other Finance Cost,,16742000.0,17310000.0,20091000.0
Interest Expense Non Operating,278228000.0,116135000.0,104726000.0,204137000.0
Interest Income Non Operating,,22958000.0,14662000.0,13249000.0
Operating Income,662335000.0,394061000.0,84490000.0,399362000.0
Operating Expense,3184501000.0,1672372000.0,1085292000.0,1615695000.0
Other Operating Expenses,2336227000.0,332610000.0,198616000.0,373905000.0
Depreciation And Amortization In Income Statement,92612000.0,92257000.0,95123000.0,91562000.0
Amortization,,2452000.0,932000.0,1133000.0
Depreciation Income Statement,92612000.0,89805000.0,94191000.0,90429000.0
