,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,0.0,0.0,Income Statement
1,Tax Rate For Calcs,0.26998,0.258531,0.236333,Income Statement
2,Normalized EBITDA,1144776000.0,944328000.0,1049925000.0,Income Statement
3,Total Unusual Items,0.0,0.0,0.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,267485000.0,206815000.0,305095000.0,Income Statement
6,Reconciled Depreciation,34069000.0,35931000.0,41905000.0,Income Statement
7,Reconciled Cost Of Revenue,40315363000.0,35772357000.0,40543719000.0,Income Statement
8,EBIT,1110707000.0,908397000.0,1008020000.0,Income Statement
9,Net Interest Income,-581504000.0,-463799000.0,-442355000.0,Income Statement
10,Interest Expense,744299000.0,629471000.0,608507000.0,Income Statement
11,Interest Income,162795000.0,165672000.0,166152000.0,Income Statement
12,Normalized Income,267485000.0,206815000.0,305095000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,267485000.0,206815000.0,305095000.0,Income Statement
14,Total Expenses,41123992000.0,36563424000.0,41471955000.0,Income Statement
15,Rent Expense Supplemental,70963000.0,66764000.0,88800000.0,Income Statement
16,Diluted Average Shares,67192239.0,67192239.0,67192239.0,Income Statement
17,Basic Average Shares,67192239.0,67192239.0,67192239.0,Income Statement
18,Diluted EPS,3.974426,3.200815,4.540629,Income Statement
19,Basic EPS,3.974426,3.200815,4.540629,Income Statement
20,Diluted NI Availto Com Stockholders,267485000.0,206815000.0,305095000.0,Income Statement
21,Net Income Common Stockholders,267485000.0,206815000.0,305095000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,267485000.0,206815000.0,305095000.0,Income Statement
24,Net Income Including Noncontrolling Interests,267485000.0,206815000.0,305095000.0,Income Statement
25,Net Income Discontinuous Operations,0.0,0.0,,Income Statement
26,Net Income Continuous Operations,267485000.0,206815000.0,305095000.0,Income Statement
27,Tax Provision,98923000.0,72111000.0,94418000.0,Income Statement
28,Pretax Income,366408000.0,278926000.0,399513000.0,Income Statement
29,Other Non Operating Income Expenses,1701000.0,2516000.0,875000.0,Income Statement
30,Special Income Charges,0.0,0.0,0.0,Income Statement
31,Net Non Operating Interest Income Expense,-581504000.0,-463799000.0,-442355000.0,Income Statement
32,Interest Expense Non Operating,744299000.0,629471000.0,608507000.0,Income Statement
33,Interest Income Non Operating,162795000.0,165672000.0,166152000.0,Income Statement
34,Operating Income,951026000.0,734443000.0,853122000.0,Income Statement
35,Operating Expense,808629000.0,791067000.0,928236000.0,Income Statement
36,Other Operating Expenses,318055000.0,315814000.0,365564000.0,Income Statement
37,Depreciation And Amortization In Income Statement,34069000.0,35931000.0,41905000.0,Income Statement
38,Depreciation Income Statement,34069000.0,35931000.0,41905000.0,Income Statement
39,Selling General And Administration,37857000.0,24021000.0,46775000.0,Income Statement
40,General And Administrative Expense,37857000.0,24021000.0,46775000.0,Income Statement
41,Rent And Landing Fees,70963000.0,66764000.0,88800000.0,Income Statement
42,Gross Profit,1759655000.0,1525510000.0,1781358000.0,Income Statement
43,Cost Of Revenue,40315363000.0,35772357000.0,40543719000.0,Income Statement
44,Total Revenue,42075018000.0,37297867000.0,42325077000.0,Income Statement
45,Operating Revenue,42075018000.0,37297867000.0,42325077000.0,Income Statement
0,Ordinary Shares Number,67192239.0,67192239.0,67192239.0,Balance Sheet
1,Share Issued,67192239.0,67192239.0,67192239.0,Balance Sheet
2,Net Debt,5488850000.0,5922451000.0,4648742000.0,Balance Sheet
3,Total Debt,5537921000.0,5998672000.0,4738191000.0,Balance Sheet
4,Tangible Book Value,2477187000.0,2222671000.0,2020698000.0,Balance Sheet
5,Invested Capital,8015173000.0,8221417000.0,6758991000.0,Balance Sheet
6,Working Capital,2479480000.0,2461151000.0,1785500000.0,Balance Sheet
7,Net Tangible Assets,2477187000.0,2222671000.0,2020698000.0,Balance Sheet
8,Common Stock Equity,2477252000.0,2222745000.0,2020800000.0,Balance Sheet
9,Total Capitalization,2955233000.0,2833791000.0,2134413000.0,Balance Sheet
10,Total Equity Gross Minority Interest,2477252000.0,2222745000.0,2020800000.0,Balance Sheet
11,Stockholders Equity,2477252000.0,2222745000.0,2020800000.0,Balance Sheet
12,Other Equity Interest,2347300000.0,2092793000.0,,Balance Sheet
13,Retained Earnings,1952853000.0,1698573000.0,1496549000.0,Balance Sheet
14,Additional Paid In Capital,379852000.0,379852000.0,379852000.0,Balance Sheet
15,Capital Stock,129952000.0,129952000.0,129952000.0,Balance Sheet
16,Common Stock,129952000.0,129952000.0,129952000.0,Balance Sheet
17,Total Liabilities Net Minority Interest,9327956000.0,9105689000.0,9394273000.0,Balance Sheet
18,Total Non Current Liabilities Net Minority Interest,540849000.0,768281000.0,273224000.0,Balance Sheet
19,Preferred Securities Outside Stock Equity,0.0,100000000.0,100000000.0,Balance Sheet
20,Non Current Pension And Other Postretirement Benefit Plans,20691000.0,18457000.0,18488000.0,Balance Sheet
21,Non Current Deferred Taxes Liabilities,42177000.0,38778000.0,41123000.0,Balance Sheet
22,Long Term Debt And Capital Lease Obligation,477981000.0,611046000.0,113613000.0,Balance Sheet
23,Long Term Debt,477981000.0,611046000.0,113613000.0,Balance Sheet
24,Long Term Provisions,20691000.0,18457000.0,,Balance Sheet
25,Current Liabilities,8787107000.0,8337408000.0,9121049000.0,Balance Sheet
26,Other Current Liabilities,178381000.0,175119000.0,217404000.0,Balance Sheet
27,Current Deferred Taxes Liabilities,16904000.0,,,Balance Sheet
