,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-37200620.8,-3117957.54164,16733865.853785
Tax Rate For Calcs,0.255032,0.2429,0.280392,0.306089
Normalized EBITDA,26409976000.0,17706066000.0,18873160000.0,16152550000.0
Total Unusual Items,0.0,-153152000.0,-11120000.0,54670000.0
Total Unusual Items Excluding Goodwill,0.0,-153152000.0,-11120000.0,54670000.0
Net Income From Continuing Operation Net Minority Interest,14544268000.0,8319135000.0,9532210000.0,8008320000.0
Reconciled Depreciation,2456516000.0,2816301000.0,2262070000.0,1885240000.0
Reconciled Cost Of Revenue,61001980000.0,59562286000.0,54201530000.0,42552170000.0
EBIT,23953460000.0,14736613000.0,16599970000.0,14321980000.0
Net Interest Income,-4430110000.0,806176000.0,2014270000.0,280220000.0
Interest Expense,4430110000.0,3748212000.0,3353580000.0,2781140000.0
Interest Income,,5023261000.0,5598100000.0,3231450000.0
Normalized Income,14544268000.0,8435086379.2,9540212042.45836,7970383865.853785
Net Income From Continuing And Discontinued Operation,14544268000.0,8319135000.0,9532210000.0,8008320000.0
Total Expenses,71734641000.0,69283482000.0,61948900000.0,49579080000.0
Rent Expense Supplemental,,376748000.0,346440000.0,331140000.0
Diluted Average Shares,96691052.0,96689156.0,96689010.0,96689010.0
Basic Average Shares,96691052.0,96689156.0,96689010.0,96689010.0
Diluted EPS,150.42,86.04,98.752609,82.825546
Basic EPS,150.42,86.04,98.752609,82.825546
Diluted NI Availto Com Stockholders,14544268000.0,8319135000.0,9532210000.0,8008320000.0
Net Income Common Stockholders,14544268000.0,8319135000.0,9532210000.0,8008320000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,14544268000.0,8319135000.0,9532210000.0,8008320000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,14544268000.0,8319135000.0,9532210000.0,8008320000.0
Net Income Continuous Operations,14544268000.0,8319135000.0,9532210000.0,8008320000.0
Tax Provision,4979082000.0,2669266000.0,3714180000.0,3532520000.0
Pretax Income,19523350000.0,10988401000.0,13246390000.0,11540840000.0
Other Non Operating Income Expenses,872952000.0,87890000.0,105270000.0,109750000.0
Special Income Charges,0.0,-200761000.0,2380000.0,34510000.0
Other Special Charges,,-113213000.0,-2380000.0,-34510000.0
Write Off,,313974000.0,,
Net Non Operating Interest Income Expense,-4430110000.0,806176000.0,2014270000.0,280220000.0
Total Other Finance Cost,,468873000.0,230250000.0,170090000.0
Interest Expense Non Operating,4430110000.0,3748212000.0,3353580000.0,2781140000.0
Interest Income Non Operating,,5023261000.0,5598100000.0,3231450000.0
Operating Income,23080508000.0,10250484000.0,11068290000.0,11140150000.0
Operating Expense,10732661000.0,9721196000.0,7747370000.0,7026910000.0
Other Operating Expenses,1799084000.0,948369000.0,634030000.0,336220000.0
Depreciation And Amortization In Income Statement,2456516000.0,2816301000.0,2262070000.0,1885240000.0
Amortization,,25867000.0,20820000.0,15650000.0
Depreciation Income Statement,2456516000.0,2790434000.0,2241250000.0,1869590000.0
Selling General And Administration,,404819000.0,338630000.0,332530000.0
General And Administrative Expense,,404819000.0,338630000.0,332530000.0
Rent And Landing Fees,,129446000.0,154880000.0,101480000.0
Gross Profit,33813169000.0,19971680000.0,18815660000.0,18167060000.0
Cost Of Revenue,61001980000.0,59562286000.0,54201530000.0,42552170000.0
Total Revenue,94815149000.0,79533966000.0,73017190000.0,60719230000.0
Operating Revenue,94815149000.0,79533966000.0,73017190000.0,60719230000.0
Ordinary Shares Number,96689010.0,96689010.0,96689010.0,96689010.0
Share Issued,96689010.0,96689010.0,96689010.0,96689010.0
Net Debt,54677798000.0,46466847000.0,42652940000.0,26279880000.0
Total Debt,56967628000.0,52821722000.0,45248180000.0,32098290000.0
Tangible Book Value,62632663000.0,48085912000.0,39761870000.0,30225840000.0
Invested Capital,119441109000.0,100614032000.0,84749940000.0,62064600000.0
Working Capital,35573606000.0,30077607000.0,19847540000.0,21771260000.0
Net Tangible Assets,62632663000.0,48085912000.0,39761870000.0,30225840000.0
Capital Lease Obligations,177855000.0,316357000.0,298490000.0,305200000.0
Common Stock Equity,62651336000.0,48108667000.0,39800250000.0,30271510000.0
Total Capitalization,111610901000.0,92928740000.0,75624970000.0,57643750000.0
Total Equity Gross Minority Interest,62651336000.0,48108667000.0,39800250000.0,30271510000.0
Minority Interest,,0.0,0.0,0.0
Stockholders Equity,62651336000.0,48108667000.0,39800250000.0,30271510000.0
Other Equity Interest,62167890000.0,47625221000.0,,
Retained Earnings,,45915605000.0,38522280000.0,29117490000.0
Additional Paid In Capital,,1700378000.0,695590000.0,606810000.0
