,title,source,link,date,summary,text
1,,Indiantelevision.com,news.google.com/articles/CBMifmh0dHBzOi8vd3d3LmluZGlhbnRlbGV2aXNpb24uY29tL21hbS9tYXJrZXRpbmcvbWFtL2RyLXJlZGR5LWVubGlzdHMtc3VuaWwtZ2F2YXNrYXItZm9yLXRlbnNpb25tYXRsby1jYW1wYWlnbi1hbWJhc3NhZG9yLTIzMDgxN9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
4,,The Economic Times,news.google.com/articles/CBMioQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3Mvc3RvY2std2F0Y2gvc2hhcmUtbWFya2V0LXVwZGF0ZS1tb3N0LWFjdGl2ZS1zdG9ja3Mtb2YtdGhlLWRheS1pbi10ZXJtcy1vZi10b3RhbC10cmFkZWQtdmFsdWUvYXJ0aWNsZXNob3cvMTAyNzkwNzM3LmNtc9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
17,,The Economic Times,news.google.com/articles/CBMihAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3Mvc3RvY2std2F0Y2gvc3RvY2stbWFya2V0LXVwZGF0ZS1wb3dlci1zdG9ja3MtdXAtYXMtbWFya2V0LWZhbGxzL2FydGljbGVzaG93LzEwMjc5MTY1MC5jbXPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
0,,Entrepreneur,news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZW4taW4vZ3Jvd3RoLXN0cmF0ZWdpZXMvZHItcmVkZHlzLXNob3dzLWludGVybmF0aW9uYWwtZ3Jvd3RoLWFsb25nc2lkZS1zdHJhdGVnaWMvNDU3NTM10gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
25,,Market Research Blog,news.google.com/articles/CBMilQFodHRwczovL21hcmtldHJlc2VhcmNoYmxvZy5vcmcvMjAyMy8wOC9pbmplY3RhYmxlLWRydWdzLW1hcmtldC10by1hY2hpZXZlLTUtOC1jYWdyLWFudGljaXBhdGVkLXZhbHVhdGlvbi1vZi11czkzNy0wLWJpbGxpb24tYnktMjAzMi1hY2NvcmRpbmctdG8tZm1pL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
10,,The Financial Express,news.google.com/articles/CBMigwFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9pbmR1c3RyeS9mZS1lY3ViZS1zdHVkeS1ob3ctc29tZS10cmFpbGJsYXppbmctY29tcGFuaWVzLWFyZS11bmxlYXNoaW5nLWEtZ3JlZW4tdGlkYWwtd2F2ZS8zMjExNDY4L9IBiAFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9pbmR1c3RyeS9mZS1lY3ViZS1zdHVkeS1ob3ctc29tZS10cmFpbGJsYXppbmctY29tcGFuaWVzLWFyZS11bmxlYXNoaW5nLWEtZ3JlZW4tdGlkYWwtd2F2ZS8zMjExNDY4L2xpdGUv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-15,,
16,,ETHealthWorld,news.google.com/articles/CBMimwFodHRwczovL2hlYWx0aC5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL25ld3MvcGhhcm1hL2V4cGVydHMtZGVsdmUtaW50by10aGUtZnV0dXJlLW9mLWxpbXMtYW5kLWVsbnMtaW4tcGhhcm1hLWF0LWV0cGhhcm1hcy1uZXh0Z2VuLWxhYmNvbi0yMDIzLzEwMjcxMzg2OdIBnwFodHRwczovL2hlYWx0aC5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL2FtcC9uZXdzL3BoYXJtYS9leHBlcnRzLWRlbHZlLWludG8tdGhlLWZ1dHVyZS1vZi1saW1zLWFuZC1lbG5zLWluLXBoYXJtYS1hdC1ldHBoYXJtYXMtbmV4dGdlbi1sYWJjb24tMjAyMy8xMDI3MTM4Njk?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
19,,ETHealthWorld,news.google.com/articles/CBMikQFodHRwczovL2hlYWx0aC5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL25ld3MvcGhhcm1hL2ZpbmFuY2lhbC1wZXJmb3JtYW5jZS9pbmRpYXMtZ2xlbm1hcmstcGhhcm1hLXExLXByb2ZpdC1kcm9wcy1vbi1oaWdoZXItZXhwZW5zZXMvMTAyNjcwMzY40gGVAWh0dHBzOi8vaGVhbHRoLmVjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vYW1wL25ld3MvcGhhcm1hL2ZpbmFuY2lhbC1wZXJmb3JtYW5jZS9pbmRpYXMtZ2xlbm1hcmstcGhhcm1hLXExLXByb2ZpdC1kcm9wcy1vbi1oaWdoZXItZXhwZW5zZXMvMTAyNjcwMzY4?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-12,,
5,,Business Wire,news.google.com/articles/CBMitQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIzMDgxMDcxNjAwMi9lbi9Eci4tUmVkZHlzLUxhYm9yYXRvcmllcy1Bbm5vdW5jZXMtaXRzLUxhdW5jaC1vZi1TYXhhZ2xpcHRpbi1hbmQtTWV0Zm9ybWluLUh5ZHJvY2hsb3JpZGUtRXh0ZW5kZWQtUmVsZWFzZS1UYWJsZXRzLWluLXRoZS1VLlMu0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
9,,The Financial Express,news.google.com/articles/CBMimgFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvbWFuYXBwdXJhbS1maW5hbmNlLW9pbC1pbmRpYS1kci1yZWRkeXMtbGFicy1hbW9uZy0xMzMtc3RvY2tzLXRoYXQtaGl0LTUyLXdlZWstaGlnaHMtMTUtdG91Y2gtNTItd2Vlay1sb3dzLzMyMDYxODQv0gGfAWh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL21hcmtldC9tYW5hcHB1cmFtLWZpbmFuY2Utb2lsLWluZGlhLWRyLXJlZGR5cy1sYWJzLWFtb25nLTEzMy1zdG9ja3MtdGhhdC1oaXQtNTItd2Vlay1oaWdocy0xNS10b3VjaC01Mi13ZWVrLWxvd3MvMzIwNjE4NC9saXRlLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
