,title,source,link,date
3,"Vodafone Idea Pays Rs1,701 Crore to DoT for Spectrum Auction ...",Moneylife,news.google.com/articles/CBMicmh0dHBzOi8vd3d3Lm1vbmV5bGlmZS5pbi9hcnRpY2xlL3ZvZGFmb25lLWlkZWEtcGF5cy1yczE3MDEtY3JvcmUtdG8tZG90LWZvci1zcGVjdHJ1bS1hdWN0aW9uLWluc3RhbG1lbnQvNzIwMTYuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-20
53,Who are the candidates running in the 2024 US presidential election?,BusinessLine,news.google.com/articles/CBMihwFodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vbmV3cy93b3JsZC93aG8tYXJlLXRoZS1jYW5kaWRhdGVzLXJ1bm5pbmctaW4tdGhlLTIwMjQtdXMtcHJlc2lkZW50aWFsLWVsZWN0aW9uL2FydGljbGU2NzMyNTA3MS5lY2XSAYwBaHR0cHM6Ly93d3cudGhlaGluZHVidXNpbmVzc2xpbmUuY29tL25ld3Mvd29ybGQvd2hvLWFyZS10aGUtY2FuZGlkYXRlcy1ydW5uaW5nLWluLXRoZS0yMDI0LXVzLXByZXNpZGVudGlhbC1lbGVjdGlvbi9hcnRpY2xlNjczMjUwNzEuZWNlL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-20
77,Strategically Driven Barrick to Deliver Sustainably Profitable Growth,Barrick Gold Corporation,news.google.com/articles/CBMiiQFodHRwczovL3d3dy5iYXJyaWNrLmNvbS9FbmdsaXNoL25ld3MvbmV3cy1kZXRhaWxzLzIwMjMvc3RyYXRlZ2ljYWxseS1kcml2ZW4tYmFycmljay10by1kZWxpdmVyLXN1c3RhaW5hYmx5LXByb2ZpdGFibGUtZ3Jvd3RoL2RlZmF1bHQuYXNweNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-19
20,Two health plans earn 5 stars in NCQA's annual assessment,Healthcare Finance News,news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmhlYWx0aGNhcmVmaW5hbmNlbmV3cy5jb20vbmV3cy90d28taGVhbHRoLXBsYW5zLWVhcm4tNS1zdGFycy1uY3Fhcy1hbm51YWwtYXNzZXNzbWVudNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-19
76,"Endava Releases 2023 Sustainability Report -September 19, 2023 ...",Marketscreener.com,news.google.com/articles/CBMieGh0dHBzOi8vd3d3Lm1hcmtldHNjcmVlbmVyLmNvbS9xdW90ZS9zdG9jay9FTkRBVkEtUExDLTQ1MDY0Nzc0L25ld3MvRW5kYXZhLVJlbGVhc2VzLTIwMjMtU3VzdGFpbmFiaWxpdHktUmVwb3J0LTQ0ODc1NDAwL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-19
45,"NPHI Calls for Revisions to Proposed Hospice SFP, Home Health ...",Hospice News,news.google.com/articles/CBMicGh0dHBzOi8vaG9zcGljZW5ld3MuY29tLzIwMjMvMDkvMTkvbnBoaS1jYWxscy1mb3ItcmV2aXNpb25zLXRvLXByb3Bvc2VkLWhvc3BpY2Utc2ZwLWhvbWUtaGVhbHRoLXJ1bGUtcHJvdmlzaW9ucy_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-19
42,GP surgery placed in special measures after 'inadequate' rating,Liverpool Echo,news.google.com/articles/CBMiXWh0dHBzOi8vd3d3LmxpdmVycG9vbGVjaG8uY28udWsvbmV3cy9saXZlcnBvb2wtbmV3cy9ncC1wbGFjZWQtc3BlY2lhbC1tZWFzdXJlcy1hZnRlci0yNzc0NzA3N9IBYWh0dHBzOi8vd3d3LmxpdmVycG9vbGVjaG8uY28udWsvbmV3cy9saXZlcnBvb2wtbmV3cy9ncC1wbGFjZWQtc3BlY2lhbC1tZWFzdXJlcy1hZnRlci0yNzc0NzA3Ny5hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-19
30,Evidencing general acceptability of open-label placebo use for ...,BMC Medicine,news.google.com/articles/CBMiSWh0dHBzOi8vYm1jbWVkaWNpbmUuYmlvbWVkY2VudHJhbC5jb20vYXJ0aWNsZXMvMTAuMTE4Ni9zMTI5MTYtMDIzLTAzMDc0LTTSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-19
13,"Fitch Downgrades Tower Health, PA's Long-Term Ratings to 'CCC'",Fitch Ratings,news.google.com/articles/CBMifGh0dHBzOi8vd3d3LmZpdGNocmF0aW5ncy5jb20vcmVzZWFyY2gvdXMtcHVibGljLWZpbmFuY2UvZml0Y2gtZG93bmdyYWRlcy10b3dlci1oZWFsdGgtcGEtbG9uZy10ZXJtLXJhdGluZ3MtdG8tY2NjLTE5LTA5LTIwMjPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-19
75,Stay vigilant against illegal loan apps that lure borrower,The New Indian Express,news.google.com/articles/CBMifWh0dHBzOi8vd3d3Lm5ld2luZGlhbmV4cHJlc3MuY29tL2J1c2luZXNzLzIwMjMvc2VwLzE4L3N0YXktdmlnaWxhbnQtYWdhaW5zdC1pbGxlZ2FsLWxvYW4tYXBwcy10aGF0LWx1cmUtYm9ycm93ZXItMjYxNTk5OS5odG1s0gF8aHR0cHM6Ly93d3cubmV3aW5kaWFuZXhwcmVzcy5jb20vYnVzaW5lc3MvMjAyMy9zZXAvMTgvc3RheS12aWdpbGFudC1hZ2FpbnN0LWlsbGVnYWwtbG9hbi1hcHBzLXRoYXQtbHVyZS1ib3Jyb3dlci0yNjE1OTk5LmFtcA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-18
