,title,source,link,date
10,"Stream It Or Skip It: ‘Oppenheimer’ on VOD, Christopher Nolan's Sprawling, Urgent Three-Hour Nuclear Biopic",Decider,news.google.com/articles/CBMiQmh0dHBzOi8vZGVjaWRlci5jb20vMjAyMy8xMS8yMi9vcHBlbmhlaW1lci1zdHJlYW1pbmctbW92aWUtcmV2aWV3L9IBRmh0dHBzOi8vZGVjaWRlci5jb20vMjAyMy8xMS8yMi9vcHBlbmhlaW1lci1zdHJlYW1pbmctbW92aWUtcmV2aWV3L2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-22
21,A holiday dose of new vinyl releases,OnMilwaukee.com,news.google.com/articles/CBMiNGh0dHBzOi8vb25taWx3YXVrZWUuY29tL2FydGljbGVzL3ZpbnlsLW5vdmVtYmVyLTIwMjPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-22
7,Everything for Everyone in Sag,East Hampton Star,news.google.com/articles/CBMiRWh0dHBzOi8vd3d3LmVhc3RoYW1wdG9uc3Rhci5jb20vYXJ0cy8yMDIzMTEyMi9ldmVyeXRoaW5nLWV2ZXJ5b25lLXNhZ9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-22
17,Doctor Who's 60th anniversary: where are the Time Lords now?,Evening Standard,news.google.com/articles/CBMicGh0dHBzOi8vd3d3LnN0YW5kYXJkLmNvLnVrL2N1bHR1cmUvdHZmaWxtL2RvY3Rvci13aG8tNjB0aC1hbm5pdmVyc2FyeS13aGVyZS1hcmUtdGhlLXRpbWUtbG9yZHMtbm93LWIxMTIyMTU4Lmh0bWzSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-22
16,The Eric Clapton Crossroads 25th Anniversary Auction Preview,Where's Eric,news.google.com/articles/CBMiamh0dHBzOi8vd2hlcmVzZXJpYy5jb20vZXJpYy1jbGFwdG9uLW5ld3MvMzAzLXRoZS1lcmljLWNsYXB0b24tY3Jvc3Nyb2Fkcy0yNXRoLWFubml2ZXJzYXJ5LWF1Y3Rpb24tcHJldmlldy_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-22
12,"Fashion News: Chanel Coat Sells 312,000 Euros & Phoebe Philo ...",WWD,news.google.com/articles/CBMigwFodHRwczovL3d3ZC5jb20vZmFzaGlvbi1uZXdzL2Zhc2hpb24tc2Nvb3BzL2Zhc2hpb24tbmV3cy1tb3VuYS1heW91Yi1jaGFuZWwtY29hdC1mb3ItMzEyMDAwLWV1cm9zLXBob2ViZS1waGlsby1yZXN0b2Nrcy0xMjM1OTQ3MzI2L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-22
13,New December Programs and Final November Programs from ...,Village Preservation,news.google.com/articles/CBMigAFodHRwczovL3d3dy52aWxsYWdlcHJlc2VydmF0aW9uLm9yZy9jYW1wYWlnbi11cGRhdGUvbmV3LWRlY2VtYmVyLXByb2dyYW1zLWFuZC1maW5hbC1ub3ZlbWJlci1wcm9ncmFtcy1mcm9tLXZpbGxhZ2UtcHJlc2VydmF0aW9uL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-21
3,'Marvel's Spider-Man 2' Explained: Who Is Rio Morales?,Marvel,news.google.com/articles/CBMiV2h0dHBzOi8vd3d3Lm1hcnZlbC5jb20vYXJ0aWNsZXMvZ2FtZXMvbWFydmVscy1zcGlkZXItbWFuLTItZXhwbGFpbmVkLXdoby1pcy1yaW8tbW9yYWxlc9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-21
20,Beyond Local: Australian company revives its push for a ...,St. Albert Gazette,news.google.com/articles/CBMigQFodHRwczovL3d3dy5zdGFsYmVydGdhemV0dGUuY29tL2JleW9uZC1sb2NhbC9hdXN0cmFsaWFuLWNvbXBhbnktcmV2aXZlcy1pdHMtcHVzaC1mb3ItYS1jb250cm92ZXJzaWFsLWNvYWwtbWluZS1pbi1hbGJlcnRhLTc4NjAyMzDSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-21
19,What might change for the Falcons after the bye?,The Falcoholic,news.google.com/articles/CBMijQFodHRwczovL3d3dy50aGVmYWxjb2hvbGljLmNvbS8yMDIzLzExLzIxLzIzOTY5MjczL3doYXQtbWlnaHQtY2hhbmdlLWZvci10aGUtZmFsY29ucy1hZnRlci10aGUtYnllLXRhcXVvbi1ncmFoYW0tY2xhcmstcGhpbGxpcHMta2hhZGFyZWwtaG9kZ2XSAZoBaHR0cHM6Ly93d3cudGhlZmFsY29ob2xpYy5jb20vcGxhdGZvcm0vYW1wLzIwMjMvMTEvMjEvMjM5NjkyNzMvd2hhdC1taWdodC1jaGFuZ2UtZm9yLXRoZS1mYWxjb25zLWFmdGVyLXRoZS1ieWUtdGFxdW9uLWdyYWhhbS1jbGFyay1waGlsbGlwcy1raGFkYXJlbC1ob2RnZQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-21
